date_vente,isbn,quantite,prix_unitaire_eur,email_client,canal
2025-09-11,9781932796575,1,23.13,lucas.bernard48@example.org,Magasin
2025-12-20,9788427911758,1,39.05,gabriel.morel82@example.org,Magasin
2025-09-28,9798417660092,3,29.05,lucas.moreau86@example.org,web
2026-06-18,9788381352079,1,30.3,jade.fournier99@example.org,magasin
2025-12-10,9791000000459,2,26.14,nathan.lefebvre19@example.org,STORE
2025-10-30,9780205176076,0,10.44,lea.fournier91@example.org,en ligne
2025-11-13,9780061652264,1,6.9,manon.morel14@example.org,magasin
2026-02-10,9783455302790,1,10.39,gabriel.lefebvre49@example.org,STORE
2025-08-21,9788374801171,1,35.09,hugo.dubois58@example.org,magasin
2025-07-18,9788381352079,1,13.74,nathan.bernard44@example.org,web
2025-09-21,9780470104248,1,37.84,lea.simon77@example.org,online
2026-02-06,9791000000679,1,26.0,gabriel.dubois7@example.org,site
2025-10-06,9781439580721,1,30.06,manon.david37@example.org,STORE
2025-07-26,978006024803X,1,34.23,emma.martin47@example.org,magasin
2025-11-28,9780263753820,1,25.75,chloe.bernard4@example.org,boutique
2025-11-27,9789871144686,1,8.59,jade.lefebvre63@example.org,STORE
2026-04-05,9781440673641,1,35.85,lucas.dubois58@example.org,magasin
2026-02-24,9780345458889,1,14.01,jules.dubois97@example.org,magasin
2025-12-24,9780061557064,1,38.86,hugo.leroy8@example.org,Magasin
2026-01-31,9791000000909,1,35.19,arthur.roux31@example.org,online
2026-01-19,9791000000269,2,5.73,emma.bernard97@example.org,Magasin
2025-09-24,9791000000979,1,11.32,jules.michel11@example.org,Magasin
2026-05-18,9780307815651,2,13.63,lea.bernard50@example.org,Magasin
2025-11-19,9781092148580,1,35.42,gabriel.bernard54@example.org,boutique
2026-04-28,9798987380420,2,37.76,nathan.roux13@example.org,STORE
2025-12-24,9781417727582,1,18.06,arthur.roux78@example.org,online
2025-11-19,9781713532125,1,26.05,jade.martin51@example.org,STORE
2025-07-26,9780769206684,1,14.01,lucas.martin44@example.org,en ligne
2026-03-09,9780241269657,1,7.98,hugo.dubois39@example.org,Magasin
2025-12-12,9780091203207,2,25.92,lea.moreau57@example.org,web
2026-01-25,9789189298323,1,22.78,lucas.fournier8@example.org,place de marché
2025-08-03,9788579623844,2,18.78,camille.dubois25@example.org,web
2025-11-05,9780263053043,1,37.0,chloe.laurent48@example.org,online
2026-05-22,9791000000479,1,5.58,lucas.lefebvre77@example.org,Magasin
2026-02-28,9780307291813,1,16.69,manon.bertrand89@example.org,magasin
2026-01-14,9781250275042,1,24.76,chloe.fournier29@example.org,boutique
2025-11-15,9780141038148,1,5.21,camille.lefebvre17@example.org,web
2025-07-05,9780416165326,1,33.0,theo.bertrand91@example.org,en ligne
2026-01-09,9781857234701,1,13.42,zoe.laurent87@example.org,Magasin
2025-07-04,9780671827038,0,38.71,lucas.leroy83@example.org,STORE
2025-08-25,9782266227049,1,39.49,ines.fournier36@example.org,STORE
2026-05-30,9780079131195,1,22.81,hugo.martin77@example.org,online
2026-06-14,9780061244650,2,27.7,theo.laurent54@example.org,online
2025-07-19,9780697034342,2,24.75,chloe.simon93@example.org,boutique
2026-05-23,9780816137152,1,37.8,lucas.leroy39@example.org,web
2026-04-12,9780679432531,1,21.17,manon.bertrand72@example.org,web
2025-12-19,9780374524524,1,17.08,theo.michel43@example.org,MP
2025-11-28,9780030314810,2,21.16,lea.lefebvre25@example.org,magasin
2026-01-12,9789795533412,1,6.41,emma.dubois26@example.org,en ligne
2026-04-18,9791000000159,3,20.7,ines.fournier92@example.org,boutique
2026-03-07,9781679521836,1,10.76,jules.martin58@example.org,en ligne
2025-09-25,9780007299805,2,21.83,lea.dubois79@example.org,Magasin
2026-01-23,9781886463172,3,18.07,jules.leroy26@example.org,en ligne
2025-12-12,9780061734526,2,11.25,camille.david94@example.org,marketplace
2025-12-24,9780263096378,1,18.08,theo.dubois9@example.org,magasin
2025-11-26,9789710843480,2,25.61,ines.michel88@example.org,boutique
2026-03-08,9780061285752,2,10.34,jade.martin30@example.org,boutique
2025-09-06,9780356502571,2,25.38,louis.bernard47@example.org,site
2026-05-24,9780754006329,2,26.56,jules.david14@example.org,magasin
2025-08-29,978038049668X,1,8.88,manon.lefebvre90@example.org,boutique
2026-06-17,9781473888357,1,19.4,nathan.david67@example.org,STORE
2026-06-24,9780449908587,1,36.31,nathan.laurent15@example.org,site
2026-05-08,9798618236188,2,33.94,chloe.simon91@example.org,Magasin
2025-07-21,9780821775370,1,11.85,arthur.simon31@example.org,magasin
2025-08-15,9791000000309,1,24.83,arthur.dubois12@example.org,magasin
2025-08-21,9791000000289,1,12.68,theo.laurent60@example.org,site
2025-09-28,9789953432540,1,14.79,ines.michel95@example.org,magasin
2025-07-24,9783499174766,2,27.98,louis.simon46@example.org,Magasin
2025-11-15,9780267171989,2,17.69,ines.dubois15@example.org,MP
2026-02-19,9780872205925,2,28.92,arthur.morel54@example.org,boutique
2026-06-22,9789333394918,1,37.86,louis.bernard54@example.org,Magasin
2026-06-13,9788447368990,1,17.94,lucas.roux4@example.org,web
2026-03-07,9781665141253,2,20.1,lea.laurent84@example.org,STORE
2026-06-13,9780061556746,2,24.91,hugo.david44@example.org,magasin
2025-11-05,9782266227049,1,28.44,jade.dubois72@example.org,magasin
2025-09-19,9788440672599,2,34.66,louis.bernard97@example.org,Magasin
2025-12-17,9791000000959,1,22.45,jade.michel31@example.org,magasin
2026-04-20,9798642299869,1,22.15,ines.bernard64@example.org,magasin
2026-01-28,9783442249329,1,4.51,lea.morel78@example.org,STORE
2026-04-14,9780358213253,1,20.65,ines.simon7@example.org,web
2025-12-17,9798897248889,2,25.74,lucas.bertrand58@example.org,site
2026-06-03,9781250819369,1,17.07,theo.leroy67@example.org,STORE
2025-07-24,9791000000199,1,9.47,gabriel.bernard33@example.org,web
2026-01-18,9781502784278,1,32.16,ines.bernard97@example.org,Magasin
2026-05-21,9780151189786,1,8.86,zoe.lefebvre85@example.org,boutique
2025-07-03,9788447333165,2,24.08,gabriel.fournier75@example.org,MP
2025-09-29,9781572707313,1,30.36,emma.bernard50@example.org,place de marché
2025-12-12,9780241745168,2,19.32,hugo.laurent51@example.org,en ligne
2026-02-17,9780224617253,1,19.11,theo.fournier90@example.org,place de marché
2026-06-30,9798671330687,3,26.89,chloe.moreau80@example.org,en ligne
2026-06-10,9780750504355,0,27.51,louis.leroy70@example.org,en ligne
2025-12-28,9788845212178,1,24.7,gabriel.david96@example.org,en ligne
2026-02-02,9780061557064,1,8.27,jade.dubois7@example.org,site
2025-09-21,979821701436X,1,9.68,jules.bertrand38@example.org,boutique
2025-07-17,9780061285752,2,8.13,hugo.bertrand83@example.org,online
2026-06-22,9780140449532,1,6.16,jade.michel54@example.org,STORE
2025-07-28,9781405617093,2,11.69,zoe.fournier29@example.org,place de marché
2026-05-28,9781690319849,2,23.85,chloe.morel93@example.org,web
2025-09-29,9780316479264,1,38.57,nathan.michel6@example.org,Magasin
2025-11-13,9798893311020,1,34.45,camille.simon60@example.org,boutique
2025-12-13,9789630711722,1,37.51,theo.lefebvre74@example.org,STORE
2026-06-28,9780525537113,1,38.38,lea.morel65@example.org,boutique
2026-04-01,9781417601356,1,12.33,chloe.david43@example.org,STORE
2025-10-20,9791000000759,2,23.28,camille.bernard86@example.org,STORE
2026-05-25,9781974052264,3,13.13,jules.david42@example.org,Magasin
2025-08-28,9780714822761,1,30.13,camille.leroy99@example.org,MP
2026-03-18,9781433231933,1,14.99,chloe.simon66@example.org,magasin
2025-09-24,9791000000969,3,23.54,camille.david9@example.org,marketplace
2025-10-18,9788501117687,1,34.08,chloe.leroy90@example.org,online
2025-08-06,9780316389716,1,5.34,ines.martin12@example.org,site
2025-11-06,9781250879530,1,33.59,manon.michel50@example.org,Magasin
2026-02-07,9781974932573,1,28.33,camille.david93@example.org,site
2026-04-26,9780198118756,2,7.07,nathan.laurent88@example.org,en ligne
2025-11-22,9780156035156,3,18.0,camille.lefebvre21@example.org,web
2026-01-17,9780679729525,2,23.82,emma.laurent87@example.org,STORE
2025-07-06,9780736628174,2,9.5,jules.martin74@example.org,place de marché
2026-04-07,9791000000719,1,11.94,lucas.moreau53@example.org,boutique
2025-10-22,9780070165694,2,11.38,louis.david73@example.org,magasin
2026-04-08,9780739370971,1,7.09,lea.laurent13@example.org,web
2026-03-07,9791000000769,1,9.04,hugo.bernard37@example.org,site
2025-12-10,9781446456309,1,26.32,theo.bertrand75@example.org,marketplace
2026-01-03,9780061557064,1,19.66,camille.simon32@example.org,boutique
2026-05-25,9780809533756,1,17.23,ines.lefebvre60@example.org,online
2025-12-04,9781689366922,1,10.72,lea.fournier36@example.org,boutique
2025-10-09,9780345458889,2,26.68,lea.martin65@example.org,site
2026-04-23,9780765391162,2,12.03,jules.leroy34@example.org,online
2025-09-15,9781480342187,1,36.06,theo.dubois60@example.org,site
2026-03-15,9780062457806,1,34.52,louis.morel66@example.org,boutique
2025-09-30,9780393966848,3,27.84,emma.bertrand94@example.org,Magasin
2025-07-21,9781408998465,2,12.7,manon.simon30@example.org,marketplace
2026-03-23,9791000000319,2,18.24,zoe.martin6@example.org,en ligne
2026-03-24,9782843623103,2,34.05,manon.roux70@example.org,boutique
2026-01-10,9781480342187,1,36.3,lea.leroy33@example.org,Magasin
2025-10-23,9780517202753,1,33.43,lucas.lefebvre62@example.org,place de marché
2025-09-10,9781306337564,1,7.23,manon.moreau20@example.org,boutique
2026-05-05,9781679583353,2,27.9,gabriel.morel43@example.org,magasin
2026-03-03,9798790221941,1,10.21,gabriel.martin32@example.org,magasin
2026-04-30,9781400083039,1,22.65,emma.martin22@example.org,STORE
2026-03-22,9791000000839,1,38.81,camille.bertrand94@example.org,place de marché
2025-08-13,9780416027020,1,39.64,arthur.dubois29@example.org,online
2026-04-25,9788429776317,2,26.56,manon.dubois93@example.org,en ligne
2026-05-02,9789799831750,1,17.89,emma.bernard3@example.org,marketplace
2026-03-16,9780688184742,1,9.79,nathan.dubois61@example.org,magasin
2026-03-30,9780140138351,2,7.8,emma.roux70@example.org,site
2026-06-13,9780131272866,1,19.39,jules.bertrand68@example.org,online
2026-03-04,9780800712136,2,16.91,nathan.michel18@example.org,STORE
2025-10-28,9791000000339,2,14.53,gabriel.laurent25@example.org,magasin
2025-07-04,9781536435078,1,22.9,jade.david27@example.org,en ligne
2025-08-24,9781119621508,1,25.22,manon.fournier69@example.org,Magasin
2026-05-10,9788501110008,0,18.57,chloe.michel71@example.org,Magasin
2026-04-13,9780393963298,1,39.49,lucas.morel91@example.org,Magasin
2026-06-03,9780263119763,2,20.31,louis.bernard28@example.org,online
2026-04-08,9781974052264,1,29.52,louis.michel82@example.org,site
2025-09-13,9780156724005,3,19.91,lea.laurent29@example.org,en ligne
2025-07-20,9780316310420,1,39.35,theo.bertrand77@example.org,magasin
2025-09-28,9781521105948,1,4.88,theo.moreau5@example.org,place de marché
2026-06-23,9787555027706,1,28.36,lucas.moreau84@example.org,magasin
2025-08-14,9788501110008,2,17.0,jade.michel76@example.org,marketplace
2026-06-26,9780375507250,3,23.96,lucas.simon36@example.org,boutique
2025-10-08,9781963349023,3,24.85,manon.dubois53@example.org,site
2026-03-15,9788381352079,1,8.64,manon.leroy74@example.org,STORE
2026-01-10,9781442426757,1,13.11,ines.morel59@example.org,online
2025-07-15,9782266227049,1,6.89,hugo.david90@example.org,web
2026-01-28,9791000000809,1,23.46,manon.moreau37@example.org,site
2025-12-23,9781408999011,1,10.82,ines.simon28@example.org,STORE
2026-06-15,9791000000549,3,22.16,chloe.moreau95@example.org,boutique
2025-10-14,9780141374239,1,13.34,lucas.dubois14@example.org,site
2026-06-12,9791000000809,1,26.23,jules.fournier62@example.org,MP
2026-03-10,9791000000209,0,36.25,manon.lefebvre24@example.org,en ligne
2026-04-22,9783442424504,1,32.79,arthur.leroy5@example.org,STORE
2026-06-17,9780736423298,1,39.07,zoe.simon89@example.org,magasin
2025-10-16,9780460116947,1,16.02,manon.dubois71@example.org,STORE
2026-02-27,9791000000839,1,17.45,arthur.michel27@example.org,Magasin
2026-01-07,9788402092014,2,14.4,louis.roux17@example.org,web
2025-11-16,9780786230358,1,19.8,jade.moreau19@example.org,web
2025-07-05,9798737952464,1,9.26,ines.morel63@example.org,STORE
2026-04-17,9789508700568,1,28.95,jules.moreau33@example.org,Magasin
2025-08-19,9780060513061,2,13.7,lucas.leroy72@example.org,en ligne
2026-01-27,9783849536206,1,28.56,chloe.roux74@example.org,boutique
2025-11-23,9780300024838,1,22.57,zoe.bernard49@example.org,place de marché
2026-05-20,9791000000819,1,10.43,ines.michel81@example.org,Magasin
2025-08-06,9781804990278,1,12.58,ines.david38@example.org,en ligne
2026-01-19,9780263122169,2,32.15,lucas.bertrand76@example.org,online
2025-10-03,9781539145943,1,30.26,manon.bertrand90@example.org,magasin
2026-01-20,9781101192740,1,37.66,arthur.leroy7@example.org,magasin
2026-03-26,9780156035156,0,8.18,emma.bernard84@example.org,online
2025-11-04,9798669140557,1,26.68,emma.leroy22@example.org,magasin
2025-12-30,9783442245666,3,35.09,zoe.fournier70@example.org,STORE
2025-09-08,9791000000949,3,23.59,zoe.david96@example.org,Magasin
2026-05-24,9781442006188,1,16.79,hugo.morel12@example.org,Magasin
2026-01-28,9780743486286,1,4.87,emma.simon37@example.org,Magasin
2026-06-18,9791000000469,1,31.24,theo.martin99@example.org,Magasin
2026-05-02,9780736614016,2,23.91,chloe.michel72@example.org,online
2025-09-22,9788440666826,2,18.3,jade.moreau34@example.org,magasin
2025-10-31,9781727208351,2,36.71,manon.laurent84@example.org,STORE
2025-08-05,9781775415190,1,8.41,zoe.roux58@example.org,STORE
2026-03-09,9780263757538,1,9.89,camille.dubois14@example.org,en ligne
2026-02-10,9789000338658,1,7.69,camille.lefebvre28@example.org,STORE
2026-03-13,9780671746520,1,32.52,ines.bernard97@example.org,boutique
2026-01-17,9780064601375,1,10.93,manon.fournier49@example.org,magasin
2025-11-05,9782724215908,2,20.18,jules.moreau59@example.org,magasin
2025-10-15,9798511718255,1,38.53,ines.dubois81@example.org,magasin
2026-04-08,9780393419610,1,21.54,theo.moreau47@example.org,site
2025-10-20,9791000000989,1,26.9,ines.martin22@example.org,en ligne
2026-01-19,9780800712136,1,38.8,arthur.bertrand77@example.org,boutique
2025-08-15,9785170178285,1,7.74,ines.morel81@example.org,magasin
2026-05-27,9788381351881,2,32.52,emma.lefebvre30@example.org,STORE
2026-05-27,9781322110233,1,36.07,chloe.martin89@example.org,MP
2025-09-07,9780802142641,2,21.68,zoe.leroy38@example.org,Magasin
2025-10-04,9798705893843,1,30.43,manon.fournier77@example.org,boutique
2025-09-18,9780060513061,1,13.82,lucas.lefebvre1@example.org,Magasin
2025-07-10,9785553671754,2,31.97,hugo.simon93@example.org,site
2026-04-02,9786051719092,1,23.05,arthur.morel71@example.org,web
2025-12-13,9781439580721,1,8.41,lea.martin17@example.org,web
2025-10-12,9789020554113,1,8.0,jade.david63@example.org,en ligne
2025-10-22,978957467950X,2,4.96,chloe.david63@example.org,magasin
2026-05-24,9780446511070,1,30.82,gabriel.fournier48@example.org,magasin
2025-11-14,9789715502016,1,6.99,theo.bernard28@example.org,site
2025-10-27,9789711024154,1,11.34,hugo.roux81@example.org,boutique
2026-04-12,9781936719112,2,31.63,lucas.david59@example.org,Magasin
2025-09-24,9788074770814,1,18.72,ines.david21@example.org,online
2025-12-09,9780593105061,0,15.99,lucas.michel98@example.org,place de marché
2025-12-13,9781594488849,1,23.82,jade.morel71@example.org,STORE
2026-02-17,9798642299869,3,4.51,jules.laurent77@example.org,magasin
2025-12-02,9780072466652,1,12.35,ines.martin99@example.org,STORE
2026-03-19,9789583004506,1,24.74,nathan.martin59@example.org,MP
2025-11-13,9781942788768,2,13.34,manon.morel39@example.org,magasin
2026-04-18,9791000000419,1,7.23,ines.morel62@example.org,boutique
2026-06-19,9781536457674,1,36.63,theo.martin94@example.org,Magasin
2025-07-29,9791000000459,2,16.82,gabriel.michel16@example.org,boutique
2026-05-05,9791000000529,1,32.02,jade.martin40@example.org,site
2026-04-16,9780862201234,1,29.2,emma.martin87@example.org,Magasin
2026-05-01,9780297859390,1,12.36,theo.morel51@example.org,marketplace
2025-08-12,9789353445416,1,6.25,jade.laurent11@example.org,Magasin
2026-06-23,9798893311020,2,21.52,chloe.lefebvre51@example.org,boutique
2026-03-26,9780755334223,1,13.93,gabriel.simon88@example.org,magasin
2026-01-28,9780256234787,1,11.24,lucas.roux84@example.org,magasin
2025-09-25,9781470825553,1,39.55,zoe.roux19@example.org,online
2025-10-28,9798618236188,1,10.02,lea.bernard95@example.org,magasin
2026-05-14,9791000000509,1,33.97,theo.martin44@example.org,magasin
2026-02-27,9780553539899,1,30.7,chloe.moreau70@example.org,STORE
2026-05-15,9780415478816,0,29.11,camille.michel75@example.org,magasin
2025-07-31,9788418550928,1,29.16,manon.martin60@example.org,magasin
2026-06-04,9780263122169,1,36.82,lucas.fournier14@example.org,magasin
2026-05-29,9780714822761,1,17.98,nathan.simon63@example.org,magasin
2026-03-14,9791000000919,1,37.29,camille.martin32@example.org,STORE
2026-01-18,9780785744580,1,16.78,lucas.simon81@example.org,STORE
2026-03-14,9788501110008,2,26.65,jade.fournier4@example.org,STORE
2025-12-22,9791000000199,1,9.36,jade.leroy87@example.org,boutique
2026-04-20,9781101138816,1,15.56,ines.lefebvre70@example.org,boutique
2025-09-09,9780063429147,1,32.82,emma.laurent89@example.org,boutique
2025-09-13,9780840356451,3,36.97,ines.bernard72@example.org,magasin
2025-09-13,9789000338658,1,15.78,gabriel.michel39@example.org,Magasin
2026-05-23,9791000000579,2,9.88,chloe.bernard17@example.org,web
2026-05-10,9780070165694,1,24.57,hugo.roux30@example.org,boutique
2025-12-31,9781804990278,1,21.37,arthur.bertrand84@example.org,en ligne
2026-01-15,9788481096156,1,10.3,hugo.martin53@example.org,magasin
2026-01-28,9781250819369,2,39.48,chloe.bernard23@example.org,MP
2026-03-08,9781958943366,1,20.7,hugo.michel52@example.org,site
2026-01-11,9780349440187,1,26.15,jules.leroy14@example.org,online
2025-07-22,9781417727582,0,22.86,jade.bertrand6@example.org,Magasin
2026-05-19,9791000000879,1,14.81,jade.laurent37@example.org,Magasin
2025-11-28,9781730710735,3,28.92,emma.lefebvre83@example.org,Magasin
2026-03-14,9781665141253,1,25.22,emma.michel53@example.org,STORE
2025-09-30,9780856352737,1,29.73,chloe.lefebvre12@example.org,STORE
2026-05-29,9791000000309,2,10.31,nathan.bernard15@example.org,Magasin
2025-08-13,9780263775051,2,30.23,louis.michel71@example.org,online
2025-09-26,9791000000369,1,35.34,emma.dubois19@example.org,boutique
2025-07-27,9780958854344,1,30.35,zoe.laurent81@example.org,web
2025-09-06,9791000000859,1,26.54,manon.martin59@example.org,Magasin
2026-04-05,9783453161818,1,35.75,hugo.moreau76@example.org,online
2026-02-12,9781804990278,1,4.73,manon.roux81@example.org,boutique
2025-09-14,9788417992491,1,5.8,jules.david74@example.org,STORE
2025-08-14,9781250275042,1,39.68,louis.david37@example.org,boutique
2026-04-23,9787229030933,3,7.8,theo.simon48@example.org,MP
2026-02-04,9781410498700,1,14.87,emma.bernard89@example.org,en ligne
2026-01-28,9780061556746,1,11.9,jules.bernard74@example.org,magasin
2026-06-18,9781417733675,3,39.41,theo.michel78@example.org,STORE
2026-04-21,9781847941480,1,9.09,arthur.leroy94@example.org,Magasin
2025-10-01,9791000000059,1,29.58,chloe.martin16@example.org,magasin
2025-08-30,9798669140557,2,32.8,gabriel.michel6@example.org,STORE
2026-05-23,9780879015497,1,11.62,theo.laurent9@example.org,STORE
2026-04-08,9789721041028,2,8.53,ines.simon51@example.org,magasin
2025-10-08,9780593160015,2,37.15,arthur.lefebvre5@example.org,web
2026-05-18,9781521093443,2,23.51,ines.lefebvre53@example.org,magasin
2025-12-01,9780862416041,2,15.67,camille.moreau74@example.org,en ligne
2025-12-29,9781442421844,3,14.43,camille.simon49@example.org,web
2026-01-16,9780718188740,1,35.11,theo.bertrand41@example.org,magasin
2025-08-14,9781976446184,2,17.65,theo.moreau68@example.org,STORE
2026-01-08,9780816137152,1,11.65,lea.lefebvre65@example.org,magasin
2026-03-14,9788381351881,1,37.2,theo.morel42@example.org,web
2025-08-20,9780880881326,0,22.77,emma.moreau93@example.org,site
2026-03-25,9789367901229,1,37.5,lea.simon60@example.org,magasin
2026-06-03,9780769206684,1,24.95,theo.david27@example.org,STORE
2025-11-24,9780345301451,1,31.86,nathan.laurent20@example.org,boutique
2025-07-08,9791000000839,1,22.7,chloe.leroy45@example.org,STORE
2026-06-26,9780786230358,1,13.17,lea.laurent79@example.org,STORE
2025-07-26,9798893311020,1,36.48,jules.bernard50@example.org,magasin
2026-01-17,9782226018052,2,36.05,zoe.roux46@example.org,STORE
2025-10-10,9781483928197,2,33.15,lea.morel98@example.org,Magasin
2025-08-17,9781408880715,2,29.23,nathan.lefebvre40@example.org,Magasin
2025-10-23,9780071332484,2,26.34,lucas.michel24@example.org,STORE
2025-12-14,9780856352737,1,6.81,nathan.simon62@example.org,online
2025-11-22,9780061002878,1,24.84,nathan.michel92@example.org,site
2026-05-29,9785811232321,2,23.36,jade.roux53@example.org,boutique
2026-04-07,9780263762495,3,18.09,ines.moreau89@example.org,online
2026-02-08,9781250030962,2,23.78,hugo.dubois85@example.org,site
2026-06-30,9780142413401,2,8.55,zoe.simon72@example.org,site
2025-09-29,9780872863101,3,6.96,nathan.david77@example.org,online
2026-05-27,9780070078727,1,12.2,emma.roux97@example.org,magasin
2026-06-04,9783464107676,1,14.82,zoe.moreau27@example.org,en ligne
2026-06-13,9781305639614,3,37.66,lucas.bernard75@example.org,magasin
2026-03-19,9781417601356,2,34.68,jules.simon71@example.org,site
2026-04-13,9788429776317,3,8.38,theo.fournier4@example.org,boutique
2026-04-29,9780141378480,1,29.7,jade.michel56@example.org,boutique
2026-03-01,9789994714094,1,18.11,lucas.fournier54@example.org,web
2026-06-09,9781250883520,1,7.04,camille.dubois93@example.org,Magasin
2025-09-08,9781574535587,1,33.03,zoe.morel90@example.org,online
2026-02-18,9781975618674,1,33.53,jade.simon29@example.org,web
2025-07-04,9781536435078,1,30.37,manon.michel70@example.org,STORE
2025-07-20,9781093750065,1,17.55,arthur.bertrand11@example.org,boutique
2026-03-27,9783785530030,0,32.07,zoe.leroy11@example.org,site
2026-05-19,9781449486792,1,28.17,theo.roux7@example.org,STORE
2025-07-06,9780451525918,1,36.57,ines.michel46@example.org,STORE
2025-07-19,9781497303881,3,31.03,manon.martin81@example.org,Magasin
2026-04-20,9781548261887,1,14.83,camille.laurent63@example.org,magasin
2025-08-09,9780594091400,2,13.42,manon.laurent33@example.org,magasin
2026-05-06,9780658006340,3,30.66,zoe.simon23@example.org,en ligne
2025-10-29,9780945353874,1,23.17,jules.simon11@example.org,web
2025-09-17,9780151189786,1,39.67,jade.moreau85@example.org,Magasin
2025-09-24,9780805035650,1,34.3,jules.david34@example.org,site
2026-02-23,9788445007037,1,21.36,hugo.michel88@example.org,Magasin
2025-09-13,9788447333165,2,4.92,zoe.michel87@example.org,STORE
2026-06-15,9791000000809,1,36.99,lucas.fournier56@example.org,place de marché
2025-11-17,9780136054054,1,32.9,manon.david75@example.org,MP
2026-06-11,9781424231355,1,28.28,chloe.leroy44@example.org,boutique
2025-07-06,9798515079307,1,6.91,gabriel.bernard68@example.org,magasin
2025-12-27,9781408998465,2,13.42,jules.martin80@example.org,site
2026-05-01,9780263121407,2,12.18,nathan.bertrand16@example.org,magasin
2025-09-05,9781534487673,1,36.36,louis.bernard90@example.org,web
2026-02-25,9780070078727,3,27.11,manon.morel55@example.org,STORE
2025-08-07,9780345301451,2,18.05,ines.martin34@example.org,STORE
2025-08-05,9788481096156,3,11.6,jade.dubois83@example.org,Magasin
2026-04-03,9781419772955,1,26.23,nathan.lefebvre92@example.org,STORE
2025-08-07,9785811232321,1,13.37,zoe.martin64@example.org,boutique
2025-07-01,9791000000579,1,18.32,emma.bertrand43@example.org,online
2026-03-21,9798417660092,3,21.87,gabriel.michel94@example.org,magasin
2025-07-02,9781732172234,3,33.46,arthur.bernard73@example.org,STORE
2025-12-03,9781857157246,1,39.79,lea.simon69@example.org,STORE
2026-02-21,9788440220677,2,27.43,louis.leroy6@example.org,Magasin
2025-12-01,9780307741172,1,8.28,lucas.lefebvre11@example.org,online
2025-09-10,9783442249329,1,29.98,hugo.lefebvre50@example.org,site
2026-05-26,9780872863101,1,38.66,zoe.martin5@example.org,en ligne
2025-07-22,9780001604308,1,33.07,zoe.david69@example.org,boutique
2025-10-28,9791000000499,1,30.54,arthur.david3@example.org,online
2026-05-13,9780198118756,1,27.47,camille.dubois81@example.org,marketplace
2025-08-19,9780449024959,1,34.07,lea.fournier14@example.org,marketplace
2026-05-12,9788492412402,1,11.67,ines.morel95@example.org,Magasin
2026-06-16,9780297859390,1,15.88,chloe.morel6@example.org,boutique
2025-08-31,9780793546534,1,19.2,lucas.leroy22@example.org,Magasin
2026-04-24,9780434007493,1,32.5,jade.morel21@example.org,magasin
2025-08-11,9780072466652,1,37.29,theo.michel89@example.org,online
2025-10-14,9780141018980,1,23.02,gabriel.moreau23@example.org,site
2026-03-13,9781568955575,3,26.7,theo.simon54@example.org,magasin
2025-10-07,9798596021639,0,39.08,lucas.fournier98@example.org,boutique
2026-05-17,9788432217456,1,6.38,nathan.morel20@example.org,Magasin
2025-09-20,9780356502410,3,6.41,lucas.laurent27@example.org,Magasin
2026-05-12,9780224617253,2,20.54,nathan.bertrand7@example.org,boutique
2025-07-15,9780945353874,1,7.01,hugo.bertrand57@example.org,STORE
2026-06-12,9791000000209,1,32.08,ines.moreau13@example.org,boutique
2025-10-11,9781534487673,2,7.1,arthur.martin56@example.org,web
2026-05-09,9781963349023,1,17.72,zoe.bertrand25@example.org,STORE
2025-10-12,9780136054054,1,29.0,jules.laurent18@example.org,marketplace
2026-02-20,9780894108815,1,16.66,theo.roux21@example.org,web
2026-04-10,9780393925340,1,19.07,arthur.fournier28@example.org,Magasin
2025-11-20,9781532913686,2,30.56,hugo.moreau42@example.org,online
2026-04-29,9791000000709,1,24.81,camille.michel6@example.org,magasin
2026-03-16,9798212378338,1,18.46,nathan.lefebvre64@example.org,marketplace
2025-07-07,9780833589484,2,38.13,emma.simon38@example.org,boutique
2025-08-16,9782266208178,1,15.29,zoe.fournier74@example.org,site
2026-02-23,9782266138826,1,29.39,louis.morel48@example.org,place de marché
2026-05-21,9780575038479,2,7.0,ines.leroy5@example.org,STORE
2025-11-16,9781474029599,3,23.7,chloe.morel88@example.org,magasin
2025-12-19,9781119675655,3,22.72,lucas.martin15@example.org,online
2026-05-13,9780434007493,1,10.7,lea.leroy91@example.org,boutique
2025-12-19,9788828350453,1,27.48,chloe.morel96@example.org,boutique
2025-11-14,9780140138351,1,14.31,lea.simon45@example.org,Magasin
2026-03-27,9780825616518,1,29.63,theo.lefebvre80@example.org,STORE
2026-06-20,9780061002823,3,35.76,chloe.lefebvre12@example.org,site
2025-09-30,9780142423295,3,7.22,louis.laurent15@example.org,boutique
2025-10-13,9780393419610,3,5.3,gabriel.david70@example.org,boutique
2026-02-01,9780143432821,2,5.26,chloe.bernard3@example.org,boutique
2026-03-24,9780756992248,1,24.99,ines.lefebvre76@example.org,online
2026-04-17,9780750504355,2,15.35,manon.moreau62@example.org,STORE
2025-07-25,9780307815651,1,20.64,louis.roux21@example.org,place de marché
2025-10-02,9791000000989,1,29.57,emma.dubois31@example.org,magasin
2025-12-10,9780373107148,1,13.72,louis.moreau72@example.org,magasin
2025-12-24,9780307815651,1,23.61,louis.leroy39@example.org,site
2026-01-24,9791000000559,1,9.65,zoe.simon20@example.org,marketplace
