date;code_isbn;nb;prix;mail;canal;commentaire
22-01-2026;9788432217456;3;5,65;manon.leroy46@example.org;marketplace;client fidèle
12-10-2025;9780671692650;1;13,87;ines.leroy94@example.org;STORE;RAS
14-04-2026;9780263098839;1;22,94;theo.fournier56@example.org;STORE;commande spéciale
11-11-2025;9780679432531;1;35,4;hugo.lefebvre72@example.org;magasin;
28-06-2026;9780878210329;1;29,65;hugo.morel49@example.org;STORE;RAS
28-03-2026;9798739934543;1;19,04;ines.roux45@example.org;en ligne;commande spéciale
09-04-2026;9780739371077;1;17,68;manon.dubois10@example.org;web;client fidèle
10-10-2025;9791000000459;1;31,51;gabriel.moreau89@example.org;Magasin;commande spéciale
12-03-2026;9780345461629;1;20,83;arthur.lefebvre63@example.org;STORE;client fidèle
01-01-2026;9781094048994;1;7,05;theo.bernard63@example.org;STORE;commande spéciale
07-08-2025;9780575105843;1;31,91;camille.leroy84@example.org;place de marché;client fidèle
30-09-2025;9781444833386;2;34,77;chloe.moreau78@example.org;site;client fidèle
08-03-2026;9780061728419;1;17,36;camille.martin13@example.org;site;client fidèle
09-05-2026;9780970373908;1;23,11;camille.laurent37@example.org;boutique;
28-01-2026;9791000000979;1;26,39;lea.laurent75@example.org;site;RAS
26-03-2026;9791000000759;1;32,83;jade.morel33@example.org;Magasin;commande spéciale
10-07-2025;9780263096378;2;39,22;lea.simon62@example.org;web;commande spéciale
14-07-2025;9781466864580;1;37,73;jade.lefebvre86@example.org;boutique;
01-10-2025;9780806246178;1;18,46;jules.morel24@example.org;boutique;commande spéciale
07-02-2026;9781780318578;1;10,64;lucas.leroy50@example.org;Magasin;RAS
14-11-2025;9791000000359;1;39,34;nathan.david97@example.org;place de marché;commande spéciale
15-06-2026;9780143432821;1;10,06;arthur.lefebvre1@example.org;magasin;client fidèle
19-12-2025;9780872863101;1;7,89;zoe.david64@example.org;boutique;RAS
02-10-2025;9780415478816;2;19,15;gabriel.leroy44@example.org;online;client fidèle
18-06-2026;9780671868376;2;28,81;gabriel.morel9@example.org;magasin;client fidèle
26-03-2026;9781950508914;1;21,29;lucas.leroy49@example.org;MP;RAS
29-04-2026;9780394179933;2;38,09;chloe.fournier53@example.org;en ligne;RAS
12-03-2026;9781548261887;1;11,61;arthur.michel64@example.org;Magasin;client fidèle
27-12-2025;9780393656435;1;35,36;manon.bertrand43@example.org;online;client fidèle
15-01-2026;9782724215908;1;33,5;manon.lefebvre96@example.org;site;commande spéciale
18-05-2026;9780061002823;2;14,24;zoe.laurent41@example.org;magasin;client fidèle
05-09-2025;978083177404X;1;17,4;zoe.lefebvre22@example.org;site;commande spéciale
17-11-2025;9780141384641;2;23,06;jade.simon30@example.org;STORE;
14-07-2025;9780140281118;1;33,34;manon.leroy5@example.org;Magasin;client fidèle
08-01-2026;9783453317109;1;11,53;lucas.michel75@example.org;boutique;RAS
07-05-2026;9780800854539;1;25,77;theo.bertrand68@example.org;magasin;client fidèle
19-11-2025;9798986868035;2;21,31;zoe.moreau8@example.org;en ligne;
01-07-2025;9780439451932;2;12,23;manon.fournier4@example.org;STORE;RAS
11-09-2025;978281120345X;1;12,66;zoe.david75@example.org;Magasin;client fidèle
27-11-2025;9791000000489;1;14,45;gabriel.laurent89@example.org;Magasin;commande spéciale
20-07-2025;9780321623539;1;34,84;emma.lefebvre26@example.org;online;RAS
19-12-2025;9780393656435;1;6,4;theo.fournier9@example.org;magasin;
11-07-2025;9782226018052;1;19,94;arthur.morel69@example.org;site;commande spéciale
02-05-2026;9783502551638;1;15,09;manon.roux60@example.org;online;
26-02-2026;9781538745748;1;39,75;camille.michel12@example.org;STORE;RAS
12-12-2025;9788445073834;2;17,64;arthur.leroy76@example.org;boutique;commande spéciale
12-07-2025;9791000000709;2;16,68;louis.michel5@example.org;web;
15-07-2025;9789333394918;1;23,19;ines.michel97@example.org;online;commande spéciale
13-08-2025;9780393966435;2;29,27;nathan.dubois77@example.org;boutique;commande spéciale
21-01-2026;9791000000469;1;12,23;nathan.dubois25@example.org;Magasin;client fidèle
03-01-2026;9789643114190;1;22,94;theo.david14@example.org;boutique;RAS
05-11-2025;9780425104347;1;22,22;camille.simon89@example.org;place de marché;commande spéciale
06-07-2025;9780205060450;1;31,35;jade.fournier83@example.org;en ligne;commande spéciale
16-07-2025;9786051719092;1;5,95;jules.lefebvre68@example.org;boutique;
14-06-2026;9780756992248;1;23,29;manon.leroy26@example.org;site;RAS
22-03-2026;9780606374224;2;20,87;gabriel.fournier43@example.org;STORE;commande spéciale
04-07-2025;9781593976064;1;13,79;emma.lefebvre24@example.org;site;commande spéciale
05-10-2025;9798596021639;2;24,11;hugo.morel85@example.org;online;
09-11-2025;9789507511288;2;7,43;arthur.bertrand67@example.org;en ligne;
15-03-2026;9788374801171;1;13,74;manon.martin71@example.org;en ligne;commande spéciale
27-04-2026;9781502784278;1;39,75;jules.lefebvre81@example.org;MP;
23-12-2025;9781119621508;1;26,62;jules.bernard96@example.org;STORE;commande spéciale
29-05-2026;9780486851921;2;25,99;jade.michel26@example.org;boutique;commande spéciale
04-05-2026;9780708313503;2;36,72;lucas.fournier52@example.org;STORE;commande spéciale
02-07-2025;9798753137173;1;25,64;nathan.morel46@example.org;STORE;
31-07-2025;9780786230358;1;20,89;louis.martin16@example.org;web;commande spéciale
18-05-2026;9781594488849;1;7,81;ines.martin3@example.org;en ligne;
10-08-2025;9781718104273;3;9,46;jules.morel89@example.org;Magasin;
03-09-2025;9780061557064;3;15,15;nathan.morel89@example.org;marketplace;
29-07-2025;9791000000339;3;15,03;theo.bertrand58@example.org;boutique;
31-12-2025;9780143432821;2;21,68;zoe.moreau76@example.org;place de marché;client fidèle
15-09-2025;9780263122169;2;16,16;ines.moreau68@example.org;marketplace;
13-08-2025;9780671868376;1;9,65;chloe.morel66@example.org;boutique;client fidèle
18-11-2025;9781857234701;1;17,07;nathan.leroy44@example.org;boutique;RAS
03-01-2026;9798739955418;1;19,33;lea.simon44@example.org;site;client fidèle
20-03-2026;9783442454181;1;30,27;ines.fournier39@example.org;STORE;
18-02-2026;9781440673641;1;32,79;camille.fournier91@example.org;en ligne;
22-11-2025;9782221125779;2;35,82;ines.bertrand4@example.org;boutique;
25-11-2025;9781335468437;2;5,95;ines.martin57@example.org;online;client fidèle
01-01-2026;9781476873626;2;25,79;chloe.simon43@example.org;magasin;commande spéciale
17-03-2026;9781322110233;2;28,01;zoe.lefebvre43@example.org;en ligne;client fidèle
17-02-2026;9781177541923;1;21,96;lucas.roux24@example.org;STORE;client fidèle
28-06-2026;9798596021639;1;22,71;emma.fournier37@example.org;boutique;commande spéciale
26-02-2026;9780394299877;1;21,97;theo.fournier43@example.org;STORE;RAS
23-11-2025;9789994910458;2;24,65;gabriel.lefebvre34@example.org;magasin;commande spéciale
06-09-2025;9782702400500;1;16,57;gabriel.david63@example.org;magasin;
03-01-2026;9780307291813;1;36,42;louis.morel58@example.org;Magasin;
16-05-2026;9781250095275;2;17,8;nathan.morel20@example.org;boutique;client fidèle
13-06-2026;9780451493835;1;11,49;lea.laurent48@example.org;magasin;
12-10-2025;9788501110008;1;36,59;jules.martin44@example.org;en ligne;commande spéciale
20-12-2025;9789583004506;1;14,76;lucas.roux44@example.org;MP;
04-10-2025;9791000000839;1;39,62;chloe.moreau48@example.org;place de marché;
29-01-2026;9781414340913;1;24,34;lucas.morel1@example.org;STORE;client fidèle
24-04-2026;9780263098839;1;19,28;jules.laurent26@example.org;marketplace;RAS
06-01-2026;9791000000349;1;21,19;ines.morel21@example.org;magasin;client fidèle
23-04-2026;9780449024959;1;12,4;jade.martin79@example.org;web;commande spéciale
08-06-2026;9780063273986;1;23,03;lucas.david87@example.org;site;
18-07-2025;9789684196780;1;31,49;chloe.roux11@example.org;marketplace;
13-10-2025;9781408839966;1;18,87;jules.martin79@example.org;boutique;
30-10-2025;9798417660092;1;24,7;hugo.lefebvre76@example.org;site;commande spéciale
02-07-2025;9783453089228;1;12,86;zoe.leroy22@example.org;magasin;commande spéciale
11-05-2026;9780356502571;1;14,53;zoe.leroy13@example.org;Magasin;RAS
07-02-2026;9781417601356;1;35,72;emma.bertrand2@example.org;web;commande spéciale
24-06-2026;9781101137833;1;11,1;jade.michel38@example.org;Magasin;RAS
28-01-2026;9781597223072;1;5,56;zoe.david72@example.org;boutique;
24-09-2025;9782702411933;1;33,54;gabriel.moreau57@example.org;en ligne;RAS
15-06-2026;9780833589484;1;20,2;theo.laurent79@example.org;boutique;commande spéciale
27-03-2026;9781433231933;1;15,33;manon.michel79@example.org;boutique;RAS
18-04-2026;9780070165694;2;13,33;ines.simon56@example.org;MP;
12-09-2025;9780049140172;1;4,86;emma.david49@example.org;magasin;
16-04-2026;9780224617253;1;31,6;jade.michel54@example.org;site;RAS
01-09-2025;9781593157135;0;10,94;emma.roux19@example.org;marketplace;client fidèle
29-05-2026;9781473888357;3;27,35;manon.michel72@example.org;online;commande spéciale
27-07-2025;9781935682028;1;12,66;manon.martin50@example.org;magasin;client fidèle
28-01-2026;9788481096156;3;29,52;ines.lefebvre65@example.org;boutique;RAS
13-11-2025;9781883217044;1;25,18;ines.david58@example.org;Magasin;commande spéciale
07-06-2026;9791000000409;2;17,66;zoe.leroy50@example.org;site;commande spéciale
28-12-2025;9780590928861;1;30,51;jade.david96@example.org;Magasin;commande spéciale
11-11-2025;9780553418286;1;25,8;chloe.michel29@example.org;web;commande spéciale
05-01-2026;9780300278576;1;38,56;lucas.moreau33@example.org;STORE;RAS
01-08-2025;9780141378893;1;39,22;gabriel.lefebvre33@example.org;Magasin;client fidèle
05-01-2026;9780449908587;1;16,03;lea.roux68@example.org;en ligne;RAS
02-06-2026;9780553902716;2;18,97;nathan.moreau29@example.org;en ligne;RAS
07-04-2026;9781432899011;1;7,6;manon.moreau24@example.org;web;RAS
14-03-2026;9781593976064;3;36,33;gabriel.bertrand27@example.org;web;
09-06-2026;9788416906550;1;6,19;manon.dubois27@example.org;web;
01-07-2025;9781108057875;1;39,25;lea.bertrand63@example.org;magasin;client fidèle
16-09-2025;9780060291693;1;23,22;lucas.lefebvre84@example.org;STORE;RAS
25-01-2026;9780451622891;1;5,24;emma.lefebvre3@example.org;boutique;commande spéciale
14-05-2026;9781886463172;1;8,5;theo.moreau41@example.org;boutique;commande spéciale
04-07-2025;9781177541923;1;30,4;lucas.bernard29@example.org;magasin;
06-07-2025;9781841593326;2;36,26;emma.bernard52@example.org;Magasin;commande spéciale
11-10-2025;9780708313503;1;14,5;zoe.moreau20@example.org;magasin;RAS
12-08-2025;9785763905953;1;14,48;lea.dubois53@example.org;Magasin;RAS
20-01-2026;9781982127794;1;12,35;jade.bernard53@example.org;STORE;commande spéciale
12-07-2025;9780894108815;2;13,37;ines.simon44@example.org;boutique;client fidèle
10-09-2025;9791000000169;1;13,07;arthur.bertrand8@example.org;boutique;commande spéciale
08-12-2025;9781665141253;1;35,98;lucas.bertrand88@example.org;Magasin;RAS
22-07-2025;9780263138382;1;15,8;lea.morel10@example.org;boutique;RAS
25-03-2026;9780263098839;2;20,56;chloe.morel24@example.org;boutique;client fidèle
05-10-2025;9780373107148;2;31,41;hugo.martin81@example.org;STORE;client fidèle
22-11-2025;9781250095275;1;15,82;lea.fournier54@example.org;STORE;commande spéciale
29-07-2025;9791000000189;1;15,01;emma.fournier14@example.org;boutique;
16-11-2025;9798737952464;1;13,88;ines.david88@example.org;STORE;RAS
20-04-2026;9780263790429;1;5,72;lea.fournier84@example.org;site;client fidèle
04-12-2025;9781481413770;1;32,08;nathan.martin78@example.org;boutique;
17-01-2026;9786070793677;1;13,27;gabriel.moreau98@example.org;boutique;commande spéciale
04-03-2026;9780521205542;2;29,28;chloe.lefebvre90@example.org;magasin;client fidèle
03-04-2026;9791000000239;1;18,86;manon.moreau58@example.org;Magasin;RAS
28-05-2026;9781857987386;1;20,87;manon.lefebvre8@example.org;magasin;client fidèle
22-12-2025;9798791612762;2;26,53;hugo.fournier28@example.org;online;RAS
25-05-2026;9780749459116;2;17,74;nathan.lefebvre49@example.org;Magasin;RAS
29-12-2025;9789144023649;1;38,2;hugo.bertrand73@example.org;boutique;
25-06-2026;9780375507250;0;28,77;lucas.fournier76@example.org;magasin;
07-05-2026;9781419772955;1;13,26;lea.lefebvre76@example.org;web;RAS
09-01-2026;9780140449532;1;5,49;manon.bertrand39@example.org;marketplace;
26-06-2026;9781679583353;2;14,98;lucas.fournier20@example.org;STORE;commande spéciale
05-01-2026;9781512486162;1;22,11;jade.fournier48@example.org;magasin;commande spéciale
17-01-2026;9780134101477;2;21,1;ines.michel19@example.org;boutique;
24-04-2026;9781593157135;2;19,04;emma.fournier81@example.org;Magasin;client fidèle
03-08-2025;9783849536206;1;22,64;camille.bertrand16@example.org;site;RAS
21-10-2025;9780809533756;2;25,3;lea.roux36@example.org;place de marché;client fidèle
11-04-2026;9780141309750;1;6,23;chloe.dubois64@example.org;Magasin;
28-03-2026;9784871877664;1;34,38;zoe.lefebvre63@example.org;online;RAS
13-08-2025;9780765316974;1;20,93;jade.leroy17@example.org;site;commande spéciale
19-12-2025;9780451118103;1;31,86;jade.laurent56@example.org;magasin;
16-02-2026;9781538745748;1;38,55;lucas.michel90@example.org;place de marché;commande spéciale
30-04-2026;9785171001605;1;5,81;nathan.moreau48@example.org;online;commande spéciale
18-04-2026;9791000000589;2;20,77;theo.bertrand68@example.org;boutique;client fidèle
25-07-2025;9781280839290;1;19,52;manon.morel93@example.org;Magasin;
05-10-2025;9798716103634;1;24,01;nathan.lefebvre94@example.org;online;commande spéciale
16-02-2026;9791000000689;0;22,17;hugo.simon79@example.org;STORE;commande spéciale
05-12-2025;9780416027020;1;17,7;arthur.morel16@example.org;web;client fidèle
19-07-2025;9780373024209;1;11,59;jade.laurent55@example.org;magasin;RAS
09-03-2026;9780263096347;1;24,63;chloe.moreau48@example.org;boutique;commande spéciale
17-10-2025;9781177541923;1;31,57;arthur.leroy28@example.org;site;
18-01-2026;9788447333165;1;32,74;arthur.simon30@example.org;boutique;RAS
17-12-2025;9788191032406;1;10,58;emma.roux87@example.org;STORE;commande spéciale
09-03-2026;978083177404X;1;8,89;louis.leroy21@example.org;online;client fidèle
06-06-2026;9780593642009;1;30,91;nathan.lefebvre30@example.org;boutique;RAS
09-09-2025;9781976016301;1;20,09;zoe.leroy56@example.org;en ligne;
05-07-2025;9781409413615;1;27,55;zoe.simon98@example.org;place de marché;commande spéciale
09-12-2025;9780449235997;3;29,02;arthur.bertrand62@example.org;site;RAS
13-10-2025;9789388144346;3;28,19;chloe.laurent83@example.org;STORE;RAS
04-11-2025;9788422686569;3;7,21;ines.lefebvre46@example.org;magasin;client fidèle
11-09-2025;9791000000239;3;10,09;manon.leroy5@example.org;web;RAS
25-06-2026;9780393925340;1;27,29;gabriel.dubois79@example.org;STORE;RAS
22-04-2026;9780804168441;1;17,87;zoe.martin67@example.org;STORE;client fidèle
21-01-2026;9781559348263;2;12,57;manon.laurent14@example.org;magasin;
04-08-2025;9782266208178;1;34,88;arthur.laurent80@example.org;web;
26-04-2026;9780862201234;1;38,4;nathan.fournier68@example.org;magasin;RAS
24-05-2026;9780525572923;1;36,14;nathan.moreau20@example.org;boutique;
12-12-2025;9780805035650;1;32,7;lea.bernard12@example.org;STORE;commande spéciale
20-07-2025;9780393925340;1;20,72;jade.martin83@example.org;site;RAS
27-01-2026;979821701436X;2;35,61;louis.michel24@example.org;en ligne;RAS
19-12-2025;9791000000329;1;19,23;louis.martin23@example.org;site;
22-12-2025;9780224018616;1;18,28;louis.dubois85@example.org;web;client fidèle
03-07-2025;9780205060450;2;7,45;zoe.moreau86@example.org;STORE;commande spéciale
14-01-2026;9798532977518;3;37,01;ines.fournier34@example.org;Magasin;
04-06-2026;9781735056692;1;32,68;hugo.roux68@example.org;site;
22-04-2026;9781932796575;1;18,35;ines.dubois10@example.org;STORE;
13-08-2025;9780216897984;1;36,81;louis.laurent82@example.org;site;client fidèle
21-01-2026;9780141309750;1;5,97;ines.michel33@example.org;magasin;RAS
19-12-2025;9780571226856;1;12,23;chloe.michel51@example.org;STORE;commande spéciale
07-07-2025;9780061244650;1;39,21;lea.simon56@example.org;en ligne;
10-02-2026;9798739955418;1;28,11;arthur.leroy22@example.org;magasin;RAS
29-09-2025;9798669140557;2;25,48;louis.bernard75@example.org;site;
22-08-2025;9780679803072;1;24,69;manon.leroy15@example.org;en ligne;commande spéciale
04-07-2025;9781433207938;1;33,37;lucas.bertrand91@example.org;Magasin;RAS
24-04-2026;9788448034580;1;14,57;louis.michel42@example.org;marketplace;client fidèle
31-08-2025;9788374801171;1;29,66;nathan.lefebvre39@example.org;magasin;RAS
14-05-2026;9791000000259;1;15,22;theo.michel80@example.org;Magasin;
16-05-2026;9781436223881;1;28,96;emma.lefebvre24@example.org;magasin;commande spéciale
14-01-2026;9780451168283;2;16,07;nathan.michel40@example.org;STORE;
22-04-2026;9783442454181;0;38,72;chloe.morel20@example.org;site;commande spéciale
14-07-2025;9791000000149;1;11,25;ines.dubois28@example.org;magasin;RAS
31-03-2026;9780072957549;1;38,65;theo.dubois70@example.org;STORE;
07-07-2025;9789000338658;1;35,7;manon.michel23@example.org;MP;RAS
11-08-2025;9789578278035;1;32,12;camille.dubois41@example.org;boutique;client fidèle
07-11-2025;9780263762495;1;19,51;jules.fournier58@example.org;MP;commande spéciale
07-12-2025;9781547277322;1;37,02;chloe.david82@example.org;Magasin;RAS
04-02-2026;9780521205542;1;21,13;jules.leroy90@example.org;online;commande spéciale
07-09-2025;9788476603819;1;27,52;louis.morel38@example.org;magasin;RAS
20-10-2025;978030747249X;1;32,51;lea.martin89@example.org;Magasin;commande spéciale
13-09-2025;9788418550928;2;32,97;emma.simon36@example.org;marketplace;RAS
26-11-2025;9791000000079;1;30,87;chloe.roux23@example.org;Magasin;RAS
08-02-2026;9780984358137;2;31,17;hugo.roux71@example.org;MP;client fidèle
21-10-2025;9780393963298;1;32,99;louis.morel66@example.org;web;
28-05-2026;978147893377X;3;26,68;zoe.leroy84@example.org;MP;commande spéciale
02-03-2026;9791000000069;0;37,02;manon.dubois84@example.org;boutique;
19-02-2026;9781547277322;1;7,3;lucas.roux31@example.org;magasin;RAS
04-02-2026;9781691553822;1;11,12;lea.david25@example.org;en ligne;
28-06-2026;9781512486162;2;16,75;arthur.fournier84@example.org;magasin;RAS
08-01-2026;9780072466652;2;24,03;theo.roux37@example.org;Magasin;commande spéciale
25-12-2025;9780449024959;1;19,23;gabriel.dubois99@example.org;magasin;client fidèle
06-07-2025;9781595583260;1;24,99;lea.roux33@example.org;STORE;
20-11-2025;9780061895968;1;36,37;ines.simon13@example.org;web;client fidèle
05-10-2025;9798417660092;1;16,09;lea.simon38@example.org;site;client fidèle
15-10-2025;9788432217456;1;8,38;nathan.martin77@example.org;Magasin;
23-12-2025;9789020554113;1;39,1;gabriel.moreau52@example.org;STORE;commande spéciale
06-07-2025;9791000000679;2;30,48;manon.bernard63@example.org;web;RAS
11-09-2025;9780593109069;1;9,25;arthur.fournier65@example.org;Magasin;commande spéciale
21-07-2025;9780224018616;1;38,34;louis.moreau82@example.org;site;commande spéciale
11-08-2025;9780425029459;1;32,55;hugo.simon40@example.org;Magasin;
11-12-2025;9781417727582;1;33,57;lea.dubois57@example.org;en ligne;commande spéciale
02-02-2026;9798753137173;2;22,13;chloe.bernard12@example.org;MP;RAS
14-10-2025;9788828350453;0;8,22;camille.leroy65@example.org;online;client fidèle
01-11-2025;9780345313904;2;30,41;ines.morel75@example.org;STORE;commande spéciale
14-07-2025;9780471119463;1;37,34;nathan.leroy3@example.org;web;commande spéciale
30-11-2025;9789994910458;3;29,82;jules.martin17@example.org;site;commande spéciale
03-12-2025;9781408999011;2;5,34;lea.lefebvre6@example.org;boutique;commande spéciale
02-02-2026;9781591846918;1;23,98;zoe.david81@example.org;boutique;commande spéciale
02-08-2025;9780321793102;1;24,82;camille.moreau86@example.org;boutique;
21-11-2025;9780263757538;1;28,02;manon.moreau93@example.org;marketplace;commande spéciale
05-09-2025;9798454025748;1;17,29;jules.morel3@example.org;STORE;client fidèle
01-07-2025;9781442421844;1;14,85;chloe.bernard31@example.org;en ligne;client fidèle
19-02-2026;9798627159133;1;6,18;arthur.morel19@example.org;boutique;RAS
02-05-2026;9791000000859;1;31,23;zoe.dubois85@example.org;site;RAS
09-08-2025;9781534431010;1;31,56;arthur.bertrand71@example.org;Magasin;client fidèle
01-03-2026;9781119675655;1;17,64;lea.moreau65@example.org;Magasin;commande spéciale
09-08-2025;9783442424504;2;25,97;lea.leroy74@example.org;boutique;client fidèle
26-05-2026;9780393966435;2;5,98;arthur.moreau5@example.org;en ligne;
27-04-2026;9780671692650;1;30,67;gabriel.leroy11@example.org;Magasin;client fidèle
23-10-2025;9781436253796;1;24,17;camille.lefebvre75@example.org;online;client fidèle
12-06-2026;9780434007493;1;26,93;nathan.simon63@example.org;en ligne;commande spéciale
14-05-2026;9781605090962;3;8,25;ines.moreau85@example.org;Magasin;RAS
17-07-2025;9780451622891;3;33,78;chloe.morel31@example.org;web;
11-06-2026;9798846711082;1;5,6;gabriel.moreau67@example.org;STORE;client fidèle
19-02-2026;9780754000471;1;6,43;zoe.david10@example.org;en ligne;client fidèle
13-04-2026;9780263121407;1;6,45;lucas.simon88@example.org;STORE;client fidèle
21-10-2025;9780590113076;1;14,5;jules.lefebvre98@example.org;online;
23-06-2026;9791000000929;1;23,11;louis.david92@example.org;boutique;RAS
24-08-2025;9780061741005;3;30,71;zoe.morel18@example.org;place de marché;RAS
19-11-2025;9780553902716;2;26,4;arthur.morel9@example.org;site;
29-11-2025;9781713532125;1;20,2;arthur.leroy89@example.org;site;commande spéciale
21-11-2025;9798739934543;3;5,31;theo.leroy55@example.org;online;client fidèle
25-03-2026;9780894108815;1;14,18;gabriel.dubois99@example.org;STORE;
12-03-2026;9780833566980;1;24,43;gabriel.lefebvre11@example.org;magasin;commande spéciale
30-08-2025;9788422686569;1;32,06;hugo.moreau21@example.org;en ligne;
25-07-2025;9780833589484;1;14,9;camille.lefebvre32@example.org;boutique;
09-01-2026;9788432217456;1;23,27;arthur.david33@example.org;magasin;commande spéciale
24-05-2026;9780736423298;1;32,75;hugo.leroy13@example.org;online;
01-05-2026;9780267171989;2;37,55;emma.laurent52@example.org;boutique;client fidèle
12-07-2025;9798377220947;2;8,79;chloe.martin12@example.org;Magasin;client fidèle
25-11-2025;9798753137173;1;7,46;manon.simon89@example.org;online;client fidèle
19-08-2025;9780345337757;2;10,38;lucas.roux11@example.org;online;RAS
03-11-2025;9780263122169;1;31,37;manon.moreau94@example.org;boutique;client fidèle
12-01-2026;9780739371077;1;14,98;ines.moreau49@example.org;boutique;client fidèle
29-05-2026;9780606283892;1;8,87;ines.laurent14@example.org;magasin;commande spéciale
14-07-2025;9781521105948;1;17,92;arthur.bernard32@example.org;Magasin;
13-10-2025;9781451686296;2;17,26;emma.dubois10@example.org;en ligne;client fidèle
28-05-2026;9788501117687;1;37,33;hugo.bertrand97@example.org;STORE;RAS
13-04-2026;9780062225719;1;15,69;gabriel.bernard16@example.org;online;RAS
16-06-2026;9789868856097;1;26,49;theo.laurent95@example.org;boutique;
25-06-2026;9780385094436;1;34,63;ines.simon27@example.org;Magasin;
10-12-2025;9780671868376;3;18,71;emma.bertrand83@example.org;en ligne;RAS
24-08-2025;9780571226856;2;25,05;theo.martin24@example.org;boutique;RAS
25-12-2025;9780393963298;1;12,64;lucas.leroy8@example.org;boutique;commande spéciale
18-05-2026;9781629376363;2;10,57;camille.simon4@example.org;MP;RAS
12-03-2026;9781417999729;1;7,62;zoe.morel28@example.org;STORE;
28-11-2025;9791000000359;1;10,9;arthur.lefebvre63@example.org;Magasin;commande spéciale
18-11-2025;9780393966848;1;32,62;hugo.martin40@example.org;Magasin;RAS
28-07-2025;9780007493579;1;18,18;emma.michel39@example.org;Magasin;RAS
09-06-2026;9780451168283;1;17,42;chloe.lefebvre60@example.org;boutique;commande spéciale
14-04-2026;9788535931327;3;35,13;jade.martin75@example.org;site;client fidèle
12-07-2025;9791000000089;2;5,36;louis.fournier47@example.org;STORE;RAS
29-12-2025;9780807275122;1;19,9;lea.morel56@example.org;site;client fidèle
11-05-2026;9781539145943;0;12,38;manon.lefebvre4@example.org;Magasin;commande spéciale
20-01-2026;9791000000779;1;28,16;nathan.bertrand62@example.org;STORE;commande spéciale
17-06-2026;9780141378480;2;12,2;lucas.martin84@example.org;boutique;commande spéciale
20-06-2026;9781613822494;1;13,23;manon.laurent20@example.org;online;RAS
31-12-2025;9781338611991;1;13,1;lea.morel64@example.org;STORE;client fidèle
12-11-2025;9780517082461;3;15,34;lucas.bertrand80@example.org;STORE;
17-03-2026;9781984842305;1;20,38;chloe.bertrand14@example.org;online;
25-11-2025;9780061351426;2;27,82;emma.lefebvre94@example.org;site;client fidèle
06-09-2025;9780671255961;1;28,67;camille.dubois28@example.org;boutique;RAS
06-06-2026;9791000000389;1;18,22;zoe.michel35@example.org;magasin;RAS
19-11-2025;9780434007493;1;37,17;ines.david47@example.org;site;RAS
09-04-2026;9781481428149;1;7,31;nathan.martin45@example.org;magasin;RAS
28-06-2026;9780062839701;2;23,33;louis.martin62@example.org;place de marché;client fidèle
22-05-2026;9783423262644;1;10,51;emma.lefebvre54@example.org;Magasin;
17-11-2025;9781775415190;1;11,94;manon.moreau97@example.org;boutique;RAS
19-02-2026;9781547236091;2;9,22;zoe.leroy28@example.org;online;RAS
23-04-2026;9780718188740;1;38,43;nathan.martin2@example.org;web;commande spéciale
08-03-2026;9780425029459;2;6,9;chloe.david81@example.org;STORE;commande spéciale
22-06-2026;9780060934514;1;35,55;jade.morel44@example.org;marketplace;client fidèle
04-08-2025;9783453186880;3;21,36;nathan.martin46@example.org;web;commande spéciale
17-04-2026;9780896216921;1;24,19;hugo.martin86@example.org;STORE;RAS
15-05-2026;9780061652264;2;21,03;hugo.bernard17@example.org;Magasin;
18-11-2025;9791000000659;1;15,52;ines.martin99@example.org;marketplace;commande spéciale
18-02-2026;9782018055524;3;17,71;camille.leroy20@example.org;online;commande spéciale
10-07-2025;9783552044319;1;21,21;louis.martin72@example.org;Magasin;
19-09-2025;9791000000689;2;22,99;manon.simon24@example.org;boutique;RAS
26-05-2026;9780786936137;1;19,14;jules.dubois31@example.org;boutique;commande spéciale
15-12-2025;9798986868035;1;32,1;zoe.simon15@example.org;Magasin;RAS
14-05-2026;9780241968154;1;11,46;jules.morel56@example.org;magasin;
22-11-2025;9791000000639;1;16,4;louis.morel94@example.org;en ligne;client fidèle
22-10-2025;9791000000579;1;20,21;gabriel.lefebvre84@example.org;STORE;commande spéciale
06-03-2026;9780131105409;1;23,66;camille.roux44@example.org;magasin;
23-07-2025;9780550200686;1;36,67;louis.moreau51@example.org;Magasin;
12-06-2026;978006024803X;1;10,8;gabriel.simon14@example.org;site;commande spéciale
19-06-2026;9781955876162;1;32,58;hugo.david71@example.org;STORE;commande spéciale
13-12-2025;9791000000379;1;38,29;manon.michel19@example.org;site;RAS
14-01-2026;9781250790514;1;37,39;chloe.fournier74@example.org;STORE;
10-01-2026;9780060829575;1;5,69;gabriel.roux66@example.org;STORE;RAS
14-02-2026;9780263122169;1;38,4;lea.martin51@example.org;Magasin;client fidèle
16-09-2025;9781886463172;1;7,74;zoe.roux31@example.org;Magasin;RAS
10-12-2025;9780416027020;1;6,35;louis.laurent74@example.org;boutique;commande spéciale
26-08-2025;9780718033323;2;17,12;emma.laurent32@example.org;online;commande spéciale
16-11-2025;9781306337564;1;5,89;chloe.michel45@example.org;magasin;RAS
14-02-2026;9781850180005;1;25,03;gabriel.bertrand76@example.org;web;RAS
21-10-2025;9785389061606;3;30,17;arthur.moreau44@example.org;online;RAS
