date_vente,isbn,quantite,prix_unitaire,email_client,canal
27 février 2026,9788074770814,1,28.6,louis.fournier31@example.org,Magasin
12 février 2026,9780802142641,2,12.11,hugo.leroy6@example.org,site
8 août 2025,9781417661589,0,11.32,lea.moreau45@example.org,Magasin
9 février 2026,9781424231355,1,19.16,lea.bernard95@example.org,en ligne
26 septembre 2025,9780263790429,1,13.54,arthur.morel97@example.org,boutique
7 décembre 2025,9780800854539,1,38.63,lucas.morel54@example.org,en ligne
8 octobre 2025,9781448105618,1,32.06,ines.roux23@example.org,Magasin
28 février 2026,9781491514931,2,4.99,manon.moreau71@example.org,boutique
30 novembre 2025,9789994910458,1,21.28,nathan.michel48@example.org,Magasin
29 mars 2026,9791000000939,1,28.49,manon.bernard66@example.org,magasin
9 juin 2026,9780788729386,1,38.06,louis.leroy68@example.org,web
25 février 2026,9781591847816,1,17.86,zoe.moreau98@example.org,Magasin
10 août 2025,9780060826086,1,28.91,lea.moreau58@example.org,web
28 avril 2026,9798669140557,1,30.85,camille.laurent44@example.org,site
2 juillet 2025,9780736423298,2,23.07,hugo.laurent73@example.org,site
22 janvier 2026,979821701436X,1,13.53,louis.bertrand62@example.org,web
25 janvier 2026,9780393963298,2,11.7,hugo.bertrand61@example.org,boutique
21 septembre 2025,9780749391843,1,29.12,nathan.leroy10@example.org,en ligne
15 octobre 2025,9780358023951,1,17.42,hugo.martin23@example.org,magasin
7 mars 2026,9781591846918,1,27.57,hugo.leroy40@example.org,magasin
28 février 2026,9783458080664,1,18.79,emma.leroy64@example.org,MP
8 juillet 2025,9781440758089,1,36.83,manon.leroy66@example.org,magasin
21 juin 2026,9780380813018,1,7.62,arthur.leroy10@example.org,boutique
8 juin 2026,9781958943052,1,26.93,ines.david73@example.org,boutique
30 juillet 2025,9781613822494,1,10.0,louis.morel58@example.org,place de marché
19 août 2025,9780793546534,1,16.83,ines.moreau54@example.org,place de marché
15 septembre 2025,9780263771213,3,31.98,jules.lefebvre22@example.org,STORE
29 janvier 2026,9780313207693,2,7.53,gabriel.morel87@example.org,web
27 juillet 2025,9785171001605,1,22.14,camille.bernard87@example.org,STORE
20 juillet 2025,9781574535587,1,39.32,emma.leroy1@example.org,STORE
23 août 2025,9791000000099,2,5.82,chloe.morel54@example.org,boutique
14 février 2026,9781597223072,1,18.76,chloe.fournier58@example.org,Magasin
3 mars 2026,9791000000509,1,32.86,zoe.lefebvre53@example.org,site
5 octobre 2025,9780142427835,2,28.81,lea.bertrand31@example.org,online
25 avril 2026,9781250275042,1,31.85,theo.bernard90@example.org,Magasin
6 novembre 2025,9780613135818,1,35.92,jade.bertrand32@example.org,boutique
7 janvier 2026,978038049668X,2,36.58,manon.simon29@example.org,STORE
4 mars 2026,9780511783289,1,23.07,emma.bertrand79@example.org,STORE
16 mars 2026,9780373833740,1,23.46,chloe.lefebvre38@example.org,MP
16 avril 2026,9791000000279,1,31.35,jade.martin37@example.org,boutique
14 décembre 2025,978031212598X,1,33.97,jade.lefebvre82@example.org,magasin
3 mars 2026,9781595583260,1,26.37,lea.michel98@example.org,magasin
28 octobre 2025,9788447368990,2,11.87,louis.roux38@example.org,site
18 mars 2026,9780307568083,2,5.6,chloe.lefebvre33@example.org,magasin
9 février 2026,9780142427835,2,23.93,camille.leroy94@example.org,online
31 août 2025,9780373114306,1,32.0,nathan.roux76@example.org,Magasin
2 juillet 2025,9781737507710,1,30.18,chloe.roux27@example.org,place de marché
4 septembre 2025,9781910695821,1,10.39,arthur.morel47@example.org,STORE
22 juillet 2025,9781442421844,2,18.79,zoe.simon47@example.org,STORE
24 mars 2026,9781798850466,1,9.76,lea.martin88@example.org,Magasin
2 juillet 2025,9780816137152,1,6.6,ines.simon62@example.org,web
17 mai 2026,9780898451429,3,14.55,jules.roux52@example.org,magasin
6 février 2026,9791000000529,1,8.62,lea.david44@example.org,web
11 février 2026,9781798850466,1,32.98,louis.laurent38@example.org,place de marché
4 mai 2026,9780030314810,2,7.74,lea.laurent28@example.org,boutique
15 janvier 2026,9781737507710,1,20.48,zoe.simon47@example.org,en ligne
9 juillet 2025,9781732172234,1,14.0,louis.michel3@example.org,STORE
26 mars 2026,9783608938296,1,26.79,gabriel.roux52@example.org,Magasin
6 avril 2026,9780843934632,2,37.68,nathan.leroy60@example.org,en ligne
19 juillet 2025,9780142423295,1,27.14,chloe.michel29@example.org,STORE
11 novembre 2025,9781629376363,1,32.89,jade.bernard73@example.org,boutique
10 mai 2026,9780373110926,2,10.1,chloe.martin77@example.org,en ligne
5 août 2025,9780545926751,1,32.5,manon.fournier92@example.org,STORE
11 février 2026,9780007527564,1,5.58,jules.lefebvre24@example.org,STORE
12 avril 2026,9780945353874,1,13.33,jade.david27@example.org,Magasin
27 mars 2026,979100000100X,1,29.2,lucas.bernard7@example.org,STORE
21 janvier 2026,9781446456309,1,38.29,arthur.roux47@example.org,boutique
6 septembre 2025,9780263122169,2,18.06,chloe.lefebvre11@example.org,online
16 décembre 2025,9781653656752,1,39.26,emma.martin78@example.org,STORE
9 juin 2026,9784871877664,3,23.55,manon.laurent27@example.org,boutique
28 avril 2026,9788445073834,1,14.37,nathan.moreau87@example.org,Magasin
16 novembre 2025,9781432622459,1,19.6,jade.roux2@example.org,Magasin
27 octobre 2025,9780862416041,3,39.44,theo.bernard70@example.org,boutique
20 juillet 2025,9780769206684,2,26.56,jules.david37@example.org,STORE
20 novembre 2025,9783442353927,1,20.53,lucas.laurent35@example.org,STORE
3 mars 2026,9781015420908,1,6.66,ines.laurent59@example.org,web
19 novembre 2025,9791000000289,1,15.74,lea.fournier79@example.org,boutique
7 novembre 2025,9781466864580,2,12.97,louis.leroy4@example.org,web
25 mars 2026,9791000000749,1,28.9,camille.leroy84@example.org,STORE
3 mars 2026,9780821778555,1,29.97,lucas.martin14@example.org,boutique
10 juin 2026,9786055943370,1,32.91,louis.simon51@example.org,Magasin
2 mars 2026,9781572707313,2,31.87,jade.fournier32@example.org,site
3 mars 2026,9781377100975,1,22.86,louis.michel53@example.org,online
28 mars 2026,9789812340931,1,36.43,hugo.morel72@example.org,online
31 mars 2026,9780143469131,1,37.72,emma.bertrand53@example.org,boutique
11 mai 2026,9780517202753,1,5.46,manon.michel51@example.org,STORE
19 novembre 2025,9781250030962,1,5.57,ines.moreau51@example.org,en ligne
5 novembre 2025,9780193151468,1,24.44,ines.laurent14@example.org,boutique
24 février 2026,9780071614146,1,36.54,jules.fournier10@example.org,boutique
12 mai 2026,9781535540124,2,36.99,louis.leroy2@example.org,site
28 avril 2026,9789132428876,2,17.08,jade.simon4@example.org,en ligne
21 janvier 2026,9780061556746,1,19.32,jules.martin11@example.org,web
5 octobre 2025,9780263130249,2,15.69,theo.martin35@example.org,site
23 mai 2026,9780449024959,1,28.91,emma.lefebvre55@example.org,place de marché
17 août 2025,9780141038148,2,21.51,chloe.morel31@example.org,boutique
16 décembre 2025,9780809533756,3,26.29,emma.martin12@example.org,STORE
12 décembre 2025,9798642299869,1,17.89,gabriel.fournier92@example.org,boutique
3 janvier 2026,9781451686296,2,14.46,camille.moreau10@example.org,en ligne
30 mai 2026,9791000000629,2,21.73,hugo.david24@example.org,Magasin
10 septembre 2025,9780879015497,1,39.87,lucas.bertrand47@example.org,STORE
2 août 2025,9791020924636,2,32.83,hugo.morel98@example.org,STORE
27 janvier 2026,9781963349023,1,19.92,theo.david7@example.org,site
20 mars 2026,9780810997516,1,39.39,nathan.laurent87@example.org,web
17 octobre 2025,9788324592265,2,27.18,louis.simon81@example.org,online
30 mars 2026,9785389061606,2,33.04,camille.lefebvre89@example.org,magasin
5 novembre 2025,9783596035694,3,22.44,zoe.morel43@example.org,site
9 novembre 2025,9786070793677,1,28.31,lea.leroy95@example.org,STORE
23 juin 2026,9781400142866,1,38.79,manon.martin98@example.org,STORE
9 décembre 2025,9781419772955,1,29.72,lea.dubois8@example.org,online
4 juin 2026,9781177541923,1,8.35,lucas.morel76@example.org,online
11 février 2026,9781338611991,1,32.49,hugo.bernard41@example.org,STORE
25 octobre 2025,9791000000919,2,32.2,manon.fournier98@example.org,boutique
18 juin 2026,9789794130834,1,5.1,louis.morel94@example.org,boutique
29 décembre 2025,9791000000589,3,38.34,arthur.moreau2@example.org,STORE
24 avril 2026,9780471119463,2,12.99,manon.david94@example.org,web
15 mai 2026,9780263762495,2,9.53,ines.david47@example.org,place de marché
25 décembre 2025,9791000000639,3,39.64,emma.leroy39@example.org,Magasin
24 décembre 2025,9783455302790,3,23.84,hugo.fournier30@example.org,boutique
26 novembre 2025,9781593974336,1,24.97,lucas.bernard70@example.org,en ligne
7 avril 2026,9781306337564,1,11.11,camille.david73@example.org,en ligne
18 mars 2026,9780263771213,1,22.85,camille.david10@example.org,Magasin
20 mai 2026,9780747557777,1,31.65,theo.michel97@example.org,site
27 novembre 2025,9780356521640,2,10.07,ines.david96@example.org,online
2 juillet 2025,9791000000189,1,10.04,nathan.leroy82@example.org,online
17 février 2026,9780708313503,1,32.63,jules.david17@example.org,magasin
5 juin 2026,9791000000309,1,13.42,jules.lefebvre37@example.org,boutique
20 mai 2026,9788445007037,2,37.05,manon.lefebvre64@example.org,boutique
22 juillet 2025,9783464107676,1,32.62,manon.martin88@example.org,online
21 août 2025,9780142413401,1,36.68,camille.bernard9@example.org,boutique
9 octobre 2025,9780061734526,1,36.71,lea.bertrand51@example.org,STORE
7 février 2026,9782021011968,3,31.99,jade.michel85@example.org,MP
3 août 2025,9780263751635,1,24.79,lucas.dubois57@example.org,STORE
8 septembre 2025,9780373706099,2,23.75,nathan.david98@example.org,boutique
3 juillet 2025,9781408999011,2,7.33,hugo.dubois12@example.org,STORE
18 avril 2026,9791000000599,1,34.2,arthur.laurent9@example.org,Magasin
30 juin 2026,9780307741172,1,38.11,jade.martin38@example.org,web
5 juin 2026,9783898535526,1,21.87,chloe.dubois39@example.org,Magasin
7 novembre 2025,9781436253796,1,5.85,jules.morel51@example.org,site
26 mai 2026,9780140281118,1,20.54,louis.bernard33@example.org,magasin
21 juillet 2025,9780061550676,1,33.04,camille.leroy85@example.org,STORE
30 mars 2026,9780349440187,1,8.21,nathan.lefebvre8@example.org,STORE
16 novembre 2025,9780963270702,1,28.5,ines.leroy81@example.org,en ligne
3 janvier 2026,9780060513061,1,35.88,hugo.michel81@example.org,Magasin
11 décembre 2025,9782843623103,1,30.27,manon.morel63@example.org,site
11 juillet 2025,9785171001605,1,26.38,chloe.bertrand62@example.org,en ligne
22 janvier 2026,9780786215133,1,31.79,camille.laurent41@example.org,boutique
17 octobre 2025,9780263790429,1,33.45,louis.martin60@example.org,magasin
17 septembre 2025,978006024803X,3,21.09,ines.laurent58@example.org,STORE
28 juin 2026,9780736423298,1,32.99,lea.michel27@example.org,boutique
23 août 2025,9780156724005,2,9.49,chloe.martin25@example.org,STORE
15 août 2025,9788427298293,2,10.7,jade.moreau88@example.org,boutique
5 avril 2026,9780072957549,3,32.21,manon.leroy82@example.org,site
19 juin 2026,9780736614818,2,35.67,lea.bernard22@example.org,STORE
2 décembre 2025,9781305639614,2,12.7,jade.simon88@example.org,Magasin
3 septembre 2025,9781101137833,1,20.26,jade.leroy14@example.org,marketplace
18 août 2025,9791000000899,0,27.85,zoe.michel55@example.org,boutique
4 septembre 2025,9780385094436,1,37.5,arthur.moreau84@example.org,MP
7 juillet 2025,9780263853087,2,37.63,gabriel.leroy83@example.org,Magasin
5 décembre 2025,9780028729206,1,35.88,lucas.fournier78@example.org,STORE
18 avril 2026,9780136054054,1,21.02,louis.simon23@example.org,STORE
11 janvier 2026,9780307284174,1,24.67,arthur.bertrand62@example.org,boutique
20 avril 2026,9781850180005,1,26.68,jade.martin29@example.org,web
30 mai 2026,9781535540124,1,30.68,camille.bernard34@example.org,place de marché
11 mai 2026,9781594634956,2,38.71,zoe.morel83@example.org,site
19 août 2025,9780008653149,1,17.95,hugo.dubois29@example.org,magasin
7 mars 2026,9791000000349,1,16.42,gabriel.bernard90@example.org,site
25 mai 2026,9781594488849,3,16.7,hugo.moreau65@example.org,STORE
3 septembre 2025,9791000000489,2,28.69,camille.michel24@example.org,magasin
22 juin 2026,9780358067801,1,6.4,chloe.martin74@example.org,magasin
12 août 2025,9780553418286,1,13.81,chloe.laurent73@example.org,boutique
12 décembre 2025,9781101138052,1,29.01,arthur.lefebvre79@example.org,boutique
13 septembre 2025,9788381352079,3,13.72,gabriel.lefebvre50@example.org,boutique
1 avril 2026,9780143566526,2,13.05,gabriel.laurent64@example.org,STORE
24 mai 2026,9780061762604,1,23.2,theo.leroy62@example.org,magasin
23 mai 2026,9798628440865,1,16.38,gabriel.david22@example.org,site
26 décembre 2025,9780062225719,1,9.96,emma.lefebvre62@example.org,boutique
4 octobre 2025,9780590928861,1,9.12,zoe.michel52@example.org,boutique
9 novembre 2025,9788439707929,1,20.16,manon.laurent60@example.org,Magasin
2 octobre 2025,9780671255961,2,15.24,jade.leroy43@example.org,magasin
30 septembre 2025,9780141309750,1,7.05,nathan.moreau48@example.org,boutique
30 novembre 2025,9783502551638,1,20.58,ines.martin81@example.org,site
11 février 2026,9780743486286,1,29.61,jules.lefebvre54@example.org,Magasin
21 février 2026,9781471198144,1,12.49,hugo.bernard23@example.org,Magasin
11 mars 2026,9780671868376,2,11.46,theo.leroy23@example.org,boutique
2 janvier 2026,9780060291693,1,38.25,nathan.michel2@example.org,place de marché
3 janvier 2026,9783453161818,1,8.32,gabriel.bertrand46@example.org,STORE
12 novembre 2025,9780313207693,1,31.6,nathan.martin84@example.org,magasin
22 février 2026,9788501117687,1,27.19,lea.david22@example.org,boutique
8 décembre 2025,9781092148580,1,24.33,camille.david13@example.org,marketplace
7 août 2025,9781725530911,2,39.18,nathan.simon50@example.org,STORE
5 mai 2026,978031212598X,2,7.9,zoe.laurent35@example.org,Magasin
7 novembre 2025,9781532913686,3,4.57,chloe.martin97@example.org,boutique
22 mai 2026,9780099439752,2,13.75,nathan.roux80@example.org,Magasin
29 novembre 2025,9780263053043,1,24.5,zoe.michel33@example.org,STORE
29 janvier 2026,9781521105948,1,20.52,emma.leroy2@example.org,boutique
14 janvier 2026,9781432899011,1,39.57,jules.martin71@example.org,magasin
5 avril 2026,9781439116050,1,8.75,camille.martin90@example.org,boutique
18 décembre 2025,9791000000529,1,23.55,jade.fournier68@example.org,Magasin
1 juin 2026,9785557099196,1,6.31,chloe.martin59@example.org,site
4 avril 2026,9781591846918,2,19.51,louis.dubois27@example.org,Magasin
28 mai 2026,9798627347820,1,17.47,lea.simon90@example.org,magasin
14 avril 2026,9780833566980,1,34.18,emma.lefebvre94@example.org,marketplace
24 septembre 2025,9780373114108,2,25.54,emma.david72@example.org,online
2 avril 2026,9781419772955,2,15.34,louis.bertrand50@example.org,boutique
23 mai 2026,9780307568083,1,27.33,manon.roux42@example.org,STORE
28 juillet 2025,9785763905953,1,31.89,hugo.moreau47@example.org,en ligne
16 mars 2026,9781723208614,1,38.71,hugo.laurent52@example.org,web
8 mai 2026,9788371501531,2,7.39,camille.simon42@example.org,online
10 juillet 2025,9781474029599,1,25.28,lea.laurent93@example.org,magasin
12 juin 2026,9780241269657,2,26.08,lea.michel60@example.org,place de marché
3 juin 2026,9789022591932,1,11.12,nathan.laurent43@example.org,STORE
11 août 2025,9780684131887,1,38.21,nathan.lefebvre81@example.org,marketplace
20 décembre 2025,9781617807558,1,23.48,arthur.laurent76@example.org,STORE
23 juillet 2025,9780007299805,2,19.4,jade.simon95@example.org,magasin
10 mars 2026,9780263121407,1,5.26,jules.leroy82@example.org,place de marché
19 février 2026,9781409181613,1,24.67,arthur.laurent27@example.org,STORE
17 juin 2026,9781857987386,1,26.34,ines.simon90@example.org,STORE
1 février 2026,9781534438545,1,28.84,manon.michel77@example.org,site
21 décembre 2025,9781497303881,1,8.44,chloe.michel20@example.org,STORE
28 novembre 2025,9780008653149,1,28.7,arthur.david5@example.org,site
24 décembre 2025,9789367901229,1,5.91,zoe.dubois40@example.org,STORE
26 juillet 2025,9780061097317,3,33.13,arthur.bertrand63@example.org,web
30 mars 2026,9798790221941,1,20.72,hugo.martin88@example.org,web
6 septembre 2025,9782018055524,1,5.55,nathan.fournier87@example.org,magasin
19 juin 2026,9780825616518,1,13.95,zoe.laurent81@example.org,magasin
13 novembre 2025,9791000000119,2,6.11,emma.dubois25@example.org,magasin
15 avril 2026,9780763603519,2,20.67,chloe.morel56@example.org,boutique
3 mars 2026,9781798850466,1,20.41,lucas.simon18@example.org,MP
12 avril 2026,9789721041028,3,35.54,lucas.martin93@example.org,Magasin
14 novembre 2025,9791000000929,1,23.09,jade.laurent66@example.org,online
24 juillet 2025,9781548261887,1,16.66,manon.michel83@example.org,STORE
5 novembre 2025,9788828350453,1,26.51,lucas.dubois75@example.org,STORE
18 mars 2026,979821701436X,1,4.71,nathan.bertrand90@example.org,en ligne
16 décembre 2025,9780380976003,2,12.01,chloe.lefebvre6@example.org,Magasin
19 décembre 2025,9780131272866,1,6.82,nathan.roux51@example.org,site
27 mai 2026,9780425029459,2,17.38,lucas.simon73@example.org,STORE
21 avril 2026,9780061556746,3,28.05,hugo.david20@example.org,STORE
7 juin 2026,9780525572923,1,38.55,zoe.bertrand12@example.org,magasin
25 août 2025,9781483928197,1,20.13,zoe.laurent25@example.org,Magasin
13 novembre 2025,9781417701155,1,4.59,ines.roux20@example.org,Magasin
10 novembre 2025,9781844135844,1,24.8,manon.lefebvre33@example.org,boutique
4 décembre 2025,9780736423298,1,29.18,chloe.bertrand65@example.org,MP
20 mai 2026,9798669140557,1,37.16,arthur.morel59@example.org,Magasin
9 décembre 2025,9780263775051,1,23.6,chloe.bernard80@example.org,Magasin
22 septembre 2025,9789333394918,1,29.08,jules.david4@example.org,en ligne
3 août 2025,9781955876162,0,5.2,ines.bertrand63@example.org,STORE
18 mai 2026,9798855090437,1,37.4,ines.roux48@example.org,Magasin
12 décembre 2025,9781083144430,1,34.24,louis.michel67@example.org,magasin
11 mars 2026,9781471198144,1,35.19,nathan.morel67@example.org,boutique
5 décembre 2025,9781721284443,1,12.85,manon.simon75@example.org,boutique
6 janvier 2026,9780833589484,1,38.65,louis.laurent45@example.org,STORE
9 août 2025,9791000000419,1,18.07,louis.morel90@example.org,online
15 octobre 2025,9781679521836,1,32.23,emma.leroy53@example.org,boutique
24 juin 2026,9788417992491,1,8.03,manon.david5@example.org,boutique
8 août 2025,9780099439752,3,4.6,arthur.michel30@example.org,STORE
15 octobre 2025,9780356232928,1,4.57,jade.moreau32@example.org,STORE
7 août 2025,9781534431010,1,10.84,arthur.martin22@example.org,STORE
1 janvier 2026,9781405224031,2,7.62,hugo.simon13@example.org,Magasin
10 octobre 2025,9785389061606,1,22.46,jules.laurent94@example.org,STORE
25 septembre 2025,9781784878719,1,35.78,emma.fournier93@example.org,boutique
1 juin 2026,9788418052637,1,10.46,jules.simon93@example.org,STORE
30 octobre 2025,9780198118756,2,36.18,nathan.moreau79@example.org,site
4 janvier 2026,9780840356451,1,25.89,arthur.simon82@example.org,boutique
27 juillet 2025,9781984819574,1,31.12,gabriel.leroy86@example.org,boutique
4 janvier 2026,9791000000749,1,12.99,lucas.roux72@example.org,magasin
17 septembre 2025,9789583004506,1,11.93,zoe.laurent68@example.org,Magasin
22 juillet 2025,9780333675182,2,29.87,arthur.bertrand27@example.org,boutique
2 juillet 2025,9781521093443,1,30.5,emma.michel81@example.org,MP
10 juin 2026,9780142423295,1,13.42,lucas.martin14@example.org,Magasin
8 juillet 2025,9781629376363,1,34.19,lucas.morel42@example.org,site
13 décembre 2025,9786287574632,3,35.21,arthur.fournier96@example.org,web
25 septembre 2025,9798990047709,1,13.42,camille.martin52@example.org,boutique
20 avril 2026,9786525917313,2,33.76,arthur.fournier13@example.org,web
1 novembre 2025,9798475273906,1,31.47,lea.fournier39@example.org,boutique
17 septembre 2025,9789994910458,1,9.23,emma.moreau21@example.org,online
31 août 2025,9780571226856,1,31.81,theo.simon39@example.org,web
1 mai 2026,9781338611991,1,12.99,emma.moreau89@example.org,boutique
29 juillet 2025,9780373114306,1,11.25,zoe.leroy78@example.org,web
10 juin 2026,9781400083039,1,12.85,jules.david76@example.org,Magasin
28 octobre 2025,9780136054054,1,10.23,ines.michel15@example.org,Magasin
3 octobre 2025,9789993957720,1,30.57,manon.michel95@example.org,MP
24 novembre 2025,9780373110926,2,23.52,zoe.lefebvre75@example.org,en ligne
5 août 2025,9791000000289,1,24.03,camille.david60@example.org,magasin
17 janvier 2026,9789507511288,2,12.91,jules.dubois63@example.org,boutique
19 décembre 2025,9780256234787,1,30.13,gabriel.bernard63@example.org,place de marché
10 octobre 2025,9781886463172,1,9.65,ines.morel77@example.org,place de marché
26 février 2026,9798417660092,1,20.6,louis.bertrand39@example.org,boutique
18 septembre 2025,9781448105618,1,10.38,louis.dubois24@example.org,marketplace
23 octobre 2025,9787020062362,1,32.34,chloe.leroy42@example.org,marketplace
20 octobre 2025,9780590928861,1,5.49,emma.lefebvre88@example.org,site
27 juin 2026,9780141378893,3,33.46,jules.bertrand88@example.org,site
1 décembre 2025,9788476603819,1,16.48,louis.dubois76@example.org,marketplace
6 janvier 2026,9781784878719,1,5.43,hugo.roux91@example.org,boutique
23 juin 2026,9780613135818,1,14.4,louis.bertrand79@example.org,place de marché
26 mai 2026,9791000000799,1,8.5,chloe.fournier44@example.org,boutique
25 mars 2026,9788445073834,1,37.89,lucas.morel80@example.org,magasin
9 mai 2026,9780553902716,1,31.49,manon.simon72@example.org,online
24 décembre 2025,9780833566980,1,39.59,lucas.morel62@example.org,boutique
23 juin 2026,9780061351426,1,4.7,camille.leroy54@example.org,magasin
5 mai 2026,9781408880715,1,33.73,jade.david59@example.org,STORE
19 mai 2026,9781958292068,1,30.81,nathan.laurent71@example.org,boutique
27 mai 2026,9780071614146,2,5.96,jade.roux18@example.org,web
4 juin 2026,9783552044319,2,16.29,emma.david88@example.org,STORE
22 mai 2026,9785389061606,2,36.09,nathan.morel15@example.org,site
5 janvier 2026,9780300024838,2,10.8,theo.bernard19@example.org,online
14 février 2026,9780155826083,2,22.46,manon.martin95@example.org,en ligne
2 décembre 2025,9780263118124,1,11.59,manon.dubois37@example.org,STORE
18 septembre 2025,9784871877664,1,14.08,hugo.dubois53@example.org,site
21 octobre 2025,9780079131195,2,29.12,chloe.lefebvre10@example.org,STORE
30 juin 2026,9781421809083,1,8.74,lea.simon87@example.org,Magasin
30 mai 2026,9791000000349,1,36.84,lucas.moreau94@example.org,magasin
4 octobre 2025,9781434462770,0,10.29,jade.laurent76@example.org,online
8 avril 2026,9780030314810,1,20.02,jade.laurent37@example.org,boutique
18 mai 2026,9791000000609,2,5.81,camille.lefebvre68@example.org,magasin
5 août 2025,9783455302790,1,9.29,theo.leroy99@example.org,site
7 mai 2026,9781521105948,1,9.06,nathan.bertrand66@example.org,Magasin
27 avril 2026,9780340874592,1,14.39,lea.fournier7@example.org,magasin
23 juin 2026,978147893377X,1,30.41,theo.roux23@example.org,magasin
4 mai 2026,9781593974336,1,38.4,theo.martin34@example.org,magasin
31 juillet 2025,9780881039108,1,34.5,chloe.bernard4@example.org,STORE
5 juillet 2025,9781478312932,1,30.27,zoe.leroy41@example.org,magasin
8 juillet 2025,9780141394718,1,38.72,lucas.david15@example.org,STORE
25 mars 2026,9781850890362,1,7.05,jade.martin73@example.org,STORE
6 septembre 2025,9791000000559,1,6.33,emma.bernard44@example.org,boutique
28 août 2025,9786525917313,3,8.82,lea.bertrand56@example.org,boutique
27 février 2026,9780945001102,1,11.86,lucas.roux25@example.org,en ligne
18 janvier 2026,9786525917313,1,19.43,ines.martin81@example.org,STORE
13 mars 2026,9780718188740,3,16.81,nathan.fournier90@example.org,marketplace
13 mars 2026,9791000000199,1,9.66,zoe.dubois42@example.org,magasin
4 décembre 2025,9789794130834,2,30.97,theo.martin71@example.org,Magasin
18 juillet 2025,9780216897984,1,28.37,emma.simon99@example.org,web
25 janvier 2026,9780563524922,1,5.03,hugo.morel10@example.org,site
27 juin 2026,9780151189786,1,6.59,nathan.dubois93@example.org,place de marché
28 juin 2026,9780062273208,0,25.29,louis.leroy67@example.org,Magasin
4 décembre 2025,9783455302790,1,29.63,manon.roux20@example.org,en ligne
7 octobre 2025,9780079131195,2,33.56,emma.michel55@example.org,STORE
3 mars 2026,9780263771213,1,29.63,jade.fournier56@example.org,en ligne
12 août 2025,9780486851921,1,38.21,louis.roux82@example.org,boutique
25 février 2026,9780307815651,2,11.19,gabriel.lefebvre61@example.org,online
28 octobre 2025,9780198118244,1,20.74,lea.martin64@example.org,site
7 septembre 2025,9780072457445,3,22.32,hugo.david46@example.org,magasin
21 octobre 2025,9780070441606,2,7.94,lucas.lefebvre74@example.org,web
1 octobre 2025,9780606283892,1,19.8,lea.fournier91@example.org,Magasin
9 juillet 2025,9782021011968,1,39.0,emma.roux42@example.org,site
12 janvier 2026,9780613135818,2,18.7,gabriel.roux55@example.org,site
11 juillet 2025,9780061477416,1,28.34,camille.bertrand73@example.org,marketplace
9 juin 2026,9791000000709,0,18.34,arthur.moreau97@example.org,online
28 mars 2026,9781399633871,1,32.97,chloe.fournier75@example.org,STORE
17 janvier 2026,9781536457674,1,39.81,gabriel.martin92@example.org,STORE
27 mars 2026,9780823022748,1,5.81,jules.david78@example.org,magasin
23 juillet 2025,978038049668X,1,11.11,jules.bertrand91@example.org,magasin
6 janvier 2026,9791000000139,1,14.94,lea.roux74@example.org,STORE
3 septembre 2025,9781250790514,1,6.83,jules.simon2@example.org,web
26 avril 2026,9785763905953,3,20.08,lea.roux16@example.org,magasin
6 décembre 2025,9780142427835,2,11.95,arthur.leroy34@example.org,site
17 août 2025,9780060513061,1,24.45,lea.bernard99@example.org,Magasin
18 décembre 2025,9780671746520,1,29.04,jules.laurent25@example.org,Magasin
10 octobre 2025,9798669140557,2,16.27,zoe.simon83@example.org,boutique
14 mai 2026,9780312472849,1,23.56,jade.martin26@example.org,site
11 mars 2026,9780141378893,1,20.15,lucas.michel61@example.org,STORE
14 décembre 2025,9791000000679,1,15.67,manon.david90@example.org,online
3 mai 2026,9791000000589,1,4.54,nathan.dubois8@example.org,Magasin
14 juillet 2025,9781593974336,1,7.65,camille.bernard1@example.org,boutique
3 juillet 2025,9788422686569,1,12.97,nathan.fournier99@example.org,online
16 juin 2026,9780525572923,1,20.93,arthur.bertrand67@example.org,STORE
22 janvier 2026,9788445007037,1,5.15,jade.laurent40@example.org,STORE
25 juillet 2025,9781436253796,1,25.39,jade.bertrand10@example.org,online
11 septembre 2025,9781250883520,1,39.38,zoe.dubois56@example.org,marketplace
15 novembre 2025,9780241753859,1,34.85,jules.dubois93@example.org,Magasin
1 octobre 2025,9781442486126,1,34.64,gabriel.simon93@example.org,STORE
16 août 2025,9798417660092,1,15.72,jade.laurent80@example.org,boutique
8 juin 2026,9782221125779,1,14.21,chloe.roux9@example.org,site
4 avril 2026,9788381352079,1,19.04,theo.laurent33@example.org,boutique
23 octobre 2025,9782018055524,1,20.12,hugo.michel99@example.org,site
1 août 2025,9788580445046,1,16.52,zoe.roux40@example.org,online
19 octobre 2025,9786525917313,1,12.21,manon.dubois91@example.org,magasin
24 novembre 2025,9791000000569,1,27.24,ines.dubois26@example.org,STORE
3 juin 2026,9789584275097,1,32.45,louis.bernard97@example.org,Magasin
3 juillet 2025,9788429776317,1,26.04,jules.bernard3@example.org,Magasin
4 février 2026,9780330471138,1,35.85,zoe.leroy87@example.org,marketplace
5 septembre 2025,9781407034461,1,19.42,emma.morel74@example.org,web
16 décembre 2025,9780802142641,2,36.95,theo.bertrand38@example.org,STORE
28 octobre 2025,9791000000039,1,18.64,chloe.bertrand33@example.org,Magasin
16 janvier 2026,9788423991235,2,23.02,manon.laurent78@example.org,place de marché
