ts_vente,isbn,quantite,prix_unitaire,email_client,canal
1758108660,9780671491758,2,34.15,camille.martin14@example.org,STORE
1755688140,9791000000799,1,6.89,jules.roux57@example.org,magasin
1771661520,9780131272866,1,29.96,camille.dubois35@example.org,site
1778592000,9781502784278,3,5.61,camille.simon35@example.org,marketplace
1766834760,9798438389804,1,17.1,nathan.morel31@example.org,STORE
1781612400,9798874620929,1,8.48,lea.david36@example.org,MP
1761983760,9781250030962,2,24.86,ines.moreau60@example.org,site
1780491060,9791000000179,1,22.0,arthur.michel71@example.org,en ligne
1755671280,9780060934514,2,19.5,louis.michel15@example.org,web
1757599440,9780743486286,1,14.84,nathan.roux11@example.org,online
1780992240,9780007815586,1,31.59,ines.roux30@example.org,marketplace
1764866820,9781421809083,2,30.54,ines.bertrand41@example.org,STORE
1768379100,9780140281118,1,7.57,louis.lefebvre3@example.org,site
1768648380,9780736423298,2,34.89,emma.michel71@example.org,online
1753176000,9781250879530,3,31.95,theo.fournier61@example.org,Magasin
1779610680,9788466642613,3,25.78,jade.david21@example.org,place de marché
1764257700,9781119997559,1,33.79,ines.fournier20@example.org,STORE
1775918760,9788580445046,1,24.7,jade.bertrand21@example.org,en ligne
1765533060,9791000000039,1,35.41,nathan.morel42@example.org,boutique
1766168220,9780008305703,1,39.14,chloe.bernard28@example.org,en ligne
1754294640,9788427911758,2,16.32,arthur.simon10@example.org,online
1754139780,9780007527564,2,37.41,gabriel.dubois11@example.org,Magasin
1762252440,9786525917313,1,20.5,gabriel.david48@example.org,en ligne
1774114020,9780062111234,1,18.4,nathan.roux88@example.org,STORE
1782055860,9781101192740,1,4.52,nathan.fournier3@example.org,MP
1766216280,9791000000309,1,15.27,jade.bernard83@example.org,STORE
1774774440,9783453186880,1,7.77,camille.fournier25@example.org,magasin
1756470960,9780205176076,1,7.81,ines.lefebvre69@example.org,Magasin
1754038500,9780321623539,1,8.2,nathan.bernard98@example.org,place de marché
1757265480,9791000000329,0,29.03,lea.martin8@example.org,boutique
1768394160,9780718033323,3,4.82,chloe.dubois72@example.org,Magasin
1775987220,9780849202476,2,25.18,ines.michel95@example.org,site
1779461160,9781089496199,1,-15.98,nathan.simon23@example.org,STORE
1781942160,9780307262196,1,26.02,nathan.michel82@example.org,magasin
1779038760,9780063273986,2,18.35,manon.morel29@example.org,magasin
1761139200,9780373114306,0,34.2,camille.martin40@example.org,STORE
1758887580,9781737507710,3,23.15,louis.moreau41@example.org,site
1778673000,9781798850466,1,38.3,hugo.bernard12@example.org,en ligne
1760106120,9780765314673,1,22.04,manon.fournier34@example.org,STORE
1757953020,9781665141253,2,32.54,arthur.morel7@example.org,Magasin
1757660820,9780007815586,1,23.71,theo.dubois98@example.org,Magasin
1760022780,9785882156922,1,31.22,chloe.david74@example.org,site
1756396980,9780593724309,1,16.95,theo.bertrand20@example.org,boutique
1782221400,9781250879530,1,9.54,jules.simon76@example.org,online
1755098580,9783442353927,1,28.39,emma.bertrand26@example.org,online
1757592900,9798352831533,1,12.83,louis.bertrand22@example.org,magasin
1758641520,9781535540124,2,6.36,ines.fournier43@example.org,STORE
1759942320,9780356232928,1,17.84,gabriel.roux14@example.org,STORE
1760870100,9780785748663,1,18.99,jade.david74@example.org,boutique
1752503220,9780316310420,1,5.87,arthur.simon83@example.org,STORE
1771266180,9781732172234,2,12.79,louis.leroy17@example.org,boutique
1763456640,9780140440577,3,12.83,camille.bertrand33@example.org,Magasin
1758954660,9780945353874,1,32.98,lucas.bernard95@example.org,boutique
1767121080,9788804507727,2,14.79,nathan.morel55@example.org,site
1755239280,9781804990278,1,13.54,ines.fournier53@example.org,site
1768821240,9782075094450,1,13.05,emma.david52@example.org,place de marché
1757577480,9781690319849,1,11.32,arthur.dubois61@example.org,Magasin
1777917480,978031212598X,1,17.15,camille.fournier66@example.org,MP
1760430180,9780547524009,1,34.82,theo.michel77@example.org,en ligne
1771250100,9780321793102,3,37.74,louis.martin78@example.org,Magasin
1779893940,9780001604308,1,39.68,zoe.leroy65@example.org,site
1754288640,9781616960926,1,18.85,lucas.bernard78@example.org,site
1769884380,9781590073995,1,15.27,emma.martin48@example.org,web
1760203620,9780486851921,1,16.44,arthur.fournier14@example.org,web
1767017880,9785237041484,1,39.25,theo.leroy3@example.org,magasin
1770633180,9780140256352,1,36.83,theo.lefebvre34@example.org,boutique
1759159980,9780517082461,1,29.02,louis.lefebvre13@example.org,magasin
1771598400,9780679728054,1,10.84,gabriel.dubois46@example.org,STORE
1779527100,9780878210329,1,10.03,arthur.fournier55@example.org,en ligne
1766932980,9781935682028,1,13.99,hugo.morel12@example.org,online
1753768860,978006024803X,1,35.51,lucas.roux7@example.org,Magasin
1753190700,9786055943370,1,14.66,zoe.moreau31@example.org,place de marché
1760957880,9780816150694,0,32.01,camille.fournier75@example.org,marketplace
1755277560,9780393419610,1,22.68,hugo.david75@example.org,en ligne
1762593600,9780099558781,1,13.12,jade.michel93@example.org,Magasin
1754305920,9783442457472,1,6.27,nathan.leroy90@example.org,magasin
1761671700,9780811806404,1,7.85,lucas.bernard35@example.org,site
1781945340,9780241573754,1,34.27,jade.martin58@example.org,site
1772908980,9789868856097,1,31.9,camille.lefebvre82@example.org,STORE
1768837800,9780140138351,1,23.92,theo.morel63@example.org,MP
1776669360,9781451686296,2,6.54,chloe.leroy89@example.org,place de marché
1770992640,9798515079307,1,37.5,lea.moreau80@example.org,boutique
1772896500,9788417992491,2,25.06,theo.michel49@example.org,Magasin
1762788840,9791000000759,1,25.0,zoe.david73@example.org,boutique
1777053120,9780061542954,1,13.94,lea.moreau86@example.org,web
1757003400,9780593642009,1,30.61,manon.david8@example.org,site
1764153120,9780593160015,1,15.44,nathan.laurent93@example.org,boutique
1781778240,9791000000449,1,19.0,nathan.leroy76@example.org,en ligne
1768917540,9781593157135,2,38.6,manon.martin18@example.org,magasin
1772875020,9791000000339,2,24.27,chloe.moreau24@example.org,Magasin
1752143160,9780553539899,1,34.88,ines.leroy79@example.org,STORE
1776339480,9780143469131,2,17.63,ines.david23@example.org,magasin
1759908420,978281120345X,1,12.07,camille.leroy11@example.org,Magasin
1768897860,9780898796827,3,21.54,lea.dubois36@example.org,boutique
1765039440,9781957635002,1,18.45,emma.fournier94@example.org,place de marché
1772178180,9781119621508,1,35.88,theo.roux89@example.org,en ligne
1779213360,9788417992491,2,31.2,louis.michel55@example.org,web
1776762600,9781850890362,2,29.47,jade.lefebvre33@example.org,site
1769708520,9781690319849,1,30.46,camille.morel22@example.org,boutique
1782469620,9791000000339,3,5.38,theo.roux25@example.org,STORE
1760720040,9780571226856,1,18.26,arthur.roux89@example.org,online
1777619280,9781594488849,1,19.33,nathan.roux46@example.org,boutique
1774770180,9780872863101,1,37.06,theo.lefebvre57@example.org,Magasin
1766663940,9780881035254,1,32.65,chloe.david28@example.org,STORE
1756714920,9781730710735,1,10.76,camille.dubois75@example.org,site
1776764700,9781957635002,3,9.65,jules.lefebvre34@example.org,magasin
1767261240,9798719179537,1,6.51,jade.simon18@example.org,boutique
1754811000,9781417733675,1,19.35,camille.lefebvre48@example.org,magasin
1776580080,9781440673641,1,22.66,chloe.leroy68@example.org,site
1771686000,9791000000529,1,33.98,emma.leroy62@example.org,magasin
1770918960,9785882156922,1,39.43,ines.dubois72@example.org,site
1755605820,9788448034580,1,31.96,louis.leroy64@example.org,magasin
1752413760,9784871877664,1,34.4,arthur.fournier58@example.org,marketplace
1754298540,9781593974336,1,32.28,lucas.bernard53@example.org,boutique
1773667560,9780380395606,1,22.34,zoe.david93@example.org,magasin
1771853580,9780312472849,1,26.24,lea.bernard10@example.org,magasin
1755329640,9781439580721,1,28.75,camille.bertrand70@example.org,site
1758199980,9781417633845,1,38.64,nathan.laurent31@example.org,en ligne
1756032480,9781977668066,0,16.5,theo.martin88@example.org,marketplace
1766390760,9781730710735,3,34.23,jules.martin59@example.org,magasin
1760343960,9780898796827,1,35.5,arthur.lefebvre11@example.org,Magasin
1769508060,9780671868376,2,6.61,zoe.lefebvre55@example.org,boutique
1778420940,9780590113076,1,26.55,arthur.david40@example.org,STORE
1777895820,9780671746520,2,18.71,gabriel.leroy22@example.org,Magasin
1781781720,9788475842318,2,25.87,camille.laurent16@example.org,online
1767866160,9789583004506,1,30.28,chloe.martin31@example.org,web
1752481740,9791000000819,1,18.1,jules.martin24@example.org,STORE
1760514960,9780393963298,2,14.42,zoe.morel11@example.org,magasin
1774200000,978006095685X,2,26.48,arthur.moreau10@example.org,MP
1771165860,9788491052371,3,37.05,hugo.bertrand11@example.org,magasin
1756649820,9780140209723,1,14.74,lucas.fournier74@example.org,MP
1755945600,9781535540124,1,10.36,arthur.moreau3@example.org,magasin
1764066180,9781534438545,1,5.24,ines.martin18@example.org,Magasin
1765958640,9798739955418,1,35.71,louis.michel11@example.org,en ligne
1765005600,9781653656752,1,18.2,louis.lefebvre25@example.org,STORE
1775376600,9780263121407,1,11.4,emma.dubois68@example.org,magasin
1773830040,9781631619854,1,38.31,louis.david28@example.org,online
1776789180,9782021011968,1,8.23,hugo.bertrand44@example.org,magasin
1774948020,9783893400614,1,37.92,ines.fournier41@example.org,boutique
1768668720,9788170554240,3,37.75,jules.leroy69@example.org,magasin
1760428980,9781470825553,2,38.0,emma.morel75@example.org,boutique
1766589180,9781780318578,1,21.06,louis.leroy23@example.org,magasin
1754994780,9788420683324,3,12.71,jade.roux43@example.org,magasin
1769503320,9780060934514,1,31.42,lea.morel55@example.org,magasin
1779201240,9780345313904,2,30.84,lea.dubois19@example.org,site
1767008400,9788835161189,0,32.23,arthur.morel20@example.org,web
1765093800,9780736614818,2,14.59,hugo.morel83@example.org,Magasin
1773738960,9780373114306,2,10.41,jules.roux14@example.org,boutique
1772045340,,1,32.1,chloe.lefebvre90@example.org,STORE
1756029000,9781305639614,2,15.71,arthur.martin73@example.org,STORE
1756735440,9780446511070,2,18.78,camille.simon80@example.org,boutique
1756215360,9784871877664,1,33.88,arthur.bertrand86@example.org,Magasin
1756140840,9781536457674,2,24.76,manon.moreau38@example.org,site
1754844600,9780736614016,2,31.79,gabriel.leroy13@example.org,STORE
1780567860,9781685450984,1,15.64,manon.bertrand90@example.org,en ligne
1765288560,9781685450984,2,25.81,emma.roux41@example.org,STORE
1767453660,9781857987386,1,8.01,arthur.david12@example.org,STORE
1778396160,9798846711082,1,26.36,chloe.laurent53@example.org,Magasin
1771231800,9780590411011,1,38.07,hugo.simon36@example.org,STORE
1777530480,9780195365931,1,19.78,theo.leroy96@example.org,en ligne
1766136420,9780070078727,1,9.97,camille.roux93@example.org,online
1777626660,9791000000419,1,20.68,louis.leroy51@example.org,MP
1773744960,9780449908587,2,16.1,camille.laurent6@example.org,Magasin
1776511380,9780553418286,1,35.02,theo.bernard2@example.org,boutique
1752078060,9780970373908,2,11.44,nathan.morel9@example.org,web
1762012140,9780755334223,1,24.05,theo.roux53@example.org,Magasin
1769272620,9780451493835,1,39.64,nathan.fournier46@example.org,boutique
1755163980,9781495096105,1,37.05,camille.laurent25@example.org,place de marché
1780395060,9791000000289,1,36.75,gabriel.roux8@example.org,MP
1769600400,9781094048994,2,15.23,manon.laurent93@example.org,online
1762859100,9788427911758,1,6.84,lea.martin53@example.org,online
1778325180,9781491514931,1,17.24,jules.moreau22@example.org,Magasin
1779039480,9780263130249,2,7.82,zoe.bernard5@example.org,en ligne
1764858540,9780345301451,3,13.76,jade.moreau69@example.org,boutique
1765014840,9780563524922,0,38.13,manon.bertrand81@example.org,Magasin
1782134040,9798739955418,3,-16.49,arthur.david29@example.org,STORE
1766044980,9791000000749,3,14.03,gabriel.moreau14@example.org,boutique
1770966540,9791000000489,1,31.55,gabriel.david87@example.org,place de marché
1758371400,9781101192740,1,26.11,camille.david2@example.org,en ligne
1782629880,978038049668X,3,21.62,theo.morel65@example.org,place de marché
1756818120,9786070793677,3,20.27,jules.moreau87@example.org,place de marché
1752760680,9791000000019,1,25.47,arthur.simon83@example.org,magasin
1782388380,9780575038479,1,34.23,lea.lefebvre3@example.org,en ligne
1765626420,9781417727582,1,23.58,chloe.laurent15@example.org,magasin
1777715460,9780471119463,1,36.32,nathan.fournier91@example.org,STORE
1754753760,9783423763349,1,5.5,jade.fournier76@example.org,Magasin
1751629320,9780007164943,1,23.22,nathan.fournier17@example.org,Magasin
1772100300,9786053751120,1,32.21,jade.leroy84@example.org,en ligne
1779803400,9788447369225,1,35.2,jules.morel45@example.org,web
1764168840,9781591846918,1,27.92,gabriel.morel30@example.org,magasin
1767115500,9780671746520,1,15.73,zoe.michel91@example.org,MP
1778348820,9780070078727,3,15.87,theo.bernard11@example.org,Magasin
1768124940,9781250242754,2,7.56,lucas.moreau37@example.org,site
1765352040,9780393091809,2,9.41,gabriel.david75@example.org,MP
1771065660,9789812340931,1,26.29,camille.martin60@example.org,boutique
1756534920,9788420683324,2,4.92,nathan.morel32@example.org,Magasin
1782750480,9781616960926,1,28.23,theo.roux62@example.org,magasin
1761722160,9781780318578,1,-12.94,nathan.bernard48@example.org,STORE
1779524160,9782221073841,1,6.96,hugo.martin88@example.org,Magasin
1778417640,9791000000429,1,10.9,manon.simon49@example.org,magasin
1782542940,9780008653149,1,12.68,emma.martin16@example.org,web
1758024960,9780800712136,2,39.64,chloe.roux99@example.org,place de marché
1766668200,9780263122169,1,17.72,lea.moreau26@example.org,STORE
1762453620,9781446456309,1,21.03,lea.dubois15@example.org,place de marché
1780035180,9788427298286,2,39.37,arthur.moreau48@example.org,magasin
1764080580,9781250030962,1,28.3,gabriel.martin58@example.org,Magasin
1772782140,9780757910869,1,11.91,jade.david72@example.org,boutique
1765819320,9780550200686,1,16.57,ines.fournier63@example.org,magasin
1773830580,9787555027706,1,27.2,arthur.david31@example.org,Magasin
1761582660,9791000000959,2,6.59,zoe.fournier78@example.org,boutique
1755333360,9781424231355,1,16.42,louis.lefebvre71@example.org,web
1761673140,9782226018052,1,26.6,jade.fournier72@example.org,web
1765381800,9780843929959,1,34.42,lea.bertrand8@example.org,online
1765199220,9780701219116,1,22.74,louis.dubois54@example.org,boutique
1760002620,9780460116947,2,22.59,hugo.fournier36@example.org,online
1765969380,9780862201234,0,30.07,theo.leroy70@example.org,web
1757779500,9780071614146,2,21.02,lea.bertrand25@example.org,en ligne
1773566400,9781857157246,1,35.53,theo.fournier66@example.org,Magasin
1774722900,9788447333165,2,25.57,lea.david60@example.org,site
1773305280,9791000000129,1,8.0,lucas.laurent46@example.org,site
1779194280,9780451118103,1,22.92,jules.martin11@example.org,marketplace
1754383680,9781857987386,1,6.74,chloe.simon58@example.org,Magasin
1761922140,9780765391162,1,20.28,ines.roux71@example.org,en ligne
1763282940,9780345461629,2,29.94,emma.leroy78@example.org,STORE
1765541580,9781984801494,1,8.11,hugo.martin13@example.org,STORE
1771778340,9791000000379,1,11.33,emma.simon14@example.org,STORE
1753250580,9791000000659,2,27.41,camille.leroy4@example.org,STORE
1755271620,9798212378338,2,10.54,jules.laurent58@example.org,STORE
1772609760,9780809533756,1,20.99,hugo.simon73@example.org,STORE
1773742320,9791000000959,1,19.11,nathan.lefebvre20@example.org,STORE
1755089460,9780071332484,1,26.08,emma.lefebvre22@example.org,STORE
1775221980,9798791612762,1,34.35,hugo.moreau28@example.org,magasin
1766563320,9791000000909,1,37.15,zoe.morel51@example.org,magasin
1766474700,9780606404518,2,4.66,emma.dubois57@example.org,Magasin
1772984880,9780449024959,3,5.48,lea.fournier23@example.org,magasin
1766479080,9780099558781,1,10.94,manon.leroy71@example.org,boutique
1782125700,9780575073241,1,22.58,gabriel.leroy32@example.org,STORE
1767629400,9780061542954,1,27.24,manon.martin95@example.org,Magasin
1766394660,9789020632729,1,11.87,emma.roux2@example.org,magasin
1778326860,9780517082461,3,32.94,lea.simon64@example.org,boutique
1765713900,9780756956691,2,19.75,hugo.david53@example.org,boutique
1775055300,9791000000259,1,31.69,ines.martin45@example.org,boutique
1765470120,9782221073841,1,9.08,ines.leroy35@example.org,STORE
1754031900,9781976087097,1,23.04,theo.laurent56@example.org,boutique
1753274400,9780385142519,2,11.13,ines.bertrand64@example.org,place de marché
1772003280,9780718188740,1,31.68,hugo.david79@example.org,web
1755261240,9780547524009,1,5.69,louis.david76@example.org,web
1775321760,9783442249329,1,12.09,ines.morel83@example.org,online
1778262240,9780198118756,1,9.31,lea.david56@example.org,en ligne
1756748340,9791000000719,2,35.66,gabriel.david59@example.org,web
1770748260,9781534487673,1,20.59,emma.morel57@example.org,online
1776008580,9789953432540,2,21.66,gabriel.david43@example.org,online
1764155400,9780958854344,1,27.98,jules.simon3@example.org,boutique
1755505860,9789643114190,1,4.87,lucas.leroy85@example.org,web
1774364820,9781089496199,1,31.77,zoe.morel7@example.org,boutique
1780045980,9791000000499,2,17.01,lucas.david19@example.org,Magasin
1762617780,9781101138052,1,36.8,hugo.laurent39@example.org,web
1757147940,9780785752387,1,20.27,louis.fournier10@example.org,boutique
1781078100,9788447369225,1,8.94,camille.laurent39@example.org,STORE
1752401160,9781538500484,1,12.17,theo.laurent51@example.org,boutique
1773386640,9791000000879,2,32.86,emma.leroy10@example.org,online
1759153920,9788501110008,2,11.49,zoe.lefebvre22@example.org,magasin
1774853160,9788074770814,2,14.65,arthur.michel19@example.org,boutique
1767618240,9798627159133,1,32.74,theo.leroy21@example.org,Magasin
1768465200,9788402092014,1,24.02,gabriel.morel81@example.org,STORE
1761809580,9791000000609,1,22.43,zoe.bernard7@example.org,MP
1766153760,9780061002878,1,8.38,chloe.morel14@example.org,boutique
1763058960,9780785744580,2,36.5,jade.david37@example.org,en ligne
1769017440,9791000000049,2,28.27,ines.michel90@example.org,online
1780731480,9780785748663,1,27.41,manon.morel94@example.org,STORE
1761813900,,1,18.95,emma.lefebvre94@example.org,boutique
1774434720,9780007163243,1,21.52,theo.roux39@example.org,magasin
1764090480,9781958943366,1,19.93,manon.roux82@example.org,en ligne
1753115160,9781690319849,1,33.24,manon.roux38@example.org,magasin
1771784760,9781597223072,1,8.83,camille.dubois19@example.org,boutique
1765902240,9780141309750,2,30.65,zoe.michel66@example.org,site
1782389580,9781974932573,1,33.86,nathan.laurent77@example.org,magasin
1770836160,9798427336826,1,8.66,lucas.lefebvre36@example.org,site
1773654240,9780606283892,3,37.68,jules.leroy85@example.org,magasin
1758203040,9780812992182,2,30.29,emma.dubois33@example.org,site
1777962660,9781377100975,0,15.48,arthur.laurent78@example.org,online
1764403140,9780451168283,1,10.32,lea.simon44@example.org,marketplace
1759580400,9788491052371,1,26.24,hugo.bertrand63@example.org,boutique
1765306020,9780008305703,3,37.5,emma.martin35@example.org,boutique
1769277360,9783423763349,1,33.97,hugo.bertrand64@example.org,STORE
1779636060,9780156035156,2,28.96,louis.roux65@example.org,en ligne
1774271940,9791000000329,1,33.09,ines.lefebvre53@example.org,magasin
1780499700,9791000000889,2,15.9,lucas.roux98@example.org,Magasin
1760006040,9781119675655,1,10.27,lea.leroy68@example.org,magasin
1753104360,9781409095484,1,39.5,manon.michel93@example.org,en ligne
1777049880,9791000000509,1,34.12,chloe.simon67@example.org,marketplace
1760107980,9781735056692,1,33.3,emma.david1@example.org,STORE
1757339940,9788445007037,1,31.09,manon.dubois91@example.org,magasin
1761375360,9782221129289,2,14.47,jade.dubois94@example.org,Magasin
1781859900,9789812340931,1,33.77,theo.leroy47@example.org,magasin
1754317320,9780263778724,3,15.21,louis.moreau42@example.org,STORE
1763537580,9788477111252,0,30.75,lucas.lefebvre93@example.org,site
1780594920,9780718033323,1,22.54,jules.dubois1@example.org,marketplace
1753599540,9785170912360,1,38.32,gabriel.bertrand6@example.org,en ligne
1768750980,9783552044319,1,10.22,jules.roux22@example.org,magasin
1778585460,9781434499936,1,16.4,jade.bernard63@example.org,boutique
1782026520,9780825616495,1,9.03,jade.bernard17@example.org,STORE
1770808500,9780063429147,1,18.87,camille.laurent6@example.org,boutique
1774882680,9781089496199,1,11.98,camille.morel15@example.org,magasin
1780936320,9791000000759,1,25.14,lucas.dubois44@example.org,STORE
1751721660,9780769206684,2,17.4,nathan.morel85@example.org,boutique
1765286220,9781594131523,1,34.06,theo.lefebvre65@example.org,Magasin
1768375860,9780786936137,2,30.3,lea.bernard52@example.org,site
1780839720,9781957635002,1,18.41,chloe.dubois56@example.org,Magasin
1782549240,9781119675655,1,23.72,zoe.leroy83@example.org,Magasin
1782234840,9780071408691,1,17.61,theo.leroy41@example.org,magasin
1759420620,9791000000609,0,12.39,zoe.morel42@example.org,STORE
1764354720,9780534359454,1,5.58,lucas.laurent15@example.org,online
1760008440,9781547277322,1,35.52,louis.bernard86@example.org,place de marché
1772045880,9788191032406,1,32.8,jules.fournier25@example.org,web
1765713360,9781679521836,1,4.8,arthur.laurent12@example.org,boutique
1758178920,9780072466652,3,30.67,louis.martin93@example.org,Magasin
1751994780,9780756992248,1,9.8,gabriel.bernard87@example.org,web
1772038380,9781936719112,0,15.36,lucas.dubois69@example.org,STORE
1757764500,9781594488849,0,35.24,camille.moreau90@example.org,site
1752478380,9781500420536,1,36.76,arthur.bertrand78@example.org,MP
1767628980,9780141394718,1,18.82,louis.bernard95@example.org,magasin
1772955060,9780330471138,2,34.19,camille.dubois65@example.org,magasin
1765449420,9791000000989,1,38.88,camille.morel32@example.org,site
1756745280,9780812992182,1,33.0,louis.bertrand11@example.org,STORE
1779033360,9782226479822,1,32.7,chloe.laurent1@example.org,magasin
1771661880,9782018055524,1,28.45,emma.bernard6@example.org,STORE
1753801020,9782843623103,1,4.54,manon.moreau66@example.org,boutique
1755327180,9781958943052,1,11.27,manon.fournier12@example.org,site
1772712540,9780141018980,1,10.66,chloe.moreau11@example.org,Magasin
1754409480,9788448034580,1,11.51,nathan.bernard47@example.org,Magasin
1766766480,9781177541923,1,15.26,lea.bertrand59@example.org,site
1775842080,9781283677127,3,21.98,hugo.laurent16@example.org,place de marché
1759500420,9781850180005,1,36.4,manon.martin83@example.org,web
1771229700,9787555027706,1,38.48,jules.bertrand35@example.org,en ligne
1781949960,9788408282952,3,14.38,emma.roux72@example.org,online
1780576620,9781957568225,1,21.5,camille.fournier43@example.org,STORE
1761033840,9791000000689,1,27.01,emma.lefebvre60@example.org,Magasin
1755682560,9791000000629,2,34.75,zoe.david66@example.org,place de marché
1773044700,9789333394918,1,32.06,emma.morel50@example.org,en ligne
1779007200,9780241573754,1,10.56,chloe.simon37@example.org,boutique
1758279480,9798352831533,1,17.81,nathan.leroy27@example.org,boutique
1777365180,9781474055437,1,9.73,ines.simon73@example.org,en ligne
1760768820,9791000000269,3,25.48,hugo.bernard44@example.org,magasin
1767107940,9780224618144,1,30.3,ines.martin84@example.org,MP
1776421680,9782266227049,2,10.3,nathan.martin94@example.org,place de marché
1776009480,9780671702427,1,4.79,ines.martin6@example.org,magasin
1775575740,9780343038007,1,8.05,hugo.dubois5@example.org,boutique
1776238440,9780396080176,1,12.53,manon.roux52@example.org,magasin
1769075880,9781428811195,2,20.45,jules.lefebvre78@example.org,marketplace
1764234720,9788074770814,2,25.94,camille.david75@example.org,site
1760859540,9781804990278,1,13.04,jules.laurent35@example.org,Magasin
1773166860,9780373107148,2,35.67,manon.roux22@example.org,boutique
1781973180,9785237041484,1,6.63,arthur.fournier27@example.org,magasin
1776871860,9781958292068,1,23.25,jules.simon42@example.org,site
1763645460,9781408998465,1,8.2,lea.david55@example.org,Magasin
1766592000,9791000000069,1,28.78,jules.lefebvre41@example.org,boutique
1760091180,9781976709135,2,38.49,louis.bertrand32@example.org,MP
1760632800,9791000000529,2,16.81,manon.roux13@example.org,boutique
1759214040,9781732172234,2,15.48,theo.roux11@example.org,en ligne
1766131620,9781982127794,1,8.55,theo.fournier52@example.org,en ligne
1774879860,9783423262644,1,20.08,hugo.fournier80@example.org,web
1754995380,9791000000909,1,38.87,arthur.roux19@example.org,en ligne
1757088300,9791000000379,1,7.32,ines.fournier3@example.org,Magasin
1774872780,9781250030962,2,38.47,emma.morel98@example.org,magasin
1756294200,9781574535587,1,37.29,ines.moreau5@example.org,site
1772871480,9783423763349,1,20.37,jules.fournier14@example.org,MP
1780507740,9781089496199,1,31.63,jade.lefebvre84@example.org,magasin
1756985700,9780793546534,2,14.22,manon.dubois93@example.org,web
1758817200,9781439116050,1,16.21,lea.martin66@example.org,STORE
1777793040,9780785715627,1,18.88,jade.laurent18@example.org,Magasin
1761473940,9788427298286,1,8.84,louis.simon54@example.org,boutique
1758980160,9781504765145,1,7.43,theo.martin91@example.org,STORE
1770540540,9791000000449,1,9.05,zoe.lefebvre20@example.org,magasin
1781090880,9780061741005,3,19.4,hugo.fournier36@example.org,Magasin
1765006860,9789020632729,1,20.48,louis.martin61@example.org,STORE
1757928540,9780833566980,1,21.22,manon.morel81@example.org,online
1781261880,9798855127560,2,36.81,zoe.bernard41@example.org,boutique
1759854660,9781689366922,1,28.55,arthur.laurent65@example.org,site
1769428380,9780881039108,1,8.16,emma.bernard95@example.org,place de marché
1758026160,9780263782011,1,19.31,hugo.laurent86@example.org,Magasin
1759765320,9780756992248,1,32.75,theo.bertrand11@example.org,Magasin
1762423020,9780739370971,2,16.48,jade.martin78@example.org,site
1781800680,9781690319849,1,8.2,zoe.roux55@example.org,magasin
1758004080,9780896216921,3,12.68,emma.bertrand71@example.org,web
1770733260,9786155514142,1,39.65,emma.moreau87@example.org,STORE
1763570400,9789333394918,1,8.72,emma.bertrand72@example.org,online
1773130560,9780671702427,1,36.41,chloe.dubois42@example.org,place de marché
1779447660,9789993957720,0,6.33,hugo.fournier77@example.org,MP
1775493960,9781850180005,1,38.59,hugo.laurent34@example.org,boutique
1774096680,9780333675182,2,34.89,manon.david2@example.org,STORE
1770717840,9780856352737,1,29.25,arthur.bernard45@example.org,STORE
1777223040,9780060826086,1,30.4,jules.simon32@example.org,online
1761899100,9780718033323,1,20.14,gabriel.leroy21@example.org,Magasin
1763908440,9791000000699,2,18.01,ines.roux56@example.org,STORE
1757431140,9781595583260,0,16.13,arthur.dubois37@example.org,STORE
1768753740,9780449235997,3,19.45,chloe.roux66@example.org,Magasin
1760946420,978031212598X,2,37.25,camille.laurent51@example.org,online
1782052560,9780451622891,1,9.22,gabriel.bertrand14@example.org,boutique
1772821860,9780263096347,1,35.69,ines.dubois1@example.org,online
1752493620,9791000000799,2,24.44,lea.roux83@example.org,magasin
1771232520,9780747263463,0,4.99,gabriel.roux30@example.org,en ligne
1773920760,9781594488849,1,27.68,louis.morel92@example.org,magasin
1763053620,9783455302790,1,25.38,ines.simon69@example.org,site
1759946340,9781442486126,1,25.79,zoe.martin38@example.org,boutique
1761814620,9780671491758,1,6.17,jade.bernard75@example.org,boutique
1773670020,9780739371077,2,30.33,ines.dubois41@example.org,Magasin
1775379600,9781984801494,1,37.47,louis.michel35@example.org,boutique
1777739040,9780141384641,1,29.62,arthur.bertrand44@example.org,boutique
1757086800,9780804168441,3,7.7,nathan.michel68@example.org,STORE
1782212700,9781679521836,1,37.15,jade.moreau40@example.org,en ligne
1765177500,9781984801494,1,37.36,ines.bertrand28@example.org,online
1779812940,9791000000999,1,27.41,jules.laurent78@example.org,STORE
1754223360,9781534431010,1,36.18,lea.martin71@example.org,online
1758736620,9781534487673,1,5.11,theo.lefebvre13@example.org,web
1777543620,9780060291693,2,33.71,jade.michel76@example.org,STORE
1781677980,9780241269657,2,22.52,chloe.morel61@example.org,site
1763212620,9781280839290,2,29.49,louis.morel81@example.org,STORE
1778850720,9781280839290,1,16.91,theo.roux81@example.org,online
1765036200,9780061550676,1,9.93,jade.lefebvre33@example.org,magasin
1752678780,9791000000499,1,31.44,lucas.martin35@example.org,Magasin
1757524080,9780594091400,1,18.14,gabriel.bernard24@example.org,boutique
1764502980,9781250275042,2,9.77,zoe.bertrand97@example.org,web
1764157680,9791000000059,3,17.88,arthur.morel6@example.org,Magasin
