date_vente,isbn,quantite,prix_unitaire_eur,email_client,canal,id_caisse,version_export
2025-11-20,9780441363957,2,15.08,louis.martin13@example.org,boutique,8930,v2.3
2026-05-16,9781984801494,1,23.54,theo.moreau71@example.org,boutique,3874,v2.3
2025-08-08,9791000000609,2,5.09,jade.dubois40@example.org,Magasin,8967,v2.3
2026-06-17,9798589452563,1,17.16,zoe.morel24@example.org,boutique,3433,v2.3
2025-09-22,9782266227049,3,12.73,,STORE,5197,v2.3
2025-12-06,9781538739723,1,14.53,,site,5706,v2.3
2025-07-22,9781089496199,3,15.89,jade.leroy54@example.org,marketplace,8747,v2.3
2026-06-06,9780263757538,1,36.45,camille.roux80@example.org,magasin,2413,v2.3
2026-04-19,9780142427835,1,38.89,manon.michel58@example.org,online,8862,v2.3
2025-07-10,9789630711722,1,8.68,,STORE,2148,v2.3
2025-09-22,9798352831533,1,18.58,lea.martin93@example.org,magasin,9600,v2.3
2025-07-14,9781476873626,1,36.9,ines.simon3@example.org,magasin,9252,v2.3
2025-11-09,9781436223881,1,16.69,jade.david31@example.org,site,2234,v2.3
2026-01-08,9789000338658,1,10.04,lucas.michel20@example.org,marketplace,7288,v2.3
2025-08-28,9789999589604,1,24.62,chloe.roux90@example.org,magasin,9701,v2.3
2026-02-21,9780263751635,1,12.53,arthur.bertrand51@example.org,magasin,3079,v2.3
2026-06-06,9780449024959,1,28.28,chloe.dubois94@example.org,MP,6055,v2.3
2026-05-08,9781605090962,2,9.48,,Magasin,6741,v2.3
2026-05-10,9791000000489,1,17.81,ines.moreau24@example.org,STORE,6638,v2.3
2025-11-28,9788440672599,1,19.32,,STORE,8628,v2.3
2026-05-21,9791000000599,1,32.58,ines.david96@example.org,Magasin,4457,v2.3
2026-01-18,9780880881326,1,7.61,louis.laurent18@example.org,Magasin,1753,v2.3
2025-11-13,9780714822761,1,9.01,lucas.bernard52@example.org,STORE,9542,v2.3
2026-06-07,9780393419610,1,35.82,ines.bernard12@example.org,Magasin,4633,v2.3
2026-01-18,9788324592838,1,26.7,manon.laurent72@example.org,Magasin,9420,v2.3
2026-02-11,9780307567291,1,18.93,chloe.roux58@example.org,site,5488,v2.3
2025-07-10,9781605090962,1,23.51,louis.lefebvre63@example.org,place de marché,9956,v2.3
2025-07-29,9789953432540,1,23.59,jade.lefebvre86@example.org,place de marché,3553,v2.3
2025-09-28,9791000000769,1,28.79,camille.david42@example.org,online,5786,v2.3
2025-11-29,9781417601356,1,33.63,jade.moreau34@example.org,Magasin,4790,v2.3
2026-03-30,9781405224031,1,15.76,nathan.simon30@example.org,magasin,6010,v2.3
2025-11-28,9791000000149,1,34.9,emma.david79@example.org,Magasin,7387,v2.3
2026-03-30,9780061895968,2,19.73,gabriel.simon14@example.org,en ligne,5825,v2.3
2026-01-26,9780061557064,1,32.42,arthur.martin99@example.org,STORE,8879,v2.3
2026-05-11,9781414340913,1,8.29,ines.simon89@example.org,boutique,8102,v2.3
2025-12-05,9781508217022,2,13.81,jade.simon43@example.org,boutique,2986,v2.3
2026-05-04,9783453186880,2,24.37,chloe.simon15@example.org,online,2361,v2.3
2025-09-10,9780224008884,3,10.87,,magasin,7100,v2.3
2025-08-11,9781534438545,1,9.57,,magasin,3710,v2.3
2026-03-31,9798561631788,1,28.78,ines.simon58@example.org,Magasin,9702,v2.3
2026-06-17,9780756992248,1,24.34,,boutique,6822,v2.3
2026-06-05,9781565843790,0,23.96,hugo.michel50@example.org,STORE,9725,v2.3
2025-11-05,9780307704511,1,27.2,,online,4201,v2.3
2026-04-22,9783596035694,1,15.67,manon.morel43@example.org,Magasin,9630,v2.3
2025-08-24,9791000000249,1,21.0,emma.laurent39@example.org,Magasin,1542,v2.3
2026-03-26,9780345301451,1,23.68,camille.roux8@example.org,online,3835,v2.3
2025-07-15,9780142413401,1,23.07,jules.fournier54@example.org,boutique,4885,v2.3
2026-02-03,9780996487191,1,39.36,arthur.dubois35@example.org,MP,2656,v2.3
2026-01-16,9791000000319,3,13.09,,en ligne,6385,v2.3
2026-06-17,9791000000539,1,38.02,zoe.laurent75@example.org,web,3828,v2.3
2025-07-23,9780593642009,1,28.76,emma.dubois5@example.org,web,5333,v2.3
2025-08-07,9780356521640,1,39.47,lucas.bernard27@example.org,MP,5688,v2.3
2025-07-17,9780131105409,1,8.33,jade.david43@example.org,boutique,1315,v2.3
2026-03-08,9780754000471,1,23.52,zoe.lefebvre61@example.org,MP,8694,v2.3
2025-07-28,9782221129289,1,10.73,gabriel.martin61@example.org,boutique,2682,v2.3
2026-02-23,9781975618674,2,12.99,,STORE,2419,v2.3
2026-05-22,9781408998465,1,6.69,chloe.dubois28@example.org,boutique,4515,v2.3
2026-06-05,9780061557064,1,13.62,zoe.bertrand56@example.org,Magasin,5557,v2.3
2025-12-30,9780821775370,1,10.66,gabriel.bertrand36@example.org,STORE,8879,v2.3
2026-05-10,9780958854344,1,9.41,chloe.bernard18@example.org,site,9374,v2.3
2026-01-04,9791000000669,1,26.22,,boutique,2290,v2.3
2025-07-11,9780763603519,1,13.96,emma.morel99@example.org,en ligne,4650,v2.3
2026-06-05,9786073108409,1,6.57,arthur.fournier80@example.org,boutique,8179,v2.3
2025-12-01,978083177404X,2,33.46,theo.bertrand61@example.org,en ligne,6625,v2.3
2026-02-10,9781428640382,1,34.22,lucas.morel97@example.org,online,7129,v2.3
2026-03-07,9780805035650,1,5.97,theo.dubois50@example.org,en ligne,3006,v2.3
2026-02-05,9791000000089,1,37.98,gabriel.leroy37@example.org,STORE,8235,v2.3
2026-06-28,9780313207693,2,32.83,camille.moreau45@example.org,STORE,4797,v2.3
2026-03-01,9781725530911,1,28.62,arthur.simon5@example.org,boutique,4174,v2.3
2025-08-06,978957467950X,1,15.32,,boutique,7659,v2.3
2026-02-10,9780671742881,1,34.74,camille.lefebvre32@example.org,Magasin,5296,v2.3
2026-05-23,9781597223072,1,21.97,jade.david80@example.org,MP,8463,v2.3
2026-05-14,9781119251736,2,28.69,nathan.roux52@example.org,STORE,8351,v2.3
2026-06-04,9788427298286,1,19.16,chloe.roux43@example.org,magasin,7087,v2.3
2025-08-09,9783893400614,1,37.56,arthur.martin88@example.org,magasin,2205,v2.3
2025-07-21,9782265077249,2,10.83,jules.simon31@example.org,marketplace,6786,v2.3
2025-07-22,9781434499936,1,24.89,lucas.michel99@example.org,site,2523,v2.3
2026-03-28,9780380813018,1,18.06,zoe.bernard2@example.org,magasin,3376,v2.3
2026-04-01,9780679432531,1,20.99,lucas.roux79@example.org,magasin,7338,v2.3
2026-03-07,978147893377X,1,32.49,gabriel.simon8@example.org,online,2254,v2.3
2026-05-19,9798589452563,1,20.86,gabriel.morel5@example.org,boutique,8113,v2.3
2025-10-09,9783849536206,1,12.95,,STORE,2863,v2.3
2025-12-22,9780373114306,1,38.74,chloe.dubois95@example.org,online,2524,v2.3
2025-08-01,9791000000579,1,28.3,emma.fournier36@example.org,site,8925,v2.3
2026-02-04,9781594488849,2,32.04,ines.michel39@example.org,online,3623,v2.3
2026-01-10,9781512486162,1,27.0,manon.michel79@example.org,magasin,3843,v2.3
2026-03-16,9781780318578,1,4.68,camille.fournier90@example.org,magasin,3056,v2.3
2026-02-13,9780345458889,1,22.57,arthur.bertrand13@example.org,magasin,5653,v2.3
2025-11-01,9780786189694,2,11.24,louis.dubois42@example.org,web,2618,v2.3
2026-02-04,9780241753859,2,10.32,emma.fournier27@example.org,boutique,6199,v2.3
2025-07-23,9789367901229,1,8.7,,Magasin,5621,v2.3
2026-02-01,9798479401305,1,6.0,jules.martin3@example.org,STORE,2613,v2.3
2025-09-01,9789795533412,2,10.26,manon.lefebvre78@example.org,boutique,1255,v2.3
2026-05-17,9791000000799,1,15.17,lea.laurent8@example.org,web,5392,v2.3
2026-04-28,9781616960926,1,38.62,hugo.bernard41@example.org,STORE,1457,v2.3
2026-06-12,9781417661589,1,5.17,arthur.simon64@example.org,en ligne,4682,v2.3
2025-08-20,9791000000719,1,8.38,hugo.bertrand93@example.org,boutique,1222,v2.3
2026-03-09,9780345313904,1,23.53,manon.laurent50@example.org,place de marché,5476,v2.3
2025-12-11,9782266208178,1,11.51,lea.moreau65@example.org,MP,1311,v2.3
2026-06-12,9780079131195,2,23.94,theo.dubois79@example.org,web,8638,v2.3
2026-01-23,9780216897984,1,15.94,jules.bernard61@example.org,Magasin,7518,v2.3
2026-03-07,9780070078727,1,6.17,lucas.moreau52@example.org,magasin,1611,v2.3
2026-04-16,9781689366922,1,21.24,hugo.bernard81@example.org,magasin,8586,v2.3
2026-01-15,9781915593009,1,21.51,ines.michel94@example.org,magasin,7978,v2.3
2025-07-12,9780307567291,1,19.85,jade.martin79@example.org,STORE,2306,v2.3
2025-08-21,9781574535587,2,34.94,louis.leroy74@example.org,boutique,2725,v2.3
2026-06-27,9780898796827,0,15.59,gabriel.laurent29@example.org,en ligne,9185,v2.3
2025-10-30,9780553902716,1,15.89,,boutique,9575,v2.3
2025-11-12,9781976016301,2,37.93,gabriel.roux13@example.org,Magasin,2253,v2.3
2026-03-01,9781432899011,1,23.81,chloe.laurent41@example.org,STORE,5274,v2.3
2026-01-12,9791000000609,1,28.72,louis.martin54@example.org,web,2972,v2.3
2025-12-23,9789715502016,2,6.43,chloe.morel45@example.org,magasin,8962,v2.3
2026-06-28,9780373106233,2,17.54,,en ligne,6251,v2.3
2025-07-21,9780786189694,1,34.34,theo.leroy70@example.org,web,1804,v2.3
2026-05-08,9780007354733,2,11.1,louis.lefebvre57@example.org,place de marché,9617,v2.3
2025-11-25,9789508700568,1,34.07,chloe.dubois65@example.org,site,8051,v2.3
2025-08-15,9780714822761,1,7.55,arthur.lefebvre86@example.org,marketplace,9959,v2.3
2025-10-24,9788804507727,1,6.39,arthur.fournier29@example.org,Magasin,2937,v2.3
2025-12-07,9781432899011,1,39.7,nathan.lefebvre81@example.org,magasin,3914,v2.3
2026-05-24,9789715502016,1,32.55,,magasin,7023,v2.3
2025-07-31,9780007354733,2,27.09,,magasin,9452,v2.3
2025-07-05,9781804990278,1,33.56,hugo.fournier99@example.org,boutique,5897,v2.3
2026-06-04,9780393966435,1,30.22,lea.roux20@example.org,Magasin,2081,v2.3
2025-09-14,9781421809083,1,27.34,gabriel.laurent42@example.org,online,6524,v2.3
2025-12-06,9780263138382,1,35.99,lucas.bertrand82@example.org,boutique,5725,v2.3
2026-01-20,9791000000689,1,31.41,theo.lefebvre6@example.org,magasin,2366,v2.3
2026-02-22,9781449486792,0,8.7,louis.bertrand87@example.org,magasin,1296,v2.3
2025-10-23,9781844135844,3,35.94,jade.simon55@example.org,site,6569,v2.3
2026-03-31,9780749391843,2,25.06,,Magasin,9900,v2.3
2026-05-12,9780063429147,1,30.33,louis.bertrand92@example.org,Magasin,2493,v2.3
2026-06-11,9780471119463,1,22.28,,en ligne,9031,v2.3
2025-11-29,9791000000509,1,19.52,zoe.lefebvre85@example.org,STORE,9766,v2.3
2026-02-23,9780143566526,1,12.07,camille.martin60@example.org,en ligne,5453,v2.3
2026-01-27,9780061556746,1,27.71,hugo.morel61@example.org,boutique,1911,v2.3
2025-10-23,9780393966848,1,21.05,theo.bertrand12@example.org,web,6249,v2.3
2026-04-14,9781534438545,1,16.46,,STORE,5135,v2.3
2026-01-23,9780756956691,2,31.24,emma.bernard59@example.org,boutique,7615,v2.3
2025-11-05,9781119997559,1,16.26,zoe.david72@example.org,boutique,8418,v2.3
2026-03-18,9780061556746,2,39.3,louis.roux85@example.org,en ligne,2640,v2.3
2026-03-13,9780061944727,1,12.22,chloe.lefebvre88@example.org,magasin,7236,v2.3
2026-04-25,9789333394918,1,29.1,camille.michel17@example.org,boutique,5758,v2.3
2026-05-29,9786020332116,1,14.48,,site,4145,v2.3
2026-03-09,9798764553290,2,20.58,,Magasin,4289,v2.3
2025-08-27,9798791612762,1,31.8,theo.roux68@example.org,STORE,5705,v2.3
2026-01-10,9780263778724,1,19.46,jules.roux33@example.org,site,7307,v2.3
2025-09-11,9781529152975,1,29.07,jade.lefebvre23@example.org,STORE,7268,v2.3
2026-05-07,9780460116947,1,28.03,jules.bernard92@example.org,boutique,6637,v2.3
2025-08-21,9780062073747,2,18.59,zoe.martin9@example.org,magasin,4602,v2.3
2025-08-30,9781591026907,1,13.98,ines.bertrand79@example.org,boutique,6786,v2.3
2025-07-24,9789353445416,2,36.72,camille.dubois23@example.org,site,1744,v2.3
2026-04-11,9798987380420,1,5.65,,Magasin,9962,v2.3
2026-05-21,9780757910869,1,14.96,arthur.bertrand33@example.org,magasin,6695,v2.3
2025-12-24,9780263095760,1,7.54,,STORE,3389,v2.3
2025-08-08,9781414340913,2,31.23,lea.simon84@example.org,Magasin,5438,v2.3
2025-07-13,9780860099697,1,11.57,gabriel.bertrand40@example.org,Magasin,2016,v2.3
2025-07-28,9788445073834,3,13.77,ines.dubois41@example.org,magasin,9506,v2.3
2026-04-17,9789024512799,1,12.68,manon.lefebvre3@example.org,Magasin,9782,v2.3
2026-05-11,9780451118103,2,26.64,arthur.lefebvre65@example.org,site,4098,v2.3
2025-10-15,9780062225719,1,32.71,,online,9802,v2.3
2026-04-25,9780849202476,1,15.7,,magasin,5841,v2.3
2025-10-09,9791000000889,1,31.29,manon.martin49@example.org,web,7430,v2.3
2026-05-04,9788427298286,1,30.41,lucas.bernard27@example.org,boutique,1841,v2.3
2025-08-13,9781250275042,1,26.39,nathan.fournier23@example.org,MP,7490,v2.3
2025-11-21,9780984358137,1,22.78,arthur.bertrand4@example.org,site,4014,v2.3
2025-09-20,9798739955418,1,6.22,nathan.michel28@example.org,boutique,7922,v2.3
2025-09-16,9780358023951,1,38.14,,boutique,3629,v2.3
2026-04-09,9780316501286,1,30.94,nathan.bernard89@example.org,boutique,6848,v2.3
2026-04-20,9780001711129,1,22.58,chloe.martin4@example.org,online,7976,v2.3
2025-10-31,9782226479822,1,22.64,louis.laurent47@example.org,magasin,1090,v2.3
2026-04-19,9780263130249,1,18.66,gabriel.martin63@example.org,magasin,6892,v2.3
2025-09-11,9781730710735,3,35.2,hugo.moreau91@example.org,STORE,8288,v2.3
2025-11-05,9780470104248,1,11.8,,Magasin,3225,v2.3
2026-04-05,9780241269657,1,9.36,theo.simon90@example.org,magasin,1658,v2.3
2026-06-20,9780785748663,1,8.16,zoe.david64@example.org,site,8585,v2.3
2026-02-05,9780593105061,1,28.08,louis.bernard69@example.org,web,5492,v2.3
2026-01-14,9789994910458,1,36.98,jade.moreau49@example.org,boutique,1244,v2.3
2025-07-03,9780879015497,1,34.71,theo.david90@example.org,Magasin,9155,v2.3
2025-09-11,9791000000969,2,12.21,emma.dubois33@example.org,web,1271,v2.3
2025-10-11,9780486243832,0,24.19,chloe.michel66@example.org,site,6302,v2.3
2025-11-06,9798454025748,1,39.87,arthur.fournier70@example.org,STORE,8743,v2.3
2026-05-09,9780062019813,1,20.98,lea.lefebvre55@example.org,STORE,7135,v2.3
2025-11-15,9781508217022,1,20.72,theo.david94@example.org,magasin,1995,v2.3
2025-12-12,9781775415190,2,12.18,hugo.david17@example.org,STORE,9462,v2.3
2025-11-15,9781568655611,1,12.71,lucas.bernard74@example.org,STORE,7564,v2.3
2025-07-03,9781958292068,1,29.19,zoe.lefebvre41@example.org,STORE,3273,v2.3
2026-04-05,9780816137152,1,15.91,zoe.martin55@example.org,Magasin,9459,v2.3
2025-07-01,9798454025748,2,37.74,,boutique,8243,v2.3
2026-02-15,9780143432821,0,13.67,theo.leroy61@example.org,web,1845,v2.3
2025-11-06,9780575105843,3,19.71,lucas.dubois67@example.org,boutique,7877,v2.3
2026-02-03,9780385233132,1,6.32,jules.leroy23@example.org,magasin,5891,v2.3
2026-05-25,9788422686569,2,25.53,,web,2381,v2.3
2026-05-17,9780575073241,1,29.4,manon.morel19@example.org,boutique,2151,v2.3
2026-06-13,9781529369526,1,7.4,jules.bertrand21@example.org,online,4477,v2.3
2026-04-24,9798893311020,1,38.46,camille.dubois41@example.org,site,9569,v2.3
2026-06-10,9791000000379,1,21.46,emma.fournier47@example.org,Magasin,1479,v2.3
2026-04-19,9788374801171,1,23.1,,STORE,8330,v2.3
2025-09-25,9780718033323,2,12.71,,place de marché,3729,v2.3
2026-05-29,9780785715627,1,5.64,hugo.lefebvre99@example.org,magasin,9694,v2.3
2025-12-25,9781250275042,2,23.69,emma.laurent49@example.org,magasin,3764,v2.3
2026-04-14,9780679729525,1,33.59,louis.david7@example.org,STORE,8253,v2.3
2025-12-31,9781574535587,2,9.47,gabriel.michel6@example.org,magasin,8998,v2.3
2026-04-25,9781847941480,2,38.72,,marketplace,8214,v2.3
2026-02-12,9781500420536,1,25.13,jules.moreau52@example.org,STORE,2132,v2.3
2026-03-14,9780349440187,1,21.18,lucas.roux87@example.org,site,3755,v2.3
2025-09-13,9781974932573,1,19.58,manon.leroy89@example.org,web,5917,v2.3
2025-10-26,978030747249X,1,24.48,zoe.leroy85@example.org,Magasin,5382,v2.3
2025-08-08,9780136054054,1,37.76,louis.morel94@example.org,en ligne,2429,v2.3
2026-05-01,9783458080664,2,32.93,,en ligne,3069,v2.3
2026-06-01,9781976446184,1,21.06,lea.roux11@example.org,magasin,4557,v2.3
2025-10-05,9781408998465,1,12.39,lucas.roux20@example.org,magasin,2550,v2.3
2026-02-26,9782226018052,1,4.89,,site,4519,v2.3
2026-03-30,9791000000879,2,23.73,gabriel.michel32@example.org,magasin,8729,v2.3
2026-05-29,9780872205925,1,23.69,jules.michel15@example.org,marketplace,5325,v2.3
2025-09-13,9780241269657,3,8.6,ines.roux33@example.org,magasin,1582,v2.3
2026-06-29,9780714822761,1,25.06,nathan.lefebvre27@example.org,web,6581,v2.3
2026-01-16,9780256234787,1,8.75,hugo.bernard28@example.org,Magasin,5317,v2.3
2025-07-12,9780307932426,2,29.28,,marketplace,1392,v2.3
2025-11-04,9780393963298,1,14.19,manon.moreau21@example.org,online,9436,v2.3
2025-11-13,9791000000909,3,33.64,ines.bernard86@example.org,magasin,9422,v2.3
2026-03-07,9781534438545,1,16.19,ines.bernard58@example.org,site,9931,v2.3
2025-10-31,9781857157246,1,36.47,,STORE,5563,v2.3
2025-11-09,9781442006188,3,11.75,theo.roux35@example.org,magasin,8486,v2.3
2026-05-08,9780267171989,1,38.34,,Magasin,9867,v2.3
2025-08-17,9788423991235,1,12.14,chloe.bernard51@example.org,online,4559,v2.3
2025-09-25,9781726017640,2,14.7,hugo.bertrand7@example.org,Magasin,6415,v2.3
2025-12-20,9798846711082,2,24.57,gabriel.laurent3@example.org,magasin,6032,v2.3
2026-02-15,9781500420536,1,8.2,jade.simon13@example.org,magasin,3163,v2.3
2025-12-14,9781417733675,1,34.2,jade.simon28@example.org,online,6867,v2.3
2025-11-17,9781976709135,1,29.73,chloe.roux25@example.org,magasin,9922,v2.3
2026-02-08,9782724215908,2,16.26,hugo.laurent60@example.org,magasin,7497,v2.3
2026-01-27,9781727208351,1,30.42,camille.lefebvre81@example.org,online,2586,v2.3
2026-06-26,9781177541923,1,10.72,lea.roux60@example.org,marketplace,9081,v2.3
2025-10-20,9780553539899,1,31.99,nathan.lefebvre95@example.org,online,5896,v2.3
2025-09-27,9780816150694,1,23.3,nathan.bernard83@example.org,magasin,8198,v2.3
2026-02-11,9780030314810,1,35.75,nathan.leroy4@example.org,Magasin,3559,v2.3
2025-11-14,9788579623844,1,18.27,gabriel.morel90@example.org,marketplace,3801,v2.3
2026-06-03,9791000000679,1,39.15,zoe.michel41@example.org,Magasin,7530,v2.3
2025-12-21,9785170912360,1,16.89,theo.morel57@example.org,STORE,5161,v2.3
2026-01-17,9781448105618,1,34.72,camille.fournier9@example.org,STORE,6483,v2.3
2026-04-27,9791000000819,1,15.24,,Magasin,7677,v2.3
2026-01-08,9780393091809,2,19.4,hugo.leroy79@example.org,Magasin,8565,v2.3
2025-10-20,9798433379008,1,35.82,,online,8952,v2.3
2026-03-06,9780450055492,2,34.48,theo.dubois2@example.org,web,7338,v2.3
2025-12-12,9786053751120,1,21.98,jade.simon72@example.org,magasin,9916,v2.3
2025-09-06,9780765316974,1,6.57,arthur.lefebvre71@example.org,boutique,5889,v2.3
2025-12-15,9780263808568,1,26.59,jules.fournier14@example.org,boutique,7672,v2.3
2026-02-21,9780143469131,2,19.31,louis.moreau78@example.org,place de marché,2390,v2.3
2025-10-01,9791000000279,1,7.5,zoe.dubois54@example.org,STORE,5421,v2.3
2025-08-04,9780151189786,2,9.0,gabriel.bernard25@example.org,STORE,2366,v2.3
2025-11-11,9791000000629,1,20.51,,web,1619,v2.3
2026-05-27,9786070793677,2,27.28,jules.martin22@example.org,STORE,3571,v2.3
2026-06-16,9781844135844,1,33.88,jade.lefebvre94@example.org,en ligne,5431,v2.3
2026-02-18,9788435034821,1,31.79,lucas.moreau30@example.org,magasin,2879,v2.3
2025-12-22,9781417601356,1,22.45,ines.fournier54@example.org,web,2721,v2.3
2026-04-11,9791000000039,1,11.34,,MP,7708,v2.3
2025-10-30,9780655672241,1,24.42,,Magasin,7508,v2.3
2026-03-24,9781512486162,2,17.89,chloe.david79@example.org,boutique,2658,v2.3
2025-10-15,9780750504355,1,19.87,,site,7550,v2.3
2025-08-12,9780373114108,2,36.29,ines.simon63@example.org,STORE,3670,v2.3
2026-06-10,9789024512799,2,38.06,lucas.bernard23@example.org,marketplace,3967,v2.3
2025-10-06,9791000000879,2,11.4,,magasin,5444,v2.3
2025-08-07,9789719201847,3,13.92,ines.david47@example.org,Magasin,1304,v2.3
2026-01-15,9791000000529,1,29.68,emma.simon26@example.org,online,7220,v2.3
2025-08-22,9788494945786,1,31.04,jules.moreau40@example.org,STORE,6111,v2.3
2026-03-03,9781572707313,1,26.87,,en ligne,1569,v2.3
2026-05-13,9781405224031,3,11.87,camille.martin17@example.org,marketplace,3142,v2.3
2025-09-30,9780788729386,1,38.47,lea.michel50@example.org,STORE,4512,v2.3
2025-10-20,9781593157135,2,30.55,lucas.bernard77@example.org,Magasin,6853,v2.3
2025-09-20,9791000000419,1,6.93,emma.roux21@example.org,online,5867,v2.3
2025-07-05,9780441363957,2,26.29,,online,6636,v2.3
2026-02-05,9781473888357,1,6.18,nathan.bertrand99@example.org,site,9701,v2.3
2026-06-21,9782221073841,0,7.16,lea.martin79@example.org,magasin,5675,v2.3
2026-06-14,9781432622459,1,5.77,,magasin,7452,v2.3
2025-12-22,9780606011938,1,19.28,jade.bertrand45@example.org,magasin,9053,v2.3
2026-04-07,9780373024209,1,11.95,louis.dubois59@example.org,boutique,5539,v2.3
2025-10-02,9798669140557,1,10.39,chloe.dubois40@example.org,en ligne,8502,v2.3
2026-04-05,9781737507710,3,21.91,gabriel.roux93@example.org,Magasin,3252,v2.3
2026-02-28,9798433379008,1,15.54,lucas.roux22@example.org,magasin,4418,v2.3
2025-10-29,9780061741005,1,35.42,,boutique,9041,v2.3
2025-11-11,9781428811195,2,38.86,,magasin,1779,v2.3
2025-11-13,9780141384641,2,23.76,nathan.leroy21@example.org,web,7378,v2.3
2026-05-26,9781483928197,1,14.09,,STORE,4453,v2.3
2026-03-26,9780300024838,2,18.49,theo.laurent43@example.org,magasin,5718,v2.3
2025-09-29,9798596021639,1,20.91,lea.laurent17@example.org,online,8791,v2.3
2026-03-03,9781448105618,1,32.44,,web,2248,v2.3
2025-11-22,9780198118244,1,37.84,emma.moreau94@example.org,STORE,8813,v2.3
2026-01-04,9780216897984,3,27.07,emma.simon93@example.org,magasin,3427,v2.3
2026-02-12,9798628440865,2,4.87,gabriel.morel60@example.org,online,2212,v2.3
2026-06-07,9781478312932,1,26.46,zoe.leroy4@example.org,web,2499,v2.3
2026-05-10,9780857550460,1,18.67,,online,1405,v2.3
2025-10-17,9781442426757,1,25.72,chloe.leroy21@example.org,magasin,2271,v2.3
2025-10-16,9791000000059,3,15.84,zoe.moreau80@example.org,STORE,8155,v2.3
2025-12-12,9788324592265,1,5.8,nathan.simon13@example.org,magasin,6118,v2.3
2025-09-07,9781521093443,3,16.31,gabriel.dubois10@example.org,Magasin,1163,v2.3
2026-06-27,9781958292068,1,10.24,zoe.bertrand23@example.org,MP,4140,v2.3
2026-03-16,9788374801171,1,36.39,manon.fournier47@example.org,Magasin,4632,v2.3
2025-12-27,9786020332116,2,34.91,zoe.simon27@example.org,site,5783,v2.3
2025-11-10,9782724215908,2,13.14,manon.simon42@example.org,STORE,2876,v2.3
2025-07-02,9780263130249,1,9.54,lea.roux88@example.org,STORE,4607,v2.3
2025-10-13,9789584275097,1,6.4,lucas.roux32@example.org,magasin,3342,v2.3
2026-03-24,9780810997516,2,5.34,emma.david24@example.org,boutique,1929,v2.3
2025-09-23,9781679583353,3,15.43,lea.morel64@example.org,online,5871,v2.3
2026-04-30,9781435336667,1,32.77,jade.fournier68@example.org,boutique,3190,v2.3
2025-09-20,9780373106233,1,29.55,,site,3094,v2.3
2026-05-03,9791000000699,0,21.52,hugo.simon89@example.org,en ligne,8292,v2.3
2026-01-26,9780007164943,1,33.85,lucas.roux3@example.org,magasin,2593,v2.3
2025-10-20,9780263095760,1,11.19,nathan.dubois44@example.org,boutique,5764,v2.3
2025-10-10,9781444833386,2,18.26,,Magasin,1463,v2.3
2025-12-16,9791000000399,1,14.78,chloe.david12@example.org,STORE,9208,v2.3
2025-10-02,9780143469131,1,30.24,ines.morel90@example.org,Magasin,6899,v2.3
2025-12-25,9781083144430,1,12.54,nathan.michel95@example.org,STORE,5318,v2.3
2025-12-28,9780195365931,1,18.22,,site,4638,v2.3
2026-03-25,9781984801494,1,18.37,zoe.dubois20@example.org,STORE,6959,v2.3
2026-04-22,9798618236188,3,25.03,gabriel.michel65@example.org,site,7688,v2.3
2026-01-21,9781504765145,1,37.8,louis.leroy45@example.org,STORE,4575,v2.3
2025-10-09,9780613642880,1,27.87,gabriel.bernard33@example.org,marketplace,2302,v2.3
2025-10-28,9780340874592,1,20.8,louis.lefebvre34@example.org,boutique,1688,v2.3
2025-07-24,9789953432540,3,35.88,lucas.martin24@example.org,en ligne,3284,v2.3
2025-07-03,9791000000089,3,24.68,hugo.roux57@example.org,online,1731,v2.3
2026-03-20,9780140440577,1,37.46,lucas.roux13@example.org,en ligne,4948,v2.3
2025-07-13,9789189298323,1,13.89,theo.leroy97@example.org,online,9095,v2.3
2026-05-21,9780099439752,1,31.68,arthur.bernard34@example.org,magasin,8819,v2.3
2026-03-23,9780030314810,1,24.9,lucas.fournier10@example.org,en ligne,8660,v2.3
2026-01-22,9785763905953,1,10.19,nathan.david26@example.org,online,7631,v2.3
2026-04-25,9798212378338,1,18.59,theo.david2@example.org,en ligne,7857,v2.3
2026-01-23,9780860099697,1,4.91,theo.lefebvre83@example.org,site,7915,v2.3
2025-12-08,9780374524524,0,24.91,theo.dubois60@example.org,Magasin,7500,v2.3
2026-02-19,9780765316974,1,16.4,zoe.laurent53@example.org,Magasin,5187,v2.3
2026-02-11,9789583004506,1,19.34,zoe.bernard49@example.org,en ligne,2520,v2.3
2025-08-04,9780340874592,0,8.52,jade.morel67@example.org,STORE,9362,v2.3
2026-01-07,9780267171989,1,7.01,,Magasin,5560,v2.3
2026-04-07,9781434462770,1,27.09,manon.bertrand95@example.org,boutique,4481,v2.3
2025-08-14,9780062457806,1,7.4,louis.david72@example.org,boutique,3323,v2.3
2025-11-15,9781976087097,1,6.89,lea.martin11@example.org,site,7934,v2.3
2025-07-24,9780739371077,1,20.55,theo.lefebvre34@example.org,site,5191,v2.3
2026-06-17,9788427298293,1,7.92,manon.dubois25@example.org,place de marché,4270,v2.3
2025-08-04,9798628440865,1,32.95,emma.laurent62@example.org,magasin,5648,v2.3
2025-07-13,9781424231355,1,25.2,zoe.leroy83@example.org,STORE,5700,v2.3
2025-10-07,9781439580721,1,10.29,manon.dubois87@example.org,STORE,3182,v2.3
