Date;ISBN13;Qte;PU;Email;Canal
06/08/2025;9781974052264;1;19.15;louis.bertrand25@example.org;boutique
30/09/2025;9780343038007;1;27.49;arthur.bertrand16@example.org;MP
23/01/2026;9780142413401;2;28.76;gabriel.michel90@example.org;Magasin
23/12/2025;9781495096105;1;17.07;gabriel.laurent64@example.org;magasin
22/01/2026;9780061762604;1;39.39;lea.simon58@example.org;magasin
11/07/2025;9791000000019;1;39.26;jules.david48@example.org;magasin
28/03/2026;9781538500484;1;18.12;camille.morel73@example.org;STORE
27/09/2025;9788422631880;1;22.14;chloe.simon13@example.org;web
20/04/2026;9780345461629;2;29.51;louis.leroy20@example.org;Magasin
20/07/2025;9791000000599;1;38.41;nathan.morel40@example.org;STORE
15/06/2026;9780134101477;1;10.43;nathan.lefebvre25@example.org;boutique
20/12/2025;9791000000629;1;27.81;jade.morel58@example.org;marketplace
03/08/2025;9783423262644;1;9.5;arthur.moreau52@example.org;site
03/03/2026;9798986868035;2;27.85;nathan.fournier67@example.org;magasin
12/12/2025;9791000000359;1;24.86;jade.morel70@example.org;web
08/09/2025;9798642299869;2;14.87;gabriel.michel56@example.org;Magasin
13/07/2025;9788481096156;1;24.37;jade.laurent64@example.org;STORE
23/06/2026;9788417992491;1;5.97;lea.laurent76@example.org;web
25/07/2025;9786287574632;1;38.72;jade.moreau46@example.org;site
16/06/2026;9780330471138;1;22.5;louis.leroy48@example.org;site
20/08/2025;9780451168283;3;36.09;ines.bernard92@example.org;marketplace
19/04/2026;9781521105948;1;6.1;jade.moreau89@example.org;magasin
03/07/2025;9791000000289;1;33.3;ines.dubois50@example.org;marketplace
22/01/2026;9780099439752;1;25.7;manon.michel88@example.org;STORE
31/05/2026;9798671330687;3;18.99;camille.michel53@example.org;Magasin
06/10/2025;9780193151468;2;13.47;camille.david89@example.org;Magasin
15/02/2026;9783442424504;1;12.39;nathan.bernard21@example.org;Magasin
01/04/2026;9783502551638;1;30.7;jade.laurent69@example.org;STORE
18/04/2026;9781250790514;1;8.73;chloe.bernard72@example.org;Magasin
23/03/2026;9783442249329;1;8.37;hugo.martin50@example.org;boutique
21/06/2026;9780739371077;1;19.93;lucas.lefebvre95@example.org;boutique
22/07/2025;9781568655611;3;31.64;chloe.morel27@example.org;STORE
08/07/2025;9791000000739;1;34.93;manon.dubois45@example.org;Magasin
26/05/2026;9780373110926;1;9.92;theo.leroy9@example.org;boutique
08/10/2025;9780136054054;1;20.04;zoe.bernard32@example.org;STORE
12/09/2025;9789994910458;3;6.51;lea.michel67@example.org;magasin
25/09/2025;9780316310420;3;17.61;emma.bernard88@example.org;web
02/07/2025;9781442426757;1;18.22;nathan.fournier29@example.org;magasin
07/08/2025;9780241950265;1;36.74;jade.laurent88@example.org;Magasin
30/10/2025;9780316479264;1;13.35;zoe.lefebvre20@example.org;Magasin
01/01/2026;9780416165326;1;27.05;louis.michel33@example.org;boutique
11/07/2025;9781444833386;2;9.6;zoe.michel91@example.org;boutique
03/09/2025;9780749459116;1;11.87;jade.michel54@example.org;MP
13/02/2026;9791000000779;1;17.37;ines.david52@example.org;web
14/10/2025;9789507511288;1;11.26;chloe.fournier94@example.org;en ligne
07/04/2026;9782221073841;2;18.95;theo.moreau51@example.org;marketplace
04/04/2026;9780141038148;1;36.53;gabriel.martin26@example.org;boutique
19/09/2025;9788432217456;1;22.82;louis.lefebvre4@example.org;boutique
07/06/2026;9798628440865;1;30.91;emma.david52@example.org;boutique
10/12/2025;9780785715627;1;30.64;arthur.simon79@example.org;magasin
03/08/2025;9780385094436;1;37.07;jules.simon12@example.org;en ligne
30/12/2025;9781538745748;2;38.41;theo.fournier9@example.org;MP
09/12/2025;9780697034342;3;20.31;ines.bertrand23@example.org;en ligne
14/04/2026;9780590411011;3;9.88;gabriel.bernard69@example.org;Magasin
09/04/2026;9780811806404;1;39.31;hugo.bernard85@example.org;boutique
19/08/2025;9783257208634;1;35.66;arthur.michel62@example.org;marketplace
27/04/2026;9781958943366;0;17.33;zoe.roux74@example.org;web
11/07/2025;9791000000959;1;28.28;lucas.simon11@example.org;STORE
08/09/2025;9786055943370;1;18.43;emma.bernard86@example.org;boutique
12/12/2025;9788374805568;2;38.09;lea.simon78@example.org;MP
29/04/2026;9781399633871;0;17.43;manon.moreau66@example.org;STORE
13/07/2025;9780205060450;1;10.41;hugo.bertrand40@example.org;MP
07/02/2026;9780590928861;1;31.05;zoe.david11@example.org;STORE
05/09/2025;9781561037629;3;26.6;camille.laurent49@example.org;boutique
11/01/2026;9781784878719;1;28.29;jade.simon47@example.org;place de marché
03/02/2026;9781335468437;2;9.18;lucas.bertrand34@example.org;web
14/11/2025;9786020332116;3;37.02;lea.morel86@example.org;STORE
28/08/2025;9780553539899;2;33.04;nathan.moreau10@example.org;web
17/09/2025;9781976087097;2;32.07;lea.martin93@example.org;magasin
22/12/2025;9780466208349;3;6.99;zoe.david43@example.org;site
29/07/2025;9780843934632;1;37.0;lea.dubois12@example.org;site
17/06/2026;9780061451652;1;29.88;jade.simon81@example.org;boutique
10/10/2025;9780521205542;0;25.93;louis.lefebvre37@example.org;magasin
17/03/2026;9780072466652;1;38.99;manon.dubois70@example.org;boutique
25/06/2026;9782702411933;1;11.12;ines.morel30@example.org;web
30/04/2026;9780550200686;1;22.44;theo.moreau55@example.org;STORE
01/11/2025;9788447333165;1;36.03;manon.laurent97@example.org;web
02/08/2025;9798450814261;1;30.45;gabriel.bernard87@example.org;Magasin
11/06/2026;9781588810403;1;31.81;lucas.bertrand88@example.org;magasin
11/12/2025;9789999589604;1;33.21;lucas.lefebvre39@example.org;Magasin
06/10/2025;9781850890362;1;6.01;lucas.michel60@example.org;Magasin
23/01/2026;9780030314810;2;20.94;emma.dubois95@example.org;Magasin
13/07/2025;9780330471138;1;15.71;emma.michel47@example.org;magasin
04/06/2026;9791000000299;1;25.49;louis.moreau13@example.org;magasin
15/09/2025;9780263122169;1;5.27;jade.dubois39@example.org;STORE
07/03/2026;9780007527564;2;19.82;louis.lefebvre86@example.org;magasin
24/08/2025;9780141309750;3;29.49;theo.dubois31@example.org;Magasin
30/01/2026;9780143566526;1;15.4;louis.simon81@example.org;en ligne
05/02/2026;9781568955575;1;9.08;theo.simon93@example.org;en ligne
04/09/2025;9781536681949;1;21.26;camille.lefebvre48@example.org;online
15/12/2025;9781958943366;1;35.36;ines.david61@example.org;STORE
22/04/2026;9781409413615;1;11.38;emma.simon81@example.org;boutique
09/05/2026;9780140281118;2;13.32;arthur.martin41@example.org;site
14/09/2025;9781847941480;1;23.23;zoe.roux94@example.org;STORE
16/01/2026;9781377100975;1;31.76;emma.simon8@example.org;Magasin
21/05/2026;9780756956691;1;33.7;arthur.leroy19@example.org;STORE
06/03/2026;9780307262196;1;23.49;chloe.roux78@example.org;marketplace
01/08/2025;9781119675655;2;23.03;theo.moreau49@example.org;Magasin
06/07/2025;9780079131195;1;9.6;camille.martin84@example.org;online
24/02/2026;9780736423298;3;9.73;jade.leroy21@example.org;Magasin
25/08/2025;9791000000619;1;14.27;zoe.laurent21@example.org;web
09/07/2025;9783442454181;1;16.06;arthur.simon19@example.org;STORE
09/01/2026;9780593105061;1;19.87;ines.michel23@example.org;en ligne
18/07/2025;9780613135818;1;24.52;jules.leroy8@example.org;web
04/08/2025;9780061244650;1;23.01;hugo.bernard97@example.org;STORE
21/12/2025;9789871144686;1;31.08;arthur.michel70@example.org;marketplace
25/05/2026;9780800712136;1;9.99;lea.fournier27@example.org;Magasin
11/11/2025;9780553350630;1;27.32;camille.martin83@example.org;boutique
22/07/2025;9781408998465;2;38.13;emma.leroy41@example.org;STORE
21/05/2026;9780356502410;1;22.56;theo.lefebvre4@example.org;Magasin
21/07/2025;9798618236188;1;11.89;arthur.martin45@example.org;magasin
05/01/2026;9781975618674;2;10.31;chloe.dubois69@example.org;magasin
15/05/2026;9780321793102;1;17.75;jade.dubois26@example.org;place de marché
09/10/2025;9780816150694;2;18.4;theo.lefebvre4@example.org;Magasin
30/05/2026;9780606283892;1;18.86;louis.bernard6@example.org;online
14/10/2025;9798618236188;2;30.54;theo.fournier89@example.org;web
03/12/2025;9783453186880;1;27.43;hugo.roux33@example.org;web
06/12/2025;9781538500484;1;10.9;ines.moreau64@example.org;Magasin
20/02/2026;9798627347820;1;10.35;arthur.lefebvre72@example.org;en ligne
07/06/2026;9780263758993;3;7.25;nathan.martin4@example.org;site
18/11/2025;9791000000549;1;20.26;louis.bernard7@example.org;en ligne
06/10/2025;9791000000969;1;35.53;lea.laurent54@example.org;magasin
18/07/2025;9791000000229;1;9.52;zoe.morel27@example.org;magasin
15/06/2026;9788074770814;1;37.46;arthur.dubois2@example.org;marketplace
29/10/2025;9789710843480;2;25.02;manon.laurent3@example.org;Magasin
20/06/2026;9781101138816;1;18.57;jade.martin5@example.org;Magasin
24/02/2026;9786073108409;1;4.97;jules.david9@example.org;STORE
03/03/2026;9781538745748;2;5.36;manon.fournier25@example.org;web
01/07/2025;978006095685X;1;24.44;gabriel.leroy90@example.org;online
25/07/2025;979821701436X;1;25.67;zoe.fournier61@example.org;web
07/01/2026;9789333394918;1;9.66;lucas.michel23@example.org;Magasin
25/12/2025;9780072957549;1;33.32;arthur.david70@example.org;Magasin
07/02/2026;9798701966169;1;35.82;ines.simon83@example.org;Magasin
03/04/2026;9783893400614;1;36.0;ines.leroy81@example.org;boutique
03/04/2026;9781504765145;2;10.14;emma.fournier27@example.org;Magasin
31/01/2026;9791000000029;1;22.25;jules.leroy14@example.org;magasin
08/04/2026;9781718104273;3;30.69;ines.lefebvre15@example.org;STORE
08/01/2026;9780821775370;3;23.02;jade.moreau74@example.org;en ligne
18/06/2026;9781433207938;0;12.49;zoe.dubois89@example.org;web
16/03/2026;9780140256352;1;9.61;lea.bertrand40@example.org;web
03/12/2025;9782075094450;1;27.09;chloe.martin3@example.org;site
15/10/2025;9783442353927;2;28.59;lea.laurent58@example.org;magasin
31/12/2025;9781593157135;1;29.2;theo.simon50@example.org;STORE
05/02/2026;9785553671754;1;21.44;jules.david63@example.org;magasin
27/12/2025;9780380813018;1;21.27;jade.morel69@example.org;magasin
27/04/2026;9780008653149;2;38.1;arthur.martin49@example.org;magasin
14/08/2025;9788427298293;1;7.76;hugo.bertrand92@example.org;place de marché
18/02/2026;9780460116947;2;13.04;arthur.martin42@example.org;MP
26/06/2026;9780393925340;1;26.23;nathan.martin88@example.org;boutique
11/06/2026;9780241753859;1;22.42;lea.leroy24@example.org;Magasin
16/04/2026;9781784878719;2;23.46;jules.laurent75@example.org;magasin
09/03/2026;9780658006340;3;14.89;louis.martin38@example.org;en ligne
17/06/2026;9781119621508;3;7.22;arthur.lefebvre32@example.org;magasin
31/05/2026;9791000000299;1;17.84;theo.dubois29@example.org;STORE
25/04/2026;9780140440577;1;29.77;nathan.bernard22@example.org;web
06/05/2026;9781442426757;1;22.06;gabriel.martin91@example.org;STORE
24/08/2025;9780894108815;1;14.37;gabriel.bernard9@example.org;site
06/06/2026;9780307704511;1;22.45;hugo.dubois16@example.org;magasin
19/04/2026;9780718188740;1;20.29;lucas.leroy34@example.org;Magasin
02/06/2026;9780007164943;1;8.6;jules.moreau26@example.org;boutique
25/06/2026;9798627347820;1;6.62;camille.bernard68@example.org;STORE
05/07/2025;9780967162461;2;9.35;hugo.fournier62@example.org;boutique
01/03/2026;9782376862185;1;8.01;jade.leroy82@example.org;magasin
04/09/2025;9780241269657;1;34.99;lea.lefebvre66@example.org;magasin
04/11/2025;9781408982884;2;34.23;lucas.moreau34@example.org;Magasin
07/02/2026;9780263808568;2;32.13;camille.moreau86@example.org;STORE
07/05/2026;9780007163243;2;31.0;emma.lefebvre79@example.org;Magasin
22/05/2026;9780618058952;1;22.95;arthur.morel10@example.org;online
30/01/2026;9781442421844;1;29.44;emma.morel83@example.org;magasin
18/01/2026;9781436253796;1;33.06;ines.laurent69@example.org;STORE
26/02/2026;9780671827038;1;31.31;emma.lefebvre44@example.org;marketplace
23/12/2025;9781402593833;1;26.85;manon.david35@example.org;en ligne
01/05/2026;9781442445987;1;37.31;ines.moreau73@example.org;web
04/12/2025;978147893377X;2;22.83;gabriel.laurent34@example.org;Magasin
05/10/2025;9780061002878;1;32.36;theo.moreau88@example.org;en ligne
10/04/2026;9789794130834;1;20.88;louis.bernard93@example.org;en ligne
14/10/2025;9789643114190;2;33.9;louis.david64@example.org;en ligne
05/03/2026;9781679583353;1;24.61;ines.dubois33@example.org;magasin
09/01/2026;9781408880715;1;18.42;lea.moreau33@example.org;Magasin
08/04/2026;9780697034342;2;22.59;gabriel.moreau35@example.org;magasin
18/05/2026;9780205060450;1;21.36;jade.simon16@example.org;marketplace
02/01/2026;9788440220677;2;6.43;lea.laurent14@example.org;STORE
19/08/2025;9791000000499;2;19.48;jules.david73@example.org;magasin
20/12/2025;9786055943370;2;14.56;hugo.moreau29@example.org;STORE
29/12/2025;9780749459116;1;5.31;ines.morel29@example.org;marketplace
13/01/2026;9780545541251;1;5.12;louis.bernard74@example.org;en ligne
02/09/2025;9798739934543;1;18.89;hugo.lefebvre79@example.org;web
21/10/2025;9780356232928;1;12.95;theo.michel75@example.org;online
27/10/2025;9780804168441;2;18.96;zoe.lefebvre20@example.org;Magasin
11/01/2026;9780553539899;1;14.12;arthur.michel68@example.org;en ligne
13/03/2026;9780786189694;1;34.17;chloe.simon19@example.org;magasin
23/06/2026;9780316479264;1;32.4;chloe.moreau41@example.org;en ligne
05/11/2025;9788440666826;1;12.67;arthur.martin88@example.org;boutique
03/08/2025;9780486243832;2;5.27;lucas.simon49@example.org;site
14/02/2026;9791000000339;1;19.98;lucas.moreau35@example.org;STORE
11/11/2025;9798790221941;1;12.26;chloe.fournier5@example.org;MP
26/10/2025;9780757910869;2;10.12;jules.laurent11@example.org;STORE
28/11/2025;9780263137958;2;14.36;louis.moreau53@example.org;STORE
04/08/2025;9787555027706;2;26.48;louis.laurent71@example.org;Magasin
24/09/2025;9780307394392;1;38.53;lea.bernard99@example.org;marketplace
30/09/2025;9781442006188;1;20.87;lucas.bertrand23@example.org;boutique
04/10/2025;9789507511288;2;16.02;louis.morel35@example.org;magasin
30/07/2025;9780141378480;1;6.21;emma.fournier17@example.org;boutique
05/01/2026;9780142413401;2;20.87;zoe.dubois91@example.org;site
21/09/2025;9781521105948;1;6.0;jade.dubois1@example.org;en ligne
08/03/2026;9783442457472;2;23.98;jade.leroy60@example.org;STORE
22/04/2026;9785237041484;2;18.84;manon.leroy53@example.org;web
13/03/2026;9780060291693;2;11.82;lucas.fournier39@example.org;magasin
28/01/2026;9780575085688;1;17.73;ines.lefebvre26@example.org;site
23/05/2026;9782221129289;1;35.13;emma.david39@example.org;Magasin
09/07/2025;9791000000249;1;20.04;arthur.michel60@example.org;Magasin
13/10/2025;9780030314810;1;38.47;hugo.dubois82@example.org;magasin
28/07/2025;9781470825553;1;18.18;gabriel.bernard77@example.org;STORE
20/03/2026;9780439982566;1;37.56;arthur.bernard46@example.org;STORE
17/03/2026;9780671458423;1;8.09;manon.martin4@example.org;boutique
07/01/2026;9784871877664;1;16.33;zoe.simon80@example.org;en ligne
27/07/2025;9780810918849;1;8.86;zoe.morel63@example.org;Magasin
19/07/2025;9780380976003;2;30.29;lea.dubois49@example.org;en ligne
11/02/2026;9780470104248;2;13.96;emma.morel26@example.org;site
19/11/2025;9780141378480;1;6.06;camille.dubois25@example.org;online
30/01/2026;9798855090437;2;9.87;manon.moreau1@example.org;magasin
20/07/2025;9780062225719;2;32.36;hugo.lefebvre22@example.org;Magasin
08/06/2026;9780821778555;2;16.63;lucas.fournier61@example.org;STORE
07/04/2026;9791000000119;3;30.77;ines.leroy20@example.org;STORE
03/11/2025;9781935682028;2;19.86;manon.simon66@example.org;en ligne
24/01/2026;9781548261887;3;15.13;manon.bernard19@example.org;boutique
21/10/2025;9791000000029;3;20.94;emma.bernard90@example.org;en ligne
21/01/2026;9780958854344;1;15.09;hugo.dubois80@example.org;Magasin
05/06/2026;9781442421844;2;37.28;jules.michel52@example.org;MP
28/02/2026;9780380813018;1;17.61;theo.moreau63@example.org;Magasin
19/01/2026;9789993957720;1;19.73;hugo.laurent32@example.org;place de marché
20/12/2025;9780590411011;1;25.51;lea.bernard11@example.org;site
05/07/2025;9780862201234;1;21.94;lea.morel90@example.org;web
02/07/2025;9780156724005;1;9.23;lucas.david88@example.org;place de marché
19/04/2026;9789024512799;1;36.11;ines.bernard5@example.org;magasin
11/05/2026;9783552044319;2;11.31;louis.michel63@example.org;marketplace
27/11/2025;9780394299877;2;7.04;theo.dubois9@example.org;Magasin
11/11/2025;9780618058952;1;29.28;nathan.lefebvre78@example.org;web
17/07/2025;978006024803X;2;28.04;arthur.morel58@example.org;en ligne
04/12/2025;9780394179933;1;33.34;gabriel.morel31@example.org;MP
16/10/2025;9788324592838;1;29.39;jules.bernard8@example.org;site
15/02/2026;9780060291693;1;7.1;ines.bertrand41@example.org;boutique
08/02/2026;9781439580721;1;27.31;theo.bertrand27@example.org;online
03/01/2026;9789022591932;1;16.72;jules.martin33@example.org;online
12/03/2026;9780030314810;1;18.57;ines.lefebvre18@example.org;STORE
28/06/2026;9798427336826;1;38.42;louis.martin22@example.org;en ligne
07/03/2026;9781984842305;0;9.75;emma.moreau66@example.org;Magasin
12/10/2025;9781405224031;1;5.86;camille.david47@example.org;place de marché
11/05/2026;9780062073747;1;8.2;chloe.moreau19@example.org;STORE
16/03/2026;9780793546534;1;35.99;chloe.michel99@example.org;site
29/04/2026;9789994910458;1;39.79;zoe.martin37@example.org;STORE
28/04/2026;9781177541923;3;6.72;gabriel.lefebvre78@example.org;boutique
29/04/2026;9781844135844;1;15.13;jules.fournier30@example.org;place de marché
08/11/2025;9780396080176;1;23.29;jules.moreau58@example.org;marketplace
06/02/2026;9789508700568;3;32.9;manon.leroy70@example.org;Magasin
24/05/2026;9781883217044;1;25.75;jules.lefebvre75@example.org;boutique
09/04/2026;9780140449532;2;34.78;jade.leroy93@example.org;STORE
01/06/2026;9780061762604;1;19.7;ines.david32@example.org;Magasin
05/09/2025;9791000000559;2;13.64;theo.david33@example.org;Magasin
04/02/2026;9780545541251;2;17.29;theo.laurent70@example.org;magasin
18/09/2025;9780330471138;1;37.67;hugo.bernard99@example.org;STORE
28/08/2025;9780156035156;1;8.8;zoe.leroy16@example.org;MP
20/11/2025;9780679728054;1;32.43;lucas.dubois50@example.org;web
06/11/2025;9780857550460;1;36.85;lea.bernard21@example.org;boutique
25/03/2026;9798479401305;1;11.37;lucas.martin44@example.org;Magasin
07/02/2026;9798454025748;2;31.97;jade.moreau22@example.org;web
05/03/2026;9781932796575;1;29.19;hugo.fournier85@example.org;online
20/02/2026;9781440673641;1;17.56;jules.martin58@example.org;boutique
29/12/2025;9780898796827;0;37.56;ines.michel96@example.org;magasin
23/02/2026;9780385094436;1;7.9;nathan.roux18@example.org;MP
09/04/2026;9789333394918;2;8.74;jules.morel82@example.org;STORE
01/04/2026;9780880881326;1;5.88;nathan.martin39@example.org;boutique
11/01/2026;9781101138816;1;34.58;lea.leroy47@example.org;site
01/12/2025;9781335468437;1;39.24;ines.dubois92@example.org;magasin
26/03/2026;9788423991235;1;8.04;nathan.bernard34@example.org;en ligne
02/09/2025;9781495096105;1;25.11;lea.moreau7@example.org;STORE
08/04/2026;9780380395606;1;34.92;theo.leroy85@example.org;STORE
23/01/2026;9780984358137;3;15.54;gabriel.bernard85@example.org;STORE
27/07/2025;9780449908587;1;38.09;camille.bernard62@example.org;magasin
01/01/2026;9780001604308;1;13.86;hugo.bernard43@example.org;boutique
18/04/2026;9780373706099;2;26.83;camille.lefebvre28@example.org;boutique
15/06/2026;9781975618674;1;18.94;manon.roux94@example.org;boutique
30/10/2025;9780833566980;1;26.21;jade.moreau68@example.org;STORE
24/01/2026;9791000000999;1;36.74;theo.laurent32@example.org;magasin
08/11/2025;9786073814423;1;4.55;nathan.michel76@example.org;web
19/06/2026;9783442424504;1;33.33;nathan.david32@example.org;web
27/10/2025;9781535540124;2;30.39;jade.dubois28@example.org;en ligne
21/04/2026;9781119251736;1;29.89;camille.michel14@example.org;MP
12/09/2025;9781857987386;2;32.31;lucas.simon53@example.org;Magasin
14/06/2026;9798625352550;1;11.63;emma.moreau50@example.org;en ligne
06/06/2026;9780241269657;3;13.09;arthur.laurent56@example.org;magasin
07/02/2026;9780030314810;1;32.16;jules.bertrand59@example.org;STORE
26/08/2025;9791000000039;1;14.53;louis.michel99@example.org;magasin
29/03/2026;9780849202476;1;16.81;hugo.lefebvre26@example.org;STORE
16/01/2026;9780571226856;1;12.31;emma.martin31@example.org;online
09/04/2026;9781975618674;1;9.62;manon.bertrand48@example.org;STORE
17/11/2025;9783893400614;1;32.8;jade.martin9@example.org;site
22/11/2025;9780671692650;2;31.32;louis.david64@example.org;magasin
11/07/2025;9783502551638;2;31.75;gabriel.roux44@example.org;magasin
04/10/2025;9781721284443;2;30.02;gabriel.laurent90@example.org;STORE
18/05/2026;9781108057875;1;38.51;lucas.bernard49@example.org;Magasin
03/11/2025;9780131105409;1;16.4;arthur.morel31@example.org;en ligne
06/02/2026;9791000000829;1;28.92;nathan.roux18@example.org;boutique
23/07/2025;9780241573754;1;23.44;lea.bernard88@example.org;Magasin
22/10/2025;9798669140557;1;17.63;jules.laurent2@example.org;online
21/11/2025;9780747557777;1;20.42;chloe.bernard44@example.org;boutique
17/08/2025;9780224617253;1;25.68;hugo.martin61@example.org;en ligne
02/06/2026;9780061734526;1;4.73;arthur.fournier28@example.org;Magasin
21/08/2025;9781588810403;1;12.62;manon.martin55@example.org;en ligne
17/02/2026;9789583004506;1;5.45;nathan.david74@example.org;marketplace
07/10/2025;9798628440865;2;12.79;jules.bertrand23@example.org;web
10/10/2025;9780750504355;1;6.67;zoe.moreau80@example.org;web
13/10/2025;9781942788768;1;35.66;theo.fournier88@example.org;Magasin
02/08/2025;9780007354733;3;21.27;camille.dubois48@example.org;magasin
16/06/2026;9781410498700;2;8.34;louis.moreau10@example.org;boutique
08/02/2026;9780141374239;1;10.38;ines.lefebvre21@example.org;boutique
03/02/2026;9798628440865;1;32.63;manon.simon34@example.org;place de marché
11/07/2025;9780049140172;1;17.79;zoe.bernard75@example.org;magasin
03/09/2025;9791000000249;1;30.59;nathan.leroy62@example.org;online
24/04/2026;9780140209723;2;9.29;louis.leroy30@example.org;marketplace
26/07/2025;9781417633845;2;23.75;lea.moreau69@example.org;magasin
02/04/2026;9780263108262;1;16.26;emma.fournier23@example.org;magasin
14/10/2025;9780061244650;2;12.31;lea.leroy19@example.org;Magasin
21/05/2026;9783608938296;1;31.41;zoe.dubois88@example.org;STORE
20/12/2025;9780241968154;1;4.91;camille.morel86@example.org;place de marché
16/07/2025;9786020332116;1;31.32;lea.bernard89@example.org;boutique
20/08/2025;9781435336667;2;23.58;lucas.martin81@example.org;magasin
28/12/2025;9789868856097;1;8.58;theo.morel38@example.org;en ligne
06/04/2026;9781408880715;1;28.15;arthur.laurent63@example.org;magasin
25/11/2025;9780263102734;1;6.0;jade.lefebvre6@example.org;Magasin
23/07/2025;9788417454432;1;27.94;hugo.michel45@example.org;STORE
22/03/2026;9798625352550;1;18.84;nathan.moreau53@example.org;boutique
19/03/2026;9781850890362;0;17.58;jules.simon40@example.org;web
09/01/2026;9780415478816;1;29.79;arthur.martin53@example.org;web
05/05/2026;9781982127794;1;20.78;lucas.morel3@example.org;boutique
01/08/2025;9780385142519;2;37.36;jade.laurent68@example.org;magasin
28/03/2026;9780747263463;1;26.65;manon.fournier83@example.org;web
28/02/2026;9780425104347;2;13.32;chloe.michel92@example.org;boutique
02/08/2025;9788420683324;1;9.98;lea.dubois90@example.org;Magasin
29/11/2025;9789333394918;1;24.73;theo.michel39@example.org;web
31/01/2026;9781322110233;2;17.54;gabriel.moreau14@example.org;STORE
06/11/2025;9782021011968;1;5.94;jade.laurent81@example.org;MP
08/01/2026;9780061734526;1;35.42;louis.michel30@example.org;STORE
15/06/2026;9780718188740;1;38.46;camille.david11@example.org;Magasin
27/01/2026;9788074770814;1;14.79;camille.morel29@example.org;magasin
11/04/2026;9781474029599;1;10.82;manon.simon93@example.org;boutique
22/06/2026;9781531888176;1;16.53;theo.david82@example.org;magasin
27/11/2025;9788828350453;1;12.15;lucas.moreau68@example.org;MP
28/06/2026;9780792483809;1;12.35;emma.morel14@example.org;magasin
04/05/2026;9781963349023;1;30.03;nathan.leroy7@example.org;boutique
16/08/2025;9781529152975;1;21.94;emma.michel83@example.org;STORE
21/07/2025;9791000000049;1;5.73;lea.bernard97@example.org;place de marché
12/03/2026;9782226479822;3;39.6;nathan.lefebvre65@example.org;online
26/03/2026;9791000000149;1;36.77;chloe.fournier4@example.org;site
19/12/2025;9780008115456;1;23.96;camille.moreau89@example.org;Magasin
23/05/2026;9781536457674;1;30.32;nathan.bertrand54@example.org;magasin
14/06/2026;9782207256343;1;26.08;lucas.dubois8@example.org;site
06/08/2025;9780061557064;1;23.12;theo.bernard70@example.org;STORE
20/01/2026;9789795533412;1;34.17;emma.morel53@example.org;boutique
19/09/2025;9791000000669;1;25.81;emma.bernard31@example.org;Magasin
20/12/2025;9780894108815;1;13.53;jules.bertrand96@example.org;STORE
01/04/2026;978281120345X;3;6.02;lucas.david3@example.org;STORE
19/01/2026;9780316501286;1;32.49;jules.leroy89@example.org;magasin
04/09/2025;9780263138382;2;5.14;jules.moreau8@example.org;boutique
20/01/2026;9791000000069;1;33.46;camille.michel20@example.org;Magasin
17/10/2025;9780804168441;3;31.67;manon.simon46@example.org;magasin
18/03/2026;9780593105061;1;24.75;arthur.david63@example.org;online
26/05/2026;9791000000269;1;11.96;manon.laurent96@example.org;site
03/12/2025;9791000000189;1;32.6;zoe.morel25@example.org;STORE
02/03/2026;9782221073841;1;23.98;emma.michel6@example.org;boutique
08/01/2026;9780525572923;2;6.39;lucas.lefebvre89@example.org;magasin
25/07/2025;9780786189694;1;24.48;lea.morel38@example.org;en ligne
09/07/2025;9780511783289;0;39.61;louis.michel97@example.org;Magasin
20/04/2026;9780061557064;1;32.13;theo.fournier71@example.org;online
25/03/2026;9798688109153;1;32.24;jade.david73@example.org;boutique
16/04/2026;9781101192740;1;31.84;theo.roux80@example.org;boutique
06/10/2025;9780547524009;1;32.12;hugo.laurent19@example.org;MP
13/04/2026;9791000000859;3;18.94;camille.leroy61@example.org;boutique
30/08/2025;9780451168283;2;38.92;camille.david57@example.org;boutique
06/12/2025;9788845212178;3;30.14;hugo.simon86@example.org;en ligne
24/03/2026;9780061542954;1;24.36;camille.fournier37@example.org;site
25/01/2026;9791000000099;1;39.25;gabriel.simon4@example.org;web
31/12/2025;9781481413770;1;19.87;manon.bernard71@example.org;Magasin
24/12/2025;9781335468437;1;37.19;chloe.martin72@example.org;Magasin
20/08/2025;9798515079307;2;35.73;chloe.morel68@example.org;en ligne
31/08/2025;9780072457445;2;32.01;jade.leroy20@example.org;boutique
07/12/2025;9780671255961;1;26.66;jules.fournier4@example.org;boutique
23/10/2025;9780575038479;1;34.67;gabriel.roux51@example.org;Magasin
29/07/2025;9780843929959;2;31.52;chloe.bernard11@example.org;boutique
19/12/2025;9780263753820;3;34.75;jules.bernard49@example.org;site
20/11/2025;9781467787789;1;25.97;ines.martin59@example.org;online
19/05/2026;9780060934514;1;25.12;zoe.david53@example.org;web
05/01/2026;9788492412402;1;14.06;arthur.lefebvre57@example.org;STORE
30/07/2025;9780511783289;3;35.84;jade.morel53@example.org;boutique
24/12/2025;9780878210329;1;7.76;arthur.bertrand81@example.org;Magasin
25/07/2025;9781400083039;1;37.51;lea.morel34@example.org;marketplace
26/03/2026;9780312856830;1;6.88;chloe.moreau26@example.org;Magasin
06/09/2025;9791000000799;3;17.17;louis.moreau45@example.org;Magasin
