sale_date,isbn,qty,unit_price,customer_email,channel
01/24/2026,9798990047709,1,11.09,emma.simon31@example.org,boutique
02/21/2026,9780812992182,1,25.52,louis.laurent22@example.org,online
10/30/2025,9780061097317,3,10.14,ines.david19@example.org,magasin
06/17/2026,9781775415190,1,7.82,camille.bernard55@example.org,boutique
09/28/2025,9780517202753,1,9.4,theo.lefebvre85@example.org,magasin
03/26/2026,9783464107676,2,4.82,arthur.simon42@example.org,site
11/15/2025,9780860099697,1,36.24,jules.lefebvre42@example.org,Magasin
05/08/2026,9781910695821,1,24.01,hugo.bernard4@example.org,magasin
01/18/2026,9781094048994,1,13.2,emma.dubois98@example.org,online
09/16/2025,9791000000379,1,20.41,zoe.moreau27@example.org,marketplace
03/17/2026,9780786936137,3,38.3,jade.laurent94@example.org,Magasin
02/12/2026,9780756956691,1,17.3,hugo.michel5@example.org,STORE
09/25/2025,9781847941480,1,15.27,theo.bernard94@example.org,site
06/28/2026,9781436223881,2,9.18,arthur.laurent3@example.org,online
01/04/2026,9781984819574,1,20.55,emma.simon73@example.org,magasin
02/06/2026,9781760892531,1,34.33,hugo.bertrand52@example.org,web
06/05/2026,9780450055492,1,32.6,jade.morel34@example.org,online
11/22/2025,9780142413401,1,15.65,arthur.david76@example.org,web
10/20/2025,9798893310856,1,24.7,arthur.bertrand74@example.org,STORE
05/03/2026,9780800712136,1,25.7,gabriel.martin76@example.org,en ligne
07/08/2025,9781737507710,1,29.36,chloe.dubois54@example.org,online
09/04/2025,9780606404518,2,39.03,manon.michel13@example.org,boutique
04/07/2026,9782221125779,2,35.67,lea.david14@example.org,STORE
04/14/2026,9791000000579,1,13.4,camille.bertrand10@example.org,web
02/09/2026,9781449486792,1,37.04,louis.dubois25@example.org,en ligne
12/01/2025,9798628440865,2,37.39,louis.simon51@example.org,place de marché
03/16/2026,9780307741172,1,34.49,emma.dubois27@example.org,Magasin
04/06/2026,9780131272866,1,16.18,theo.bernard50@example.org,magasin
08/09/2025,9780807275122,1,30.11,lucas.michel40@example.org,Magasin
04/21/2026,9788417454432,1,35.29,manon.michel4@example.org,en ligne
06/17/2026,9780143432821,1,24.58,jade.moreau87@example.org,boutique
05/14/2026,9780241269657,3,9.96,jade.morel16@example.org,marketplace
07/31/2025,9780142413401,2,19.27,jade.michel17@example.org,site
12/13/2025,9788834706107,3,30.43,gabriel.laurent43@example.org,Magasin
03/25/2026,9791000000719,1,16.1,lucas.lefebvre46@example.org,site
09/27/2025,9798561631788,1,14.22,camille.martin50@example.org,place de marché
03/24/2026,9788418483448,2,33.12,emma.laurent88@example.org,magasin
01/29/2026,9780575085688,1,16.01,emma.dubois33@example.org,STORE
03/20/2026,9789993957720,1,37.53,camille.dubois26@example.org,boutique
03/31/2026,9780263138382,1,31.95,ines.fournier61@example.org,magasin
02/17/2026,9780241950265,3,18.95,jules.roux39@example.org,en ligne
10/17/2025,9788580445046,1,6.65,jules.morel89@example.org,STORE
04/03/2026,9781568955575,2,12.41,manon.bertrand9@example.org,web
04/23/2026,9781538500484,1,19.84,lea.fournier78@example.org,Magasin
04/21/2026,9781417727582,1,34.26,ines.dubois72@example.org,STORE
01/02/2026,9781726017640,1,23.14,theo.simon6@example.org,Magasin
01/10/2026,9781433207938,1,15.09,camille.roux42@example.org,Magasin
10/23/2025,9781559348263,1,5.17,ines.roux81@example.org,site
02/07/2026,9780575038479,1,26.34,manon.dubois84@example.org,magasin
08/16/2025,9781976709135,3,25.76,emma.simon67@example.org,en ligne
07/09/2025,9780785715627,1,15.55,jules.moreau13@example.org,online
02/27/2026,9781847941831,1,20.79,lucas.bernard85@example.org,en ligne
02/03/2026,9798669140557,1,36.68,louis.moreau1@example.org,boutique
12/11/2025,9788418483448,1,35.43,manon.bernard74@example.org,online
05/28/2026,9781432622459,1,38.88,gabriel.martin95@example.org,STORE
01/09/2026,9781417999729,1,14.41,zoe.michel62@example.org,en ligne
10/16/2025,9780313207693,2,20.2,camille.michel52@example.org,marketplace
10/18/2025,9780263121407,3,36.88,lea.simon12@example.org,site
03/14/2026,9780862201234,1,9.69,jade.fournier47@example.org,STORE
01/29/2026,9781910695821,1,34.09,gabriel.dubois31@example.org,boutique
09/12/2025,9788492412402,1,8.71,camille.dubois22@example.org,boutique
04/20/2026,9780373110926,1,33.26,gabriel.simon35@example.org,Magasin
04/09/2026,9781436253796,2,39.35,ines.bertrand34@example.org,magasin
02/13/2026,9780155826083,1,15.61,lea.fournier70@example.org,site
10/16/2025,9788408282952,1,16.99,lea.simon64@example.org,site
12/02/2025,9781536681949,1,26.04,jade.dubois52@example.org,boutique
04/08/2026,9788580445046,1,11.77,camille.fournier20@example.org,magasin
01/21/2026,9781804990278,1,25.52,nathan.dubois15@example.org,site
12/18/2025,9798669140557,1,35.6,nathan.dubois73@example.org,online
08/20/2025,9780671827038,2,33.37,camille.david63@example.org,site
01/15/2026,9788440666826,2,38.69,jules.fournier16@example.org,marketplace
09/06/2025,9781408998465,1,9.69,emma.michel71@example.org,boutique
06/27/2026,9780671827038,1,34.57,theo.roux59@example.org,magasin
12/09/2025,9780099439752,1,16.11,gabriel.fournier67@example.org,boutique
10/06/2025,9783423262644,1,20.29,arthur.lefebvre31@example.org,place de marché
09/26/2025,9780749459116,2,36.32,chloe.bernard42@example.org,STORE
07/22/2025,9780061351426,2,15.77,jules.simon17@example.org,magasin
05/13/2026,9788423991235,1,30.67,manon.bertrand36@example.org,STORE
01/05/2026,9781975618674,1,8.21,lea.laurent9@example.org,STORE
07/27/2025,9780141038148,3,8.13,emma.moreau83@example.org,en ligne
10/10/2025,9781857157246,1,20.22,ines.david97@example.org,online
03/31/2026,9798719179537,1,5.83,zoe.fournier58@example.org,online
09/11/2025,9787555027706,1,15.21,manon.simon55@example.org,STORE
02/28/2026,9780373107148,2,5.38,hugo.fournier99@example.org,Magasin
02/04/2026,9791000000789,1,5.27,gabriel.moreau18@example.org,en ligne
03/13/2026,9781984819574,1,35.25,lucas.roux64@example.org,STORE
09/21/2025,9781848721791,3,28.2,zoe.moreau14@example.org,Magasin
10/15/2025,9781534431010,1,24.5,lea.simon72@example.org,MP
06/04/2026,9781305639614,1,39.76,hugo.moreau23@example.org,MP
01/07/2026,9780375507250,1,26.69,manon.leroy32@example.org,Magasin
07/13/2025,9791000000719,1,11.84,theo.morel50@example.org,online
01/16/2026,9798737952464,2,16.73,lucas.leroy37@example.org,site
03/07/2026,9780385142519,2,37.19,nathan.michel9@example.org,MP
07/07/2025,9791000000739,1,10.36,nathan.michel73@example.org,magasin
11/24/2025,9791000000139,0,12.57,theo.fournier36@example.org,online
07/30/2025,9781957568225,1,33.43,chloe.bertrand63@example.org,Magasin
09/04/2025,9788416906550,2,34.92,jade.laurent86@example.org,boutique
07/15/2025,9781595583260,1,38.55,lucas.bertrand4@example.org,place de marché
04/26/2026,9781732172234,2,11.13,chloe.michel49@example.org,online
05/04/2026,9780316389716,1,19.21,gabriel.bernard1@example.org,boutique
01/18/2026,9791000000399,1,10.66,jules.dubois17@example.org,marketplace
10/21/2025,9780091203207,1,23.77,lea.moreau93@example.org,online
04/10/2026,9780061739590,2,21.78,camille.bernard61@example.org,MP
12/15/2025,9780862201234,1,14.27,jade.bernard36@example.org,en ligne
09/23/2025,9780356502571,1,34.89,lea.lefebvre39@example.org,Magasin
02/08/2026,9791000000039,1,35.25,jade.fournier7@example.org,marketplace
11/04/2025,9780205060450,2,17.94,lea.roux75@example.org,STORE
05/26/2026,9781466864580,2,26.93,lucas.roux98@example.org,web
03/06/2026,9781786540249,1,34.62,manon.morel12@example.org,en ligne
07/14/2025,9780416027020,3,38.79,ines.martin23@example.org,en ligne
10/15/2025,9780373114108,3,38.79,theo.david33@example.org,Magasin
10/01/2025,9781442006188,3,12.6,camille.laurent61@example.org,boutique
08/03/2025,9780671692650,3,14.27,lea.simon88@example.org,MP
10/10/2025,9783464107676,1,8.55,zoe.leroy67@example.org,Magasin
12/10/2025,9782207256343,1,35.47,camille.laurent2@example.org,STORE
02/11/2026,9781280839290,1,19.54,chloe.martin90@example.org,STORE
07/31/2025,9780804168441,2,23.47,hugo.bernard40@example.org,boutique
12/14/2025,9781101137833,3,13.36,gabriel.lefebvre69@example.org,Magasin
08/23/2025,9791000000699,2,21.7,lea.leroy59@example.org,magasin
06/09/2026,9780001604308,1,15.83,theo.dubois43@example.org,Magasin
01/25/2026,9781616960926,1,34.16,emma.fournier55@example.org,web
08/06/2025,9780062073747,3,10.84,chloe.martin52@example.org,magasin
10/08/2025,9780345313904,1,22.28,ines.david89@example.org,STORE
07/10/2025,9780198118312,1,33.92,louis.laurent95@example.org,marketplace
09/17/2025,9780471119463,1,21.51,nathan.simon10@example.org,STORE
04/28/2026,9780393966848,1,7.88,jade.michel32@example.org,boutique
03/23/2026,9780593109069,1,34.69,manon.martin5@example.org,en ligne
04/27/2026,9798893311020,1,10.73,lucas.michel18@example.org,magasin
06/05/2026,9780747263463,1,6.14,lea.bernard98@example.org,boutique
12/05/2025,9780061652264,1,8.08,hugo.david23@example.org,STORE
01/10/2026,9791000000809,3,32.7,louis.moreau94@example.org,STORE
01/27/2026,9780141384641,1,8.97,theo.dubois65@example.org,Magasin
11/30/2025,9785763905953,1,32.57,louis.laurent75@example.org,Magasin
11/15/2025,9780658006340,2,30.33,lucas.moreau56@example.org,Magasin
02/28/2026,9780007815586,3,33.56,manon.david74@example.org,en ligne
02/27/2026,9781760892531,1,18.83,lea.simon89@example.org,boutique
01/23/2026,9781685450984,2,24.42,lea.laurent63@example.org,MP
01/06/2026,9781883217044,1,27.14,jules.roux54@example.org,MP
11/14/2025,9798511718255,2,17.58,hugo.michel75@example.org,STORE
02/12/2026,9781377100975,0,14.09,jade.michel93@example.org,STORE
12/21/2025,9780061857171,1,29.24,gabriel.dubois98@example.org,en ligne
09/17/2025,9798990047709,1,36.74,jade.lefebvre76@example.org,web
12/21/2025,9788427298293,1,27.19,gabriel.moreau96@example.org,boutique
10/17/2025,9791000000649,1,19.04,ines.leroy96@example.org,Magasin
04/22/2026,9781439116050,1,8.08,emma.laurent73@example.org,Magasin
10/30/2025,9780394299877,1,35.99,lea.michel13@example.org,STORE
06/10/2026,9791000000719,1,8.09,chloe.bertrand60@example.org,site
07/12/2025,9781539170389,2,21.28,jade.martin61@example.org,boutique
07/03/2025,9791000000679,1,23.49,gabriel.fournier62@example.org,site
09/10/2025,9780714822761,2,24.81,nathan.dubois16@example.org,STORE
10/09/2025,9788417347970,2,32.22,zoe.michel24@example.org,STORE
09/12/2025,9780061895968,1,33.93,louis.michel90@example.org,en ligne
01/24/2026,9781591847816,3,11.27,nathan.lefebvre18@example.org,STORE
01/19/2026,9788429776317,1,22.4,lea.david15@example.org,boutique
06/25/2026,9791000000349,1,14.84,zoe.bernard80@example.org,online
06/10/2026,9781439116050,1,35.97,hugo.moreau43@example.org,boutique
07/17/2025,9786525917313,3,8.3,lucas.morel99@example.org,site
11/04/2025,9781093750065,1,30.39,jules.morel97@example.org,magasin
10/27/2025,9780872205925,3,12.13,gabriel.fournier62@example.org,boutique
11/18/2025,9781442006188,2,14.46,manon.bernard94@example.org,marketplace
02/08/2026,9798450814261,1,5.83,manon.leroy12@example.org,marketplace
11/22/2025,9781976016301,1,25.4,lea.morel4@example.org,magasin
06/01/2026,9791000000229,3,36.13,jules.dubois68@example.org,online
08/30/2025,9781417601356,3,39.87,lea.roux78@example.org,site
09/12/2025,9783849536206,3,31.75,manon.leroy96@example.org,STORE
11/11/2025,9791000000109,1,6.62,ines.moreau10@example.org,Magasin
03/02/2026,9780393966848,0,7.9,nathan.moreau70@example.org,Magasin
12/13/2025,9781883217044,1,34.77,lea.morel64@example.org,magasin
09/08/2025,9781617807558,2,25.14,theo.fournier3@example.org,boutique
02/23/2026,9782018055524,2,10.22,lea.laurent12@example.org,magasin
03/31/2026,9780821778555,2,15.09,emma.lefebvre90@example.org,magasin
05/08/2026,9782207256343,3,21.37,lucas.lefebvre49@example.org,en ligne
10/05/2025,9781417733675,1,24.12,lea.martin82@example.org,online
08/26/2025,9780062111234,0,8.82,theo.dubois32@example.org,boutique
11/23/2025,9781417727582,1,29.63,lea.simon28@example.org,STORE
05/02/2026,9780198118244,1,27.93,jade.bernard53@example.org,STORE
12/20/2025,9781508279327,0,10.71,arthur.bertrand40@example.org,site
05/21/2026,9780263095760,1,30.01,lea.bertrand60@example.org,STORE
12/31/2025,9780263138382,1,14.49,hugo.martin4@example.org,STORE
05/18/2026,9780373706099,2,19.82,lucas.david52@example.org,boutique
03/16/2026,9780550200686,2,34.65,louis.lefebvre82@example.org,magasin
01/16/2026,9781417601356,1,27.63,jade.simon4@example.org,STORE
07/05/2025,9789353445416,1,6.02,theo.fournier84@example.org,STORE
10/22/2025,9780224008884,0,17.88,gabriel.fournier24@example.org,STORE
06/24/2026,9788580445046,1,33.1,camille.martin82@example.org,Magasin
05/03/2026,9780833566980,1,39.48,nathan.lefebvre18@example.org,boutique
01/25/2026,9780470083734,1,29.99,nathan.simon85@example.org,boutique
09/12/2025,9780373106233,1,10.69,emma.laurent2@example.org,STORE
09/18/2025,9781417661589,1,39.9,theo.martin1@example.org,STORE
04/10/2026,9780385142519,1,32.91,hugo.simon14@example.org,magasin
12/25/2025,9780971830516,1,34.7,ines.moreau41@example.org,MP
09/23/2025,9781432622459,1,25.46,camille.morel56@example.org,MP
06/24/2026,9791000000609,1,38.36,jules.roux98@example.org,Magasin
07/15/2025,9791020924636,3,5.11,lea.martin39@example.org,magasin
06/30/2026,9791000000679,1,15.17,ines.fournier98@example.org,web
03/19/2026,9782702411933,3,37.42,manon.laurent61@example.org,online
11/25/2025,9783455302790,2,9.06,jules.dubois11@example.org,web
10/22/2025,9781322110233,1,39.24,camille.david30@example.org,Magasin
08/29/2025,9780971830516,1,12.36,zoe.laurent31@example.org,Magasin
07/08/2025,9798352831533,2,24.06,lucas.lefebvre48@example.org,STORE
07/11/2025,9781481413770,2,11.1,camille.fournier54@example.org,online
07/26/2025,9780860099697,1,36.14,gabriel.martin49@example.org,magasin
01/15/2026,9781631619854,1,13.02,zoe.morel35@example.org,en ligne
07/23/2025,9782021011968,1,9.59,gabriel.bernard29@example.org,Magasin
08/05/2025,9781491543382,1,24.04,emma.simon29@example.org,site
10/08/2025,9798790221941,2,26.31,louis.david79@example.org,Magasin
12/02/2025,9780821778555,2,22.16,louis.simon2@example.org,STORE
11/01/2025,9780001711129,1,13.37,chloe.laurent66@example.org,site
11/18/2025,9781804990278,1,8.96,nathan.bertrand43@example.org,en ligne
01/20/2026,9780708883587,1,23.42,ines.lefebvre37@example.org,magasin
03/13/2026,9781442426757,2,5.03,manon.dubois48@example.org,Magasin
10/18/2025,9780061739590,1,26.47,ines.david77@example.org,STORE
10/22/2025,9780575079090,1,27.16,emma.leroy50@example.org,boutique
07/11/2025,9791000000359,2,25.92,jade.dubois89@example.org,magasin
08/20/2025,9781446456309,1,10.06,emma.fournier17@example.org,magasin
01/25/2026,9781591026907,1,31.73,nathan.simon88@example.org,boutique
01/24/2026,9780575085688,1,21.31,camille.michel29@example.org,boutique
07/17/2025,9791000000969,1,34.2,louis.leroy6@example.org,en ligne
12/31/2025,9780062019813,1,6.1,nathan.david75@example.org,magasin
10/31/2025,9780747557777,1,17.73,hugo.lefebvre78@example.org,Magasin
08/01/2025,9781119251736,1,5.27,ines.michel13@example.org,Magasin
12/22/2025,9780812992182,2,28.47,arthur.bernard66@example.org,STORE
05/04/2026,9789500417563,1,20.41,emma.moreau1@example.org,STORE
12/24/2025,9789000338658,2,12.19,hugo.bernard50@example.org,online
03/31/2026,9780061002878,1,16.24,theo.lefebvre94@example.org,STORE
02/13/2026,9781405617093,2,8.69,theo.morel46@example.org,web
06/24/2026,9791000000369,1,7.34,zoe.lefebvre55@example.org,online
12/22/2025,9788475842318,1,27.82,gabriel.bernard17@example.org,site
09/20/2025,9780061477416,1,29.29,ines.lefebvre71@example.org,site
08/07/2025,9788439707929,2,6.62,emma.moreau9@example.org,magasin
05/17/2026,9789994910458,1,20.14,jade.david62@example.org,Magasin
11/03/2025,9781725530911,1,28.71,nathan.leroy46@example.org,boutique
09/09/2025,9781798850466,2,22.8,theo.david66@example.org,STORE
03/12/2026,9786020332116,1,34.44,theo.moreau3@example.org,magasin
11/03/2025,9780856352737,2,31.86,hugo.roux97@example.org,boutique
06/25/2026,9781474029599,1,9.57,gabriel.simon77@example.org,online
10/15/2025,9780060291693,3,31.23,manon.bernard63@example.org,boutique
03/12/2026,9786073108409,1,7.03,ines.moreau68@example.org,web
08/20/2025,9780008115456,1,35.33,jade.morel46@example.org,boutique
01/18/2026,9788374805568,1,20.26,hugo.fournier48@example.org,site
03/07/2026,9781495096105,0,15.68,lucas.moreau32@example.org,online
01/04/2026,9798515079307,1,37.43,jade.roux61@example.org,MP
02/11/2026,9780671827038,1,19.58,louis.laurent74@example.org,STORE
08/31/2025,9780553902716,1,26.64,ines.martin53@example.org,web
01/31/2026,9780816150694,1,37.38,nathan.dubois87@example.org,marketplace
09/03/2025,9782221129289,1,19.29,arthur.dubois77@example.org,web
06/25/2026,9780553902716,1,25.18,chloe.laurent88@example.org,en ligne
08/07/2025,9780606404518,1,15.16,lucas.martin24@example.org,web
11/27/2025,9791000000159,1,23.97,camille.laurent45@example.org,online
02/23/2026,9780241269657,2,17.72,theo.bertrand84@example.org,site
10/13/2025,9783453317109,1,23.25,lea.laurent58@example.org,boutique
10/07/2025,9781841492391,1,35.68,jules.roux90@example.org,en ligne
01/19/2026,9781421889276,1,30.34,camille.michel26@example.org,Magasin
06/09/2026,9780061244650,2,32.25,gabriel.moreau1@example.org,site
09/09/2025,9791000000059,2,9.86,jules.bertrand87@example.org,STORE
11/15/2025,9780060291693,1,13.46,chloe.moreau97@example.org,boutique
02/17/2026,9780198118312,1,5.31,louis.bertrand70@example.org,Magasin
05/23/2026,9780385094436,1,17.99,ines.david87@example.org,STORE
11/24/2025,9791000000139,1,36.93,emma.martin72@example.org,en ligne
11/21/2025,9781093750065,2,6.34,chloe.dubois34@example.org,place de marché
08/17/2025,9791000000319,1,12.12,jules.fournier84@example.org,magasin
12/17/2025,9780141378893,1,21.32,jules.leroy7@example.org,boutique
03/18/2026,9780007299805,1,30.28,jules.laurent33@example.org,place de marché
11/22/2025,9780446511070,1,6.76,jade.michel66@example.org,STORE
10/18/2025,9780007354733,1,22.99,nathan.laurent66@example.org,boutique
02/20/2026,9781432899011,1,6.27,jules.roux82@example.org,magasin
01/23/2026,9780517202753,3,18.0,zoe.bernard63@example.org,Magasin
07/19/2025,9780263098839,3,26.03,emma.lefebvre85@example.org,magasin
05/07/2026,9786155514142,1,27.36,chloe.lefebvre90@example.org,magasin
08/24/2025,9781480342187,1,18.28,gabriel.bernard11@example.org,Magasin
01/14/2026,9781435336667,1,30.55,chloe.david26@example.org,web
03/01/2026,9780062839701,1,15.86,camille.simon69@example.org,boutique
11/08/2025,9780450055492,1,6.87,lucas.michel42@example.org,Magasin
04/06/2026,9781536681949,1,38.2,hugo.roux84@example.org,web
01/15/2026,9788420683324,1,7.84,arthur.simon72@example.org,magasin
12/17/2025,9788835161189,2,37.39,gabriel.leroy63@example.org,boutique
10/12/2025,9780072466652,1,22.75,chloe.dubois60@example.org,boutique
01/13/2026,9780823420278,1,33.21,hugo.laurent41@example.org,magasin
06/29/2026,9780446511070,1,8.95,lucas.laurent55@example.org,site
07/03/2025,9780786230358,1,33.46,camille.leroy73@example.org,MP
07/05/2025,9780553418286,1,33.83,louis.lefebvre61@example.org,Magasin
08/29/2025,9780800854539,2,22.24,emma.simon17@example.org,Magasin
01/16/2026,9788492966660,1,25.83,camille.lefebvre11@example.org,web
09/11/2025,9781417999729,2,9.48,theo.david38@example.org,Magasin
06/13/2026,9791000000899,1,30.66,arthur.fournier89@example.org,Magasin
08/18/2025,9780061734526,1,37.35,gabriel.bernard87@example.org,place de marché
03/01/2026,9780547524009,1,29.63,gabriel.simon99@example.org,Magasin
02/19/2026,9781335468437,1,26.0,jade.leroy31@example.org,boutique
11/14/2025,9782266208178,1,29.75,emma.dubois37@example.org,boutique
01/11/2026,9781691553822,2,11.45,zoe.roux26@example.org,place de marché
08/15/2025,9781464009143,1,13.65,camille.lefebvre3@example.org,STORE
03/02/2026,9780606283892,1,6.27,nathan.simon64@example.org,site
12/16/2025,9780486851921,2,7.9,lea.michel91@example.org,boutique
07/16/2025,9780241745168,1,18.71,chloe.david34@example.org,Magasin
05/03/2026,9789710843480,2,37.02,chloe.moreau41@example.org,MP
10/14/2025,9780307704511,1,7.66,louis.bernard37@example.org,Magasin
08/16/2025,9785171001605,1,13.08,gabriel.david50@example.org,STORE
10/31/2025,9781595583260,1,35.53,lea.lefebvre89@example.org,web
01/25/2026,9780256234787,1,32.07,emma.laurent51@example.org,en ligne
04/30/2026,9791000000259,1,30.01,emma.laurent1@example.org,magasin
06/18/2026,9791000000029,2,27.79,camille.leroy51@example.org,site
06/07/2026,9780316389716,1,5.12,lea.roux4@example.org,STORE
09/12/2025,9781280839290,2,18.68,chloe.bertrand8@example.org,boutique
12/11/2025,9791000000229,1,27.7,chloe.michel77@example.org,place de marché
10/11/2025,9781595583260,1,36.61,jules.bertrand5@example.org,site
05/01/2026,9789993957720,1,24.08,nathan.bertrand1@example.org,STORE
03/30/2026,9791000000929,1,23.15,hugo.simon90@example.org,en ligne
04/05/2026,9791000000029,3,31.26,jules.roux95@example.org,boutique
11/12/2025,9781565843790,1,20.2,gabriel.bernard32@example.org,Magasin
03/31/2026,9791000000409,1,22.62,lea.dubois18@example.org,Magasin
12/26/2025,9780881035254,0,31.44,theo.morel59@example.org,STORE
07/02/2025,9781561037629,1,29.91,lea.fournier12@example.org,site
06/14/2026,9780821775370,3,28.37,hugo.martin79@example.org,MP
10/12/2025,9781417733675,1,22.34,emma.bernard72@example.org,magasin
09/10/2025,9780971830516,1,12.74,gabriel.bertrand46@example.org,site
08/23/2025,9780001604308,2,19.62,nathan.leroy64@example.org,online
09/03/2025,9780062111234,1,33.19,chloe.michel31@example.org,Magasin
06/06/2026,9780380976003,1,7.61,jade.morel82@example.org,boutique
01/22/2026,9798628440865,1,11.02,gabriel.michel57@example.org,magasin
06/18/2026,9781432645960,1,18.56,jade.fournier42@example.org,boutique
05/25/2026,9798719179537,1,29.78,camille.lefebvre38@example.org,boutique
04/16/2026,9780671868376,1,15.95,arthur.lefebvre60@example.org,web
05/05/2026,9780007163243,1,14.99,chloe.leroy48@example.org,magasin
08/07/2025,9791000000429,2,37.6,nathan.morel57@example.org,magasin
01/15/2026,9780534359454,1,25.13,lea.fournier18@example.org,en ligne
12/27/2025,9780810918849,1,23.36,lea.david15@example.org,en ligne
07/21/2025,9780373110926,2,17.28,jules.martin92@example.org,boutique
05/01/2026,9798791612762,1,23.01,zoe.leroy63@example.org,STORE
07/26/2025,9781408982884,1,5.09,emma.roux26@example.org,site
09/15/2025,9798475273906,1,6.76,jade.fournier81@example.org,magasin
09/26/2025,9781976087097,2,5.31,lucas.dubois24@example.org,boutique
10/05/2025,978281120345X,1,33.56,camille.michel22@example.org,magasin
03/13/2026,9780553418286,1,37.79,manon.morel23@example.org,Magasin
02/02/2026,9789994714094,1,32.99,zoe.simon31@example.org,online
05/22/2026,9780142423295,0,29.18,ines.lefebvre89@example.org,marketplace
11/19/2025,9781780318578,1,27.98,lucas.michel87@example.org,online
01/11/2026,9798874620929,3,32.43,lucas.david39@example.org,STORE
10/21/2025,9798561631788,1,6.82,jade.david55@example.org,place de marché
06/05/2026,9780708313503,1,37.33,chloe.david96@example.org,MP
11/29/2025,9788845212178,2,12.59,lucas.david71@example.org,Magasin
01/30/2026,9781804992326,1,19.87,jade.fournier39@example.org,en ligne
07/16/2025,9783442245666,1,20.81,lucas.leroy61@example.org,magasin
05/08/2026,9780996487191,1,31.87,gabriel.morel79@example.org,place de marché
05/29/2026,9780072457445,1,35.34,gabriel.roux89@example.org,STORE
07/17/2025,9788834706107,1,30.13,theo.simon8@example.org,en ligne
07/17/2025,9781250242754,1,14.03,zoe.dubois94@example.org,marketplace
10/09/2025,9781436253796,1,39.4,chloe.roux6@example.org,Magasin
03/08/2026,9791000000309,1,38.91,ines.laurent82@example.org,STORE
06/17/2026,978031212598X,1,37.26,lea.michel18@example.org,en ligne
12/27/2025,9781500420536,1,28.45,camille.laurent44@example.org,magasin
04/14/2026,9788435034821,1,16.66,lea.dubois60@example.org,en ligne
06/17/2026,9798515079307,1,33.68,arthur.roux98@example.org,en ligne
08/21/2025,9780263096347,1,27.75,camille.laurent22@example.org,Magasin
02/21/2026,9780193151468,1,24.02,jade.dubois86@example.org,STORE
07/27/2025,9780263775051,1,12.41,chloe.leroy92@example.org,STORE
12/23/2025,9791000000799,1,26.87,gabriel.martin78@example.org,magasin
12/13/2025,9788435034821,1,28.06,theo.simon46@example.org,STORE
10/21/2025,9780765314673,1,5.61,gabriel.dubois61@example.org,web
08/25/2025,9781936719112,1,13.26,manon.michel13@example.org,boutique
06/07/2026,9780525537113,2,17.76,gabriel.bertrand93@example.org,web
11/09/2025,9791000000059,1,31.17,camille.leroy33@example.org,site
06/01/2026,9780812540116,1,5.0,jules.michel74@example.org,boutique
02/06/2026,9788324592838,1,34.38,ines.bernard56@example.org,Magasin
12/07/2025,9780136054054,1,16.18,emma.fournier17@example.org,place de marché
01/31/2026,9780425029459,1,32.96,louis.morel28@example.org,en ligne
03/29/2026,9791000000439,1,38.39,theo.leroy45@example.org,site
05/29/2026,9781101160459,1,17.57,hugo.michel39@example.org,en ligne
06/13/2026,9780393091809,1,32.3,hugo.bernard32@example.org,STORE
01/02/2026,9780072957549,1,17.9,louis.roux79@example.org,magasin
12/17/2025,9788374805568,1,31.0,manon.moreau11@example.org,boutique
11/05/2025,9780809533756,2,17.69,lea.martin88@example.org,web
04/26/2026,9780263118124,1,28.51,nathan.simon3@example.org,online
04/26/2026,9780575073241,3,37.64,emma.michel44@example.org,magasin
10/18/2025,9780263758993,1,8.45,gabriel.dubois88@example.org,place de marché
07/28/2025,9780807275122,1,12.59,emma.dubois13@example.org,boutique
08/08/2025,9788418483448,1,12.21,zoe.michel62@example.org,magasin
12/31/2025,9780449908587,1,28.66,arthur.martin57@example.org,en ligne
05/01/2026,9789189298323,1,30.31,lucas.fournier26@example.org,magasin
12/10/2025,9781548261887,1,39.48,camille.dubois83@example.org,Magasin
03/24/2026,9781958943052,1,24.15,jules.moreau96@example.org,en ligne
07/29/2025,9780263120974,1,22.31,zoe.morel51@example.org,site
07/25/2025,9780872205925,1,32.14,chloe.laurent53@example.org,Magasin
11/30/2025,9780007815586,1,29.67,emma.moreau55@example.org,site
11/02/2025,9781760892531,1,9.18,louis.bernard7@example.org,STORE
11/03/2025,9781436253796,1,8.06,theo.dubois20@example.org,magasin
04/01/2026,9780062111234,1,17.3,hugo.dubois5@example.org,boutique
08/09/2025,9791000000039,2,18.19,nathan.bertrand82@example.org,online
07/05/2025,9780655672241,1,28.46,lea.david90@example.org,Magasin
01/11/2026,9780708883587,1,31.02,theo.david63@example.org,MP
07/24/2025,9780263808568,1,9.08,manon.bertrand92@example.org,magasin
02/28/2026,9791000000379,1,8.54,hugo.laurent72@example.org,en ligne
07/15/2025,9798433379008,1,23.37,ines.bernard24@example.org,web
03/28/2026,9780671746520,1,8.4,lea.roux34@example.org,STORE
01/03/2026,9780155826083,1,9.52,jade.simon44@example.org,Magasin
05/04/2026,9783442353927,1,22.15,hugo.lefebvre58@example.org,site
06/11/2026,9780263102734,1,31.05,gabriel.moreau75@example.org,en ligne
09/07/2025,9781449486792,1,33.85,zoe.leroy29@example.org,magasin
03/11/2026,9781593974336,1,11.42,arthur.bertrand37@example.org,magasin
09/10/2025,9781478312932,1,37.34,theo.david49@example.org,magasin
