DATE_VENTE,ISBN,QUANTITE,PRIX_UNITAIRE,EMAIL_CLIENT,CANAL
2025-11-30,9789132428876,1,33.22,zoe.dubois36@example.org,STORE
2025-12-02,9781408999011,1,13.65,manon.morel19@example.org,boutique
2026-02-24,9782376862185,1,20.48,lucas.martin29@example.org,magasin
2025-10-14,9798450814261,3,6.49,jules.david64@example.org,magasin
2026-02-24,9782376862185,1,20.48,lucas.martin29@example.org,magasin
2025-08-03,9780312472849,1,38.44,camille.martin93@example.org,online
2026-02-19,9781335468437,1,21.22,ines.lefebvre85@example.org,Magasin
2025-11-25,9780143469131,1,19.51,jade.bertrand23@example.org,site
2025-10-18,9798585573934,1,8.02,hugo.bernard10@example.org,marketplace
2025-07-09,9780856352737,1,38.9,manon.laurent74@example.org,MP
2025-08-20,9798669140557,1,24.5,camille.morel43@example.org,Magasin
2025-09-07,9781409095484,1,37.03,zoe.bernard65@example.org,STORE
2026-05-19,9780141038148,1,34.1,gabriel.roux67@example.org,site
2025-07-14,9780800854539,2,7.53,lucas.simon68@example.org,Magasin
2026-02-10,9781177541923,1,10.7,camille.martin89@example.org,boutique
2026-02-10,9780708313503,1,15.18,jade.martin25@example.org,magasin
2026-04-02,9780061557064,1,17.12,lucas.bernard75@example.org,Magasin
2026-06-30,9780330471138,2,21.18,louis.leroy93@example.org,magasin
2026-06-30,9780553350630,1,19.11,theo.fournier78@example.org,en ligne
2026-06-09,9780755334223,1,8.61,emma.david89@example.org,site
2025-11-23,9788429776317,2,14.26,manon.lefebvre81@example.org,boutique
2026-05-10,9780967162461,1,35.41,arthur.dubois56@example.org,boutique
2026-02-18,9780241430903,1,11.14,lea.morel81@example.org,en ligne
2026-03-03,9780750504355,1,38.17,theo.lefebvre77@example.org,web
2025-11-15,9780263118124,1,35.75,camille.morel99@example.org,Magasin
2025-08-22,9786070793677,1,8.39,manon.leroy22@example.org,place de marché
2025-07-06,9782266138826,2,19.84,arthur.roux29@example.org,web
2025-08-13,9780708883587,2,25.06,hugo.david19@example.org,site
2025-10-13,9781534487673,3,27.59,hugo.laurent87@example.org,magasin
2026-01-14,9798855127560,2,35.25,manon.bernard30@example.org,en ligne
2025-09-10,9788447333165,3,6.09,manon.david70@example.org,magasin
2025-11-11,9782265077249,2,24.46,chloe.dubois22@example.org,magasin
2025-08-15,9798377220947,2,22.84,louis.moreau62@example.org,web
2025-12-03,979821701436X,2,7.49,manon.leroy19@example.org,web
2026-06-04,9780590113076,1,7.58,hugo.michel26@example.org,boutique
2025-09-19,9780140139198,2,33.34,louis.michel85@example.org,Magasin
2025-11-18,9780256234787,1,38.13,chloe.moreau39@example.org,magasin
2026-05-19,9782265077249,2,13.76,zoe.dubois91@example.org,Magasin
2026-01-18,9781433207938,1,20.89,theo.martin51@example.org,boutique
2026-05-01,9780805013344,1,21.86,louis.leroy50@example.org,Magasin
2026-06-16,9781521093443,1,17.28,jules.fournier91@example.org,Magasin
2025-08-05,9780756956691,2,24.63,manon.martin74@example.org,Magasin
2025-12-15,9791000001019,3,8.37,gabriel.lefebvre39@example.org,magasin
2025-10-25,9791000000769,1,33.55,louis.simon48@example.org,online
2025-11-22,9781529369526,2,6.7,ines.laurent88@example.org,marketplace
2026-06-18,9781591847816,1,39.03,arthur.david99@example.org,magasin
2026-05-26,9780812540116,1,20.39,camille.laurent50@example.org,online
2026-06-16,9798561631788,1,7.0,gabriel.bernard28@example.org,online
2026-04-02,9789333394918,3,18.21,lucas.bernard80@example.org,MP
2025-07-17,9780843960044,2,14.16,louis.fournier7@example.org,STORE
2026-06-14,9798987380420,1,29.69,lucas.leroy91@example.org,en ligne
2025-09-13,9780860099697,1,30.06,jade.morel20@example.org,STORE
2026-03-31,9791000000719,1,10.98,camille.lefebvre85@example.org,web
2025-07-24,9781841492391,2,32.49,ines.lefebvre61@example.org,place de marché
2025-10-24,9781804990278,1,35.38,theo.lefebvre75@example.org,place de marché
2026-04-12,9780755334223,3,30.37,louis.bertrand42@example.org,boutique
2026-05-29,9791000000529,1,11.39,nathan.martin3@example.org,STORE
2026-02-25,9781539145943,2,24.62,lucas.david49@example.org,STORE
2026-06-27,9781594488849,1,37.74,manon.martin10@example.org,boutique
2026-03-10,9780062225719,1,22.3,camille.bernard58@example.org,STORE
2026-01-27,9781958943366,2,26.41,nathan.morel55@example.org,Magasin
2026-04-26,9781568655611,1,30.18,lucas.bernard26@example.org,site
2025-08-17,9781613822494,1,23.26,jules.simon41@example.org,STORE
2025-10-12,9789000338658,1,19.04,jules.bernard85@example.org,STORE
2025-08-22,9780802142641,2,16.4,gabriel.bernard28@example.org,Magasin
2025-10-21,9780945353874,1,17.73,gabriel.martin22@example.org,boutique
2025-12-09,9780263775570,2,34.83,hugo.moreau95@example.org,boutique
2025-12-28,9780671746520,0,20.34,hugo.lefebvre70@example.org,STORE
2025-12-10,9798475273906,2,36.15,gabriel.simon59@example.org,marketplace
2026-05-10,9780216897984,1,5.8,hugo.laurent7@example.org,MP
2025-07-19,9785171001605,1,32.43,louis.roux30@example.org,online
2025-10-05,9781434462770,2,11.73,manon.leroy28@example.org,boutique
2026-03-28,9780141374239,1,19.92,lucas.bertrand33@example.org,magasin
2026-06-05,9798716103634,3,26.13,jules.david87@example.org,online
2026-04-30,9781709948305,1,9.65,arthur.dubois18@example.org,marketplace
2026-04-06,9780756992248,1,39.12,louis.moreau73@example.org,web
2025-12-25,9789020554113,1,10.21,gabriel.simon83@example.org,magasin
2025-11-03,9780062019813,1,39.02,gabriel.dubois63@example.org,Magasin
2025-12-10,9781478312932,2,33.47,ines.michel78@example.org,site
2025-11-21,9780575042681,3,17.08,camille.lefebvre56@example.org,en ligne
2026-01-22,9789812340931,1,9.09,louis.fournier36@example.org,Magasin
2025-12-10,9780449235997,1,39.25,zoe.bertrand5@example.org,STORE
2025-10-12,9789000338658,1,19.04,jules.bernard85@example.org,STORE
2025-08-11,9780345458889,3,23.17,gabriel.fournier36@example.org,boutique
2026-04-21,9780263122169,1,7.72,louis.bernard12@example.org,online
2025-11-14,9781250095275,1,36.65,jules.fournier6@example.org,web
2025-11-06,9780143142324,1,38.53,lea.roux26@example.org,site
2025-10-01,9780571226856,1,26.4,arthur.david57@example.org,online
2026-02-18,9780263130249,1,23.38,gabriel.bernard51@example.org,marketplace
2025-09-21,9780534359454,1,34.41,gabriel.laurent58@example.org,site
2026-05-16,9791000000169,2,11.51,lea.roux69@example.org,MP
2025-10-15,9780821775370,1,22.27,nathan.michel76@example.org,en ligne
2025-10-28,9780136054054,1,18.08,jade.lefebvre28@example.org,Magasin
2026-03-02,9789020554113,2,21.45,lucas.roux83@example.org,magasin
2025-12-02,9780030314810,1,24.91,chloe.fournier52@example.org,boutique
2025-07-01,9791000000639,3,15.18,emma.fournier4@example.org,Magasin
2026-03-21,9781433207938,1,30.83,emma.laurent94@example.org,web
2025-08-30,9781101137833,1,28.81,arthur.bertrand7@example.org,Magasin
2026-06-10,9781536435078,1,23.94,gabriel.lefebvre40@example.org,en ligne
2025-10-27,9781538739723,2,24.64,gabriel.david32@example.org,online
2025-08-06,9781529369526,1,12.82,jade.bertrand26@example.org,boutique
2025-09-15,9789583004506,2,20.83,manon.martin72@example.org,STORE
2025-12-03,9780061492570,1,24.71,emma.lefebvre43@example.org,STORE
2026-04-24,9780393966848,2,21.97,chloe.michel82@example.org,magasin
2026-01-09,9780307568083,1,5.11,zoe.laurent17@example.org,place de marché
2025-10-03,9780230015760,1,18.75,arthur.laurent97@example.org,boutique
2026-02-01,9780807217696,1,26.21,jules.moreau30@example.org,web
2026-05-07,9781436223881,1,17.78,hugo.bernard3@example.org,boutique
2025-08-19,9781250030962,1,22.53,emma.laurent73@example.org,en ligne
2025-07-16,9791000000209,2,10.42,zoe.roux66@example.org,magasin
2026-01-10,9781338611991,1,35.51,hugo.roux27@example.org,MP
2026-03-07,9780142413401,1,18.47,zoe.simon67@example.org,magasin
2026-02-05,9788427298293,1,13.45,emma.leroy34@example.org,boutique
2025-12-26,9780375507250,1,13.39,lea.simon76@example.org,MP
2025-09-05,9781850180005,0,30.33,emma.martin96@example.org,en ligne
2025-07-24,9785389061606,1,36.47,ines.david72@example.org,online
2025-10-11,9780349440187,1,38.0,lucas.moreau92@example.org,en ligne
2026-04-17,9781847941831,2,13.87,jade.bertrand57@example.org,web
2026-04-03,9780156724005,1,32.3,louis.roux31@example.org,site
2025-12-23,9781434462770,1,37.22,chloe.bernard9@example.org,STORE
2026-06-10,9780380395606,1,24.44,camille.martin70@example.org,place de marché
2026-01-23,9780241430903,1,28.26,gabriel.leroy60@example.org,magasin
2026-02-10,9785882156922,1,38.52,jade.lefebvre92@example.org,magasin
2026-04-03,9781442421844,2,21.18,hugo.laurent46@example.org,Magasin
2025-12-06,9780757910869,1,32.49,lucas.lefebvre73@example.org,magasin
2026-04-16,9780550200686,1,12.55,jules.laurent5@example.org,magasin
2026-05-21,9791000000829,2,22.96,jules.michel50@example.org,site
2026-02-20,9780060826086,2,27.75,nathan.morel55@example.org,en ligne
2025-11-07,9780307284174,3,39.28,lea.michel65@example.org,boutique
2025-07-18,9780593642009,3,7.33,zoe.bernard42@example.org,site
2026-06-08,9781434267276,1,36.74,lucas.moreau45@example.org,Magasin
2026-03-17,9780316501286,2,13.6,manon.bertrand68@example.org,marketplace
2026-06-03,9780060934514,2,39.03,hugo.bertrand27@example.org,boutique
2026-06-25,9780571226856,1,27.34,chloe.dubois69@example.org,STORE
2026-03-27,9781780318578,1,11.85,chloe.simon2@example.org,web
2025-08-12,9798874620929,1,16.98,camille.simon97@example.org,Magasin
2025-07-06,9780843940008,1,16.94,ines.david47@example.org,site
2026-03-24,9781414340913,2,33.69,manon.martin42@example.org,STORE
2025-10-25,9798377220947,1,20.77,zoe.roux92@example.org,boutique
2026-03-25,9783442457472,2,23.52,jade.simon94@example.org,online
2025-10-15,9781305639614,1,27.64,ines.dubois91@example.org,boutique
2025-12-07,9780131272866,1,25.42,lea.dubois20@example.org,online
2025-09-06,9782221125779,1,22.72,manon.roux14@example.org,STORE
2026-04-20,9780807275122,2,25.76,gabriel.david42@example.org,magasin
2026-06-26,9781448105618,1,32.32,ines.moreau43@example.org,web
2026-01-28,9786053751120,1,15.15,gabriel.bernard85@example.org,online
2026-04-28,9781094048994,1,26.82,gabriel.dubois31@example.org,boutique
2026-04-18,9780553539899,1,38.59,ines.morel42@example.org,Magasin
2025-10-09,9791000000819,1,26.89,louis.michel81@example.org,boutique
2026-01-27,9780061003776,1,22.47,manon.simon90@example.org,boutique
2025-07-27,9786020332116,3,9.84,jade.lefebvre46@example.org,STORE
2025-10-16,9780070165694,1,35.0,camille.bernard40@example.org,STORE
2026-02-19,9781850890362,3,23.62,louis.fournier17@example.org,place de marché
2026-01-02,978957467950X,2,12.54,louis.laurent22@example.org,web
2026-02-13,9780193151468,1,20.69,camille.moreau80@example.org,boutique
2025-10-05,9788191032406,2,18.17,manon.laurent48@example.org,site
2025-08-10,9798855090437,1,7.4,camille.lefebvre30@example.org,Magasin
2026-02-03,9781726017640,1,28.13,jules.leroy89@example.org,STORE
2025-12-06,9780860099697,1,27.96,lea.michel44@example.org,Magasin
2025-10-17,9781101137833,1,32.12,louis.bernard86@example.org,magasin
2025-08-02,9780263808568,1,24.17,theo.leroy93@example.org,web
2025-09-10,9783423763349,1,34.47,chloe.simon21@example.org,STORE
2026-05-01,9798990047709,1,24.22,zoe.david62@example.org,magasin
2026-04-04,9791000000299,2,32.05,camille.simon95@example.org,online
2025-12-31,9798475273906,1,8.56,nathan.bernard8@example.org,Magasin
2026-05-05,9780470083734,1,10.68,chloe.roux45@example.org,magasin
2026-06-04,9789795533412,1,25.38,zoe.bernard11@example.org,online
2026-06-20,9780593160015,2,18.71,jules.bertrand60@example.org,boutique
2026-02-03,9782376862185,1,28.69,lucas.moreau37@example.org,place de marché
2025-08-02,9780140139198,1,30.89,emma.leroy69@example.org,boutique
2025-08-15,9783442353927,1,16.41,emma.dubois26@example.org,en ligne
2025-10-06,9781101192740,2,24.64,louis.fournier67@example.org,site
2025-07-05,9781568497037,0,18.6,gabriel.bertrand66@example.org,MP
2025-07-05,9788492966660,0,19.72,camille.laurent76@example.org,magasin
2025-09-27,9781407034461,1,34.45,louis.leroy49@example.org,MP
2025-11-12,9780008115456,1,18.18,nathan.morel69@example.org,magasin
2026-01-09,9780060291693,1,8.48,lucas.bernard60@example.org,Magasin
2026-05-07,9781975618674,1,20.28,hugo.dubois63@example.org,boutique
2025-11-26,9791000000869,1,39.35,emma.simon70@example.org,boutique
2025-07-05,9781725530911,2,6.95,jules.michel71@example.org,site
2025-07-01,9780575079090,3,14.28,arthur.lefebvre54@example.org,Magasin
2025-09-21,9791000000729,1,6.68,gabriel.bertrand63@example.org,boutique
2026-02-05,9780007354733,1,8.85,nathan.martin50@example.org,marketplace
2026-02-16,9782266138826,1,11.54,camille.martin33@example.org,site
2025-07-23,9781408999011,3,33.32,ines.roux10@example.org,online
2025-12-18,9780263137958,1,29.68,louis.bernard7@example.org,online
2026-06-24,9781958943052,1,37.84,gabriel.lefebvre92@example.org,site
2025-10-07,9789000338658,2,10.8,ines.martin47@example.org,STORE
2026-01-11,9781408839966,1,21.83,manon.bernard56@example.org,boutique
2026-06-18,9780143142324,2,31.11,hugo.bertrand55@example.org,online
2026-02-08,9781417601356,2,39.89,arthur.moreau40@example.org,STORE
2026-02-04,9780143469131,1,38.29,manon.simon80@example.org,Magasin
2025-07-12,9780136054054,0,34.2,theo.moreau20@example.org,boutique
2026-03-24,9791000000629,2,11.39,theo.bernard19@example.org,web
2026-06-13,9791000000339,2,38.0,hugo.david62@example.org,marketplace
2025-11-28,9781886463172,0,34.02,nathan.simon10@example.org,marketplace
2026-05-01,9780061451652,1,7.01,hugo.bertrand85@example.org,MP
2026-02-04,9780333675182,2,25.58,gabriel.dubois79@example.org,web
2026-05-18,9781726017640,1,29.7,jade.fournier19@example.org,boutique
2025-07-15,9783458080664,2,6.3,zoe.moreau94@example.org,Magasin
2025-11-03,9791000000469,2,30.36,ines.fournier34@example.org,magasin
2026-06-15,9781559348263,1,6.78,emma.morel35@example.org,STORE
2026-06-18,9783453317109,1,14.46,manon.david35@example.org,STORE
2025-08-23,9791000000389,1,34.06,camille.martin63@example.org,web
2025-08-30,9789711024154,1,37.8,jules.fournier23@example.org,site
2025-12-04,9780593109069,2,25.76,zoe.moreau63@example.org,boutique
2025-11-26,9781631619854,1,38.16,ines.fournier47@example.org,STORE
2025-10-04,9780356232928,2,15.39,lucas.lefebvre92@example.org,STORE
2025-08-09,9781595583260,2,15.08,jules.laurent27@example.org,magasin
2025-12-06,9780809533756,1,16.26,lucas.bernard19@example.org,STORE
2026-06-27,9781798850466,1,18.49,theo.fournier33@example.org,en ligne
2025-12-07,9780785744580,3,9.26,arthur.martin66@example.org,STORE
2026-06-04,9782266138826,1,31.21,theo.fournier46@example.org,Magasin
2025-08-06,9798846711082,1,9.76,emma.bernard15@example.org,boutique
2025-07-03,9781417727582,1,10.41,nathan.leroy72@example.org,Magasin
2026-04-25,9783442353927,1,21.2,emma.roux6@example.org,Magasin
2026-02-10,9789507511288,1,25.44,zoe.david90@example.org,site
2025-07-20,9781538500484,2,14.56,arthur.simon67@example.org,boutique
2025-09-08,9781781251485,1,30.92,gabriel.simon17@example.org,magasin
2025-10-29,9786073108409,2,10.45,hugo.martin32@example.org,en ligne
2025-09-19,9780857550460,1,25.17,nathan.laurent87@example.org,site
2026-03-03,9791020924636,1,22.65,hugo.bernard64@example.org,STORE
2026-02-08,9780878210329,2,14.11,theo.leroy85@example.org,Magasin
2025-11-26,9781631619854,1,38.16,ines.fournier47@example.org,STORE
2026-04-17,9788440220677,2,29.99,hugo.fournier71@example.org,place de marché
2025-11-21,9780224008884,1,11.26,ines.morel88@example.org,web
2025-09-10,9781955876162,3,18.08,hugo.dubois61@example.org,site
2026-02-20,9781841492391,1,28.4,ines.laurent27@example.org,magasin
2026-02-28,9780358213253,3,30.48,hugo.leroy50@example.org,boutique
2026-05-17,9780141309750,1,28.91,gabriel.leroy35@example.org,boutique
2026-02-12,9788408282952,1,38.38,louis.simon60@example.org,web
2025-10-21,9780267171989,1,27.92,emma.roux91@example.org,magasin
2025-11-19,9781434462770,1,20.36,chloe.morel2@example.org,Magasin
2026-03-04,9798739955418,2,7.13,arthur.michel38@example.org,boutique
2025-10-25,9788579623844,1,19.48,louis.leroy41@example.org,marketplace
2025-10-18,9780063429147,1,28.56,arthur.laurent24@example.org,marketplace
2026-05-16,9781559213356,2,24.83,lea.bernard3@example.org,boutique
2025-07-10,9786070793677,1,5.17,nathan.david73@example.org,place de marché
2026-04-08,9781594131523,2,8.48,manon.david15@example.org,STORE
2025-09-05,9780671491758,1,30.87,camille.roux92@example.org,Magasin
2025-12-15,9780230015760,1,31.35,jules.fournier97@example.org,magasin
2026-01-25,9798561631788,1,31.16,jade.laurent13@example.org,STORE
2026-04-05,9780099439752,1,14.47,zoe.fournier76@example.org,STORE
2025-08-29,9781572707313,1,23.27,gabriel.michel56@example.org,en ligne
2025-10-13,9781405617093,2,18.81,camille.laurent99@example.org,magasin
2025-07-16,9789020632729,2,37.21,louis.simon11@example.org,place de marché
2026-06-26,9781857234701,2,25.09,jules.bertrand73@example.org,online
2025-07-11,9781568955575,1,19.28,zoe.leroy66@example.org,web
2026-03-31,9781690319849,2,14.26,lucas.simon35@example.org,STORE
2026-02-12,9791000000039,1,37.7,manon.david52@example.org,STORE
2026-02-13,9780451168283,1,17.51,hugo.roux53@example.org,STORE
2026-05-17,9781101192740,1,35.77,gabriel.bernard19@example.org,STORE
2026-02-18,9781593974336,1,18.54,lucas.moreau58@example.org,boutique
2025-07-05,9788579623844,2,30.55,louis.leroy19@example.org,web
2025-08-01,9798739955418,1,30.41,louis.roux43@example.org,online
2026-06-16,9782702411933,1,27.81,louis.david14@example.org,boutique
2026-02-10,9781432622459,1,24.39,emma.morel78@example.org,boutique
2026-03-10,9780970373908,1,9.43,jade.simon18@example.org,marketplace
2025-10-17,9788845212178,1,27.35,hugo.bernard98@example.org,marketplace
2026-02-24,9791000000649,1,28.65,lucas.bernard54@example.org,STORE
2026-05-17,9780141309750,1,28.91,gabriel.leroy35@example.org,boutique
2025-12-15,9798589452563,2,30.99,gabriel.bernard25@example.org,Magasin
2026-02-27,9780373024209,2,7.36,arthur.morel43@example.org,site
2026-04-05,9780061351426,1,10.17,emma.lefebvre45@example.org,magasin
2025-08-30,9780007493579,2,9.34,jade.lefebvre35@example.org,Magasin
2025-09-17,9780079131195,1,15.85,chloe.simon59@example.org,web
2026-04-15,9798791612762,2,39.56,zoe.simon24@example.org,Magasin
2026-06-09,9781597223072,1,16.49,ines.laurent37@example.org,site
2026-02-24,9798671330687,1,22.93,theo.leroy72@example.org,site
2025-11-12,9780008115456,1,18.18,nathan.morel69@example.org,magasin
2025-07-15,9781408998465,3,35.14,nathan.david87@example.org,web
2025-11-14,9783423763349,1,20.89,lucas.lefebvre11@example.org,STORE
2025-08-14,9781544739366,1,37.59,jules.leroy33@example.org,Magasin
2025-11-06,9780049140172,1,9.8,louis.martin37@example.org,boutique
2026-02-12,9780671458423,1,15.41,lucas.fournier5@example.org,boutique
2026-01-23,9780241430903,1,28.26,gabriel.leroy60@example.org,magasin
2026-04-05,9780263096378,2,33.17,manon.laurent57@example.org,STORE
2025-12-28,9781408839966,1,31.42,lucas.martin77@example.org,STORE
2025-12-01,9781442486126,1,17.32,zoe.moreau20@example.org,STORE
2026-02-20,9780193151468,1,38.54,lea.lefebvre2@example.org,MP
2025-11-02,9781844135844,1,39.84,hugo.moreau70@example.org,STORE
2026-06-20,9788074770814,1,20.37,zoe.roux26@example.org,magasin
2025-07-27,9780263096378,3,9.33,arthur.michel38@example.org,Magasin
2026-03-03,9780256234787,2,21.56,jade.bertrand13@example.org,Magasin
2025-12-08,9780263762495,1,21.93,jules.simon61@example.org,boutique
2026-03-21,9780792483809,1,34.17,camille.martin46@example.org,online
2025-09-13,9780451493835,1,26.62,theo.david16@example.org,STORE
2025-11-04,9781594634956,2,38.92,emma.lefebvre8@example.org,Magasin
2025-07-06,9791000000989,1,24.33,jade.bertrand24@example.org,en ligne
2026-03-27,9791000000459,3,14.85,theo.michel76@example.org,MP
2026-06-26,9780786936137,1,35.93,emma.morel88@example.org,site
2025-11-27,9791000000289,1,10.52,nathan.simon27@example.org,marketplace
2026-02-26,9788501117687,1,33.47,zoe.leroy73@example.org,Magasin
2026-02-13,9780141038148,1,39.3,jules.simon81@example.org,en ligne
2026-04-02,9780061557064,1,17.12,lucas.bernard75@example.org,Magasin
2025-07-16,9791000000819,1,31.39,hugo.david45@example.org,en ligne
2026-01-24,9780451628800,1,10.26,louis.martin39@example.org,boutique
2025-11-19,9781417999729,2,34.86,chloe.michel47@example.org,STORE
2026-05-11,9780241950265,2,21.35,louis.fournier40@example.org,marketplace
2025-12-23,9789711024154,2,25.18,arthur.morel25@example.org,STORE
2025-12-13,9780140440577,1,12.47,jade.dubois41@example.org,site
2025-08-05,9781844135844,2,33.0,chloe.dubois95@example.org,magasin
2026-05-09,9798790221941,1,15.02,louis.fournier85@example.org,magasin
2025-08-13,9780736614818,2,23.47,camille.bernard56@example.org,boutique
2026-05-18,9780263137958,1,12.42,jade.bertrand44@example.org,MP
2025-08-12,9798874620929,1,16.98,camille.simon97@example.org,Magasin
2025-11-23,9783458080664,1,24.85,camille.morel96@example.org,online
2026-01-24,9780263137958,2,21.68,gabriel.laurent62@example.org,en ligne
2026-04-24,9781408999233,2,19.79,ines.lefebvre10@example.org,online
2025-12-09,9791000000609,1,27.48,hugo.michel77@example.org,marketplace
2025-07-15,9780449235997,2,13.24,lucas.dubois77@example.org,boutique
2025-08-22,9780754000471,3,4.76,arthur.laurent81@example.org,boutique
2026-03-26,9780140449532,1,5.36,jade.morel75@example.org,Magasin
2026-02-19,9780821775370,1,8.0,zoe.lefebvre77@example.org,STORE
2025-08-30,9789711024154,1,37.8,jules.fournier23@example.org,site
2025-12-10,9781534438545,1,7.73,louis.bernard48@example.org,en ligne
2025-09-16,9781958943052,1,31.12,jules.michel32@example.org,boutique
2025-09-05,9780263790429,2,30.57,hugo.moreau51@example.org,STORE
2025-08-10,9788447368990,1,37.23,zoe.roux41@example.org,magasin
2026-04-28,978957467950X,2,9.62,emma.simon45@example.org,place de marché
2025-12-15,9781942788768,1,25.72,camille.moreau45@example.org,boutique
2025-11-09,9780241950265,2,18.35,nathan.fournier87@example.org,magasin
2026-05-22,9789795533412,1,36.83,hugo.laurent61@example.org,online
2025-07-26,9788418052637,1,25.19,jules.lefebvre4@example.org,site
2025-12-17,9781984819574,1,8.05,lucas.simon58@example.org,Magasin
2025-10-03,9783502551638,1,25.09,manon.bertrand88@example.org,magasin
2026-03-16,9788416906550,2,14.49,louis.moreau14@example.org,magasin
2025-12-13,9781421889276,1,9.06,lea.moreau82@example.org,online
2025-08-03,9788420683324,1,6.13,theo.michel37@example.org,STORE
2026-01-29,9791000000899,1,34.28,theo.laurent4@example.org,STORE
2025-07-18,9781781251485,2,21.76,chloe.bertrand74@example.org,en ligne
2026-05-31,9780749391843,1,20.3,nathan.david76@example.org,STORE
2025-12-15,9780230015760,1,31.35,jules.fournier97@example.org,magasin
2026-03-31,9788447369225,1,28.61,jules.bernard29@example.org,magasin
2026-01-17,9791000000589,3,17.0,ines.fournier4@example.org,site
2026-05-07,9780511783289,2,34.84,nathan.david95@example.org,Magasin
2025-10-03,9780007120970,1,9.48,ines.david65@example.org,MP
2026-06-11,9780460116947,2,6.88,gabriel.moreau70@example.org,boutique
2025-07-01,9780307291813,1,20.2,ines.david5@example.org,Magasin
2025-09-12,9780060513061,1,36.47,lucas.morel17@example.org,site
2025-11-30,9780263751635,1,25.36,arthur.bertrand72@example.org,STORE
2025-09-22,9798450814261,1,5.0,chloe.morel55@example.org,magasin
2025-10-07,9791000000019,2,9.67,jules.bertrand70@example.org,magasin
2025-09-19,9780380821099,2,35.65,ines.bertrand30@example.org,online
2026-05-15,9781448105618,1,19.16,hugo.morel39@example.org,online
2026-01-21,9781435336667,1,19.68,theo.fournier1@example.org,web
2025-10-12,9780823022748,1,26.06,chloe.dubois83@example.org,magasin
2025-09-10,9780061097317,1,10.16,lea.bernard55@example.org,online
2025-07-22,9781432645960,1,25.35,hugo.leroy2@example.org,Magasin
2026-01-16,9780590113076,1,28.9,lea.fournier30@example.org,site
2025-09-22,9789953432540,2,14.02,manon.bertrand10@example.org,site
2025-10-30,9791000000659,1,25.5,manon.bertrand41@example.org,STORE
2025-11-24,9781616960926,1,13.95,lucas.bertrand12@example.org,STORE
2025-07-01,9788580445046,1,27.74,arthur.martin36@example.org,site
2025-11-08,9791000000829,2,30.55,nathan.laurent29@example.org,STORE
2025-11-29,9780586045145,3,25.96,louis.roux35@example.org,MP
2025-10-13,9781428640382,1,36.97,camille.morel47@example.org,boutique
2026-01-03,9780449908587,1,14.02,nathan.david52@example.org,MP
2025-07-31,9780061744303,2,7.41,louis.morel94@example.org,marketplace
2025-10-07,9791000000139,2,28.54,camille.moreau57@example.org,boutique
2025-10-12,9780141038148,1,8.92,ines.dubois51@example.org,marketplace
2026-05-01,9780545541251,1,10.09,zoe.fournier2@example.org,Magasin
2025-09-29,9788418550928,2,23.16,lucas.bernard44@example.org,Magasin
2026-01-28,9780061351426,1,9.96,emma.martin58@example.org,Magasin
2025-11-23,9781417661589,1,24.8,gabriel.bernard81@example.org,magasin
2026-06-19,9780071408691,1,24.72,zoe.david89@example.org,site
2026-02-26,9780655672241,3,19.34,jules.moreau12@example.org,Magasin
2026-01-03,9781405617093,1,19.78,hugo.roux20@example.org,STORE
2025-10-20,9782226479822,1,31.2,lucas.leroy68@example.org,Magasin
2026-03-26,9780349440187,2,6.35,gabriel.laurent29@example.org,en ligne
2026-02-11,9786525917313,3,39.66,jules.bernard7@example.org,boutique
2026-02-28,9780061285752,0,35.76,jade.michel12@example.org,STORE
2026-06-17,9780373511648,1,39.85,hugo.leroy47@example.org,STORE
2025-10-12,9781957635002,1,14.53,lea.lefebvre10@example.org,magasin
2025-11-23,9788429776317,2,14.26,manon.lefebvre81@example.org,boutique
2026-06-01,9780143142324,1,25.92,nathan.bernard4@example.org,Magasin
2026-06-16,9786020332116,1,11.23,ines.leroy4@example.org,Magasin
2025-07-01,9791000000799,1,20.56,lucas.simon40@example.org,Magasin
2025-12-30,9780263784701,1,9.37,camille.david88@example.org,web
2025-11-30,9781857987386,1,31.91,arthur.martin16@example.org,boutique
2026-06-19,9780263095760,1,5.95,zoe.moreau21@example.org,magasin
2026-03-25,9781451686296,1,23.58,arthur.laurent41@example.org,MP
2025-11-01,9791000000459,1,15.57,lea.bertrand96@example.org,STORE
2026-03-23,9780517202753,1,35.6,louis.leroy22@example.org,boutique
2025-09-17,9780230015760,1,16.69,emma.leroy54@example.org,boutique
2026-05-16,9781442006188,3,9.16,lucas.moreau11@example.org,magasin
2025-07-14,9788439707929,3,28.9,arthur.simon46@example.org,web
2026-06-19,9780263762495,1,19.33,emma.morel69@example.org,magasin
2025-12-21,9791000000459,0,11.53,gabriel.michel71@example.org,online
2025-08-20,9788804507727,1,23.65,theo.michel88@example.org,MP
2026-06-04,9781561005987,1,18.39,zoe.moreau32@example.org,site
2026-01-07,9781470825553,1,7.96,jade.simon26@example.org,Magasin
2026-04-02,9780894108815,1,7.72,chloe.martin14@example.org,STORE
2025-09-24,9780804168441,1,18.35,theo.moreau78@example.org,Magasin
2025-11-02,9791000000589,1,26.93,louis.lefebvre2@example.org,online
2026-02-01,9791000000299,2,10.12,ines.bernard11@example.org,boutique
2026-03-10,9789868856097,1,8.18,gabriel.roux58@example.org,boutique
